display_name,model_name,candidate_name,oof_mae,oof_mean_relative_error,oof_rmse,oof_r2,param_n_estimators,param_max_depth,param_min_samples_leaf,param_max_features,param_random_state,param_n_jobs
RF,raw_depth_geometry_metadata_rf,rf_shallow,7.795214154959588,0.10036685463104948,10.652577267408352,0.9218814931599462,300,10,5,sqrt,20260520,1
RF,raw_depth_geometry_metadata_rf,rf_medium,7.374374821506366,0.09452219333270319,10.207781374821934,0.928268936878984,300,16,3,sqrt,20260520,1
RF,raw_depth_geometry_metadata_rf,rf_deep,7.265209412530967,0.09293017138630849,10.100378359760834,0.9297704585046782,300,24,2,sqrt,20260520,1
RF,raw_depth_geometry_metadata_rf,rf_unbounded,7.260042590654252,0.09287981852392814,10.090599489974148,0.9299063807572067,300,,2,sqrt,20260520,1
