model_name,split_name,grouping,weather,time_of_day,distance_range,count,mean_true_distance_m,std_true_distance_m,mean_prediction_m,mae,median_absolute_error,mean_relative_error,median_relative_error,rmse,r2,mean_signed_error,median_signed_error,p90_absolute_error,p95_absolute_error,max_absolute_error,within_5m_rate,within_10m_rate,within_20m_rate,overprediction_rate,underprediction_rate
scale only,cv_oof,weather,clear_sky,,,6414,77.14764577486747,37.76205841489366,53.07955852227257,48.82299956888657,44.65868256262709,0.7911226911874805,0.6262055456547888,58.954756497926915,-1.4373976070332848,-24.06808725259491,-27.86225046336628,96.48188027518842,109.13318664047468,160.2062633920442,0.057998129092609915,0.11880261927034612,0.23666978484565013,0.3283442469597755,0.6716557530402245
scale only,cv_oof,weather,light_rain,,,6390,77.29890453834116,38.462690684607686,53.444124603821116,45.64703388397912,38.80246242072546,0.7058562855876923,0.5568570531380295,56.522477102223846,-1.1595489298063546,-23.85477993452005,-23.527587011779225,95.16538737569404,110.3530390279169,150.0,0.06823161189358372,0.13474178403755868,0.2683881064162754,0.3295774647887324,0.6704225352112676
scale only,cv_oof,time_of_day,,10AM,,8498,77.04283360790774,37.95557412334891,54.701847509691255,48.15281346023249,43.08845147102652,0.7817613777981833,0.6021226433855481,58.60694319609231,-1.3842237525292238,-22.340986098216487,-23.84471906125781,97.01549955749196,110.29436411569895,160.2062633920442,0.06107319369263356,0.12273476112026359,0.24841139091550954,0.34537538244292776,0.6546246175570722
scale only,cv_oof,time_of_day,,8PM,,4306,77.578959591268,38.42049733358124,50.41893739965556,45.43257244970026,38.81427171410827,0.6830641936026223,0.5617088750029182,56.031698425500146,-1.1268732511100352,-27.16002219161244,-27.51775012279298,93.1207052082917,108.9867768181731,150.0,0.06711565257779842,0.13469577333952623,0.26056665118439387,0.2965629354389224,0.7034370645610776
scale only,cv_oof,distance_range,,,far,3175,129.4283464566929,14.719288848138294,52.66521572284558,76.96894069027508,78.34175881762664,0.5904090274537142,0.6052281787695498,84.1772622246871,-31.705134355623102,-76.76313073384733,-78.34175881762664,119.30396921534772,132.50009146208112,150.0,0.015118110236220473,0.026456692913385826,0.05511811023622047,0.012283464566929133,0.9877165354330709
scale only,cv_oof,distance_range,,,mid,4273,84.94734378656682,11.168697191096301,53.03668486004941,41.22974850623206,37.5869015199645,0.485936271424161,0.4505236070932604,49.32088213825108,-18.500989054362982,-31.910658926517392,-33.7579686526198,80.0,90.0,100.01637381296082,0.06950620173180436,0.1399485139246431,0.2754505031593728,0.21436929557687806,0.7856307044231219
scale only,cv_oof,distance_range,,,near,5356,40.113890963405524,14.297271517198844,53.79432977095729,34.40705072716805,29.475324226093775,1.0518536699441505,0.7500491206257434,42.809912484688326,-7.965661754130769,13.680438807551761,11.942759226109583,67.72496726994041,81.84156825221946,160.2062633920442,0.08644510828976848,0.1756908140403286,0.3511949215832711,0.6081030619865572,0.3918969380134429
scale only,cv_oof,weather__distance_range,clear_sky,,far,1530,129.83333333333334,14.695882220825192,55.8465112921164,74.35992823237318,74.74409705478674,0.5681314020366984,0.5780356127216364,82.30202249653613,-30.363873250183076,-73.98682204121694,-74.74409705478674,118.28339970918549,130.93440939424056,150.0,0.021568627450980392,0.038562091503267976,0.07450980392156863,0.020261437908496733,0.9797385620915032
scale only,cv_oof,weather__distance_range,clear_sky,,mid,2215,85.05643340857787,11.234579515748617,52.378461228615436,44.21073084558257,40.595467211038425,0.5237319781408655,0.47878148326496595,52.817487100843394,-21.102521667743073,-32.67797217996244,-34.88350754724882,83.4142492026742,94.13787860553269,100.0,0.06952595936794582,0.1345372460496614,0.2699774266365689,0.24063205417607222,0.7593679458239277
scale only,cv_oof,weather__distance_range,clear_sky,,near,2669,40.382165605095544,14.263618131600493,52.0752470826283,38.011712332837064,34.065367720950945,1.1408593347989258,0.8916398157488289,46.41556011926237,-9.589312983014658,11.693081477532756,10.23615685386444,73.44529815440613,90.42209520463675,160.2062633920442,0.06931434994379918,0.15174222555264144,0.30198576245784936,0.5777444735856125,0.4222555264143874
