benchmark_name,test_mae,test_mean_relative_error
attempt4_rf_baseline,7.7123895635944715,0.0989947568952183
attempt4_xgb_baseline,7.730142927591779,0.10137729214096355
attempt4_equal_weight_blend,7.632477833812474,0.09884744302837088
attempt4_tuned_weight_blend,7.634683601462127,0.09901584531220672
attempt7_winner,5.972474686570344,0.07778923374205424
