rf_weight,xgb_weight,oof_mae,oof_mean_relative_error,oof_rmse,oof_r2
0.0,1.0,6.00190407155045,0.07916045767035315,8.472823438782212,0.9505802140001599
0.01,0.99,5.9998523897681,0.07910822715786436,8.471793392471685,0.9505922292567855
0.02,0.98,5.997881040091568,0.07905716240197125,8.470916133468682,0.9506024611322758
0.03,0.97,5.995996775852405,0.07900746718330025,8.470191709245816,0.9506109096266306
0.04,0.96,5.994230153190308,0.07895960346778363,8.469620159019914,0.95061757473985
0.05,0.95,5.992547807622531,0.07891296871661709,8.469201513741416,0.950622456471934
0.06,0.94,5.9909656962274465,0.07886807856414454,8.468935796085995,0.9506255548228826
0.07,0.9299999999999999,5.989484952613415,0.07882448880382092,8.468823020448411,0.9506268697926958
0.08,0.92,5.988126803288755,0.07878257850366974,8.468863192938626,0.9506264013813736
0.09,0.91,5.986841842982872,0.078742051393443,8.469056311380134,0.9506241495889158
0.1,0.9,5.985660009244409,0.07870328054632848,8.469402365310565,0.9506201144153228
0.11,0.89,5.984619666963929,0.07866661925211148,8.469901335984508,0.9506142958605943
0.12,0.88,5.9836874799396345,0.07863149112061438,8.470553196378587,0.9506066939247305
0.13,0.87,5.982916657665883,0.07859876403617337,8.471357911198787,0.9505973086077312
0.14,0.86,5.982287298509537,0.07856830027833672,8.472315436889993,0.9505861399095965
0.15,0.85,5.9817432370005,0.07853919873294359,8.473425721647775,0.9505731878303264
0.16,0.84,5.981305161171121,0.07851191416019955,8.47468870543238,0.9505584523699209
0.17,0.83,5.981016419362861,0.07848653930869474,8.476104319984957,0.9505419335283799
0.18,0.8200000000000001,5.980867406802666,0.07846329775519831,8.477672488845954,0.9505236313057036
0.19,0.81,5.980876316423855,0.07844250355658865,8.479393127375737,0.9505035457018918
0.2,0.8,5.981013753612538,0.078423354871311,8.481266142777363,0.9504816767169446
0.21,0.79,5.9812845087205,0.07840617738666714,8.483291434121535,0.950458024350862
0.22,0.78,5.981620072562053,0.07838989591015784,8.48546889237368,0.9504325886036441
0.23,0.77,5.982036881822531,0.07837481514821187,8.487798400423188,0.9504053694752906
0.24,0.76,5.982572504860108,0.07836117651526393,8.49027983311474,0.9503763669658019
0.25,0.75,5.983215234352815,0.0783488669899538,8.492913057281744,0.9503455810751776
0.26,0.74,5.983953372162848,0.07833780738297283,8.495697931781828,0.950313011803418
0.27,0.73,5.984797413169681,0.0783282068666483,8.498634307534402,0.950278659150523
0.28,0.72,5.985758312314902,0.07832005634144958,8.501722027560234,0.9502425231164925
0.29,0.71,5.986816733521887,0.07831324665114726,8.504960927023033,0.9502046037013266
0.3,0.7,5.988023013360102,0.07830846549309042,8.508350833273006,0.9501649009050254
0.31,0.69,5.989340722701942,0.07830517826695639,8.511891565892384,0.9501234147275887
0.32,0.6799999999999999,5.990791803083563,0.07830352282086986,8.515582936742835,0.9500801451690166
0.33,0.6699999999999999,5.992341610296569,0.07830317253146972,8.519424750014815,0.950035092229309
0.34,0.6599999999999999,5.9940443392251055,0.0783048210464831,8.52341680227875,0.9499882559084661
0.35,0.65,5.995871602205037,0.07830828501423942,8.527558882538063,0.9499396362064878
0.36,0.64,5.997831661404105,0.07831385062451104,8.531850772284015,0.949889233123374
0.37,0.63,5.9998787158303735,0.07832109617839186,8.5362922455523,0.9498370466591249
0.38,0.62,6.002048464963258,0.07833023839689195,8.540883068981374,0.9497830768137403
0.39,0.61,6.004419520036273,0.07834216265725492,8.54562300187251,0.9497273235872203
0.4,0.6,6.006898155814132,0.07835557354798672,8.550511796251483,0.949669786979565
0.41,0.5900000000000001,6.009500549466859,0.07837091426175644,8.55554919693192,0.9496104669907742
0.42,0.5800000000000001,6.012251781009777,0.07838866510305267,8.560734941580222,0.949549363620848
0.43,0.5700000000000001,6.015152990965973,0.07840877304823991,8.566068760782045,0.9494864768697864
0.44,0.56,6.018184478072695,0.07843084070520245,8.571550378110308,0.9494218067375894
0.45,0.55,6.0213835950686425,0.07845543034787981,8.577179510194673,0.9493553532242569
0.46,0.54,6.024658615168948,0.07848112523770864,8.58295586679246,0.949287116329789
0.47,0.53,6.0280842842224605,0.07850913896438956,8.588879150860972,0.9492170960541858
0.48,0.52,6.031600605374261,0.07853832842283345,8.594949058631178,0.949145292397447
0.49,0.51,6.035246899607468,0.07856963392720374,8.601165279682691,0.949071705359573
0.5,0.5,6.0390163610047285,0.07860291264839121,8.607527497020063,0.9489963349405636
0.51,0.49,6.042905059936603,0.07863792910787946,8.614035387150288,0.9489191811404186
0.52,0.48,6.046945808179631,0.07867519873484785,8.620688620161486,0.9488402439591384
0.53,0.47,6.051109614776364,0.0787145566622039,8.627486859802772,0.9487595233967225
0.54,0.45999999999999996,6.0554235246891395,0.07875608097075039,8.634429763565205,0.9486770194531714
