display_name,model_name,split_name,fold_index,count,mae,median_absolute_error,mean_relative_error,median_relative_error,rmse,r2,mean_signed_error,median_signed_error,p90_absolute_error,p95_absolute_error,max_absolute_error,within_5m_rate,within_10m_rate,within_20m_rate,overprediction_rate,underprediction_rate
linear+bb,depth_geometry_metadata_linear,cv_fold,0,2563,13.593716372234793,11.293835088003089,0.24217723107447295,0.15629406902454673,24.77283358334969,0.5741278093224386,0.5438107874868353,1.0149494787491165,28.057418273930107,32.91865429545953,929.5829906107616,0.24229418650019507,0.4522044479126024,0.778384705423332,0.5228248146703083,0.4771751853296918
linear+bb,depth_geometry_metadata_linear,cv_fold,1,2562,13.316539403009385,10.983974213367071,0.21745520064575596,0.1554237891811785,16.885660880560827,0.803755876898279,0.08538400302660576,0.7607713611225737,29.061202979142827,35.047295674190224,80.4679892936879,0.2462919594067135,0.4644808743169399,0.773224043715847,0.5163934426229508,0.48360655737704916
linear+bb,depth_geometry_metadata_linear,cv_fold,2,2562,13.44026464930013,10.970524631883784,0.21925889743411361,0.15740073026547205,17.085153504100195,0.7981707871509514,-0.03305585911105685,0.7772689632662679,29.75720331477414,34.68806776243085,98.03521209074746,0.23224043715846995,0.4519906323185012,0.7775175644028103,0.5199063231850117,0.48009367681498827
linear+bb,depth_geometry_metadata_linear,cv_fold,3,2560,13.426109400242893,11.095010131180942,0.21447579706238473,0.16284092541928985,17.0546640007431,0.7988738029175991,-0.1760320553266858,0.6570448746337618,29.66380940247579,35.02036342548403,91.4975340164394,0.250390625,0.462109375,0.77109375,0.5125,0.4875
linear+bb,depth_geometry_metadata_linear,cv_fold,4,2557,13.448221448281211,10.682461595807013,0.2226254195110991,0.15722450794556006,17.185921666603832,0.7999447656499837,-0.239078973880318,0.44671029368094395,30.022693288929542,35.19900536827125,85.26453074379366,0.24872897927258505,0.476339460305045,0.7645678529526789,0.509972624168948,0.490027375831052
improved linear,stacked_rf_depth_geometry_metadata_linear,cv_fold,0,2563,12.245471811962018,10.091203646161986,0.20719541211822298,0.141027452853412,20.175988315479113,0.7175135982334943,0.15812357667847773,0.3612408248993404,25.357770365149676,29.784686984097362,678.7711980359587,0.2645337495122903,0.4962934061646508,0.8095981271946937,0.5107296137339056,0.4892703862660944
improved linear,stacked_rf_depth_geometry_metadata_linear,cv_fold,1,2562,11.980945275898197,9.352911113098443,0.1883747312089185,0.14534942660367323,15.36860593515659,0.8374340882974474,0.1450061639892167,0.3814555530136534,25.86556556012843,31.038588813703054,51.37296885448109,0.2822014051522248,0.5226385636221702,0.8001561280249805,0.5128805620608899,0.48711943793911006
improved linear,stacked_rf_depth_geometry_metadata_linear,cv_fold,2,2562,12.06824932590047,9.695013065874388,0.18893091813405535,0.14484368353386723,15.341778700368339,0.8372587363097069,0.01921489855123921,0.43045236875879134,25.980657367666346,30.834102588382517,52.78352749951917,0.2681498829039813,0.514832162373146,0.8067915690866511,0.5105386416861827,0.4894613583138173
improved linear,stacked_rf_depth_geometry_metadata_linear,cv_fold,3,2560,12.251291504861289,9.99807367676629,0.18739378069912122,0.14458517658800274,15.623351279643293,0.8312162226787998,-0.11865665186951446,-0.07673116080440145,26.790656095416875,30.67090568571616,53.78586647253846,0.26796875,0.5,0.799609375,0.498046875,0.501953125
improved linear,stacked_rf_depth_geometry_metadata_linear,cv_fold,4,2557,11.999095349679072,9.314889891788226,0.18726488915650308,0.1435585989670031,15.428003707410701,0.8387782124137872,-0.006882949205129056,-0.011612583975146862,26.30320273550497,31.40166026231407,52.0930989849808,0.28627297614391867,0.5310911224090731,0.7978099335158388,0.4994133750488854,0.5005866249511146
RF,raw_depth_geometry_metadata_rf,cv_fold,0,2563,7.756803087051315,5.759246031746045,0.10023286591243487,0.0786903044045904,10.65169043906805,0.9212655162640268,-0.015380985289907402,0.01666666666666572,17.92047772924242,22.48061426073923,47.216789599289626,0.45103394459617635,0.7011314865392119,0.9289894654701522,0.5048770971517753,0.48068669527896996
RF,raw_depth_geometry_metadata_rf,cv_fold,1,2562,7.453580603376068,5.574782347282344,0.09683160762607208,0.07387777432003635,10.29555243790313,0.9270441966987593,0.23152462994155287,0.07517195767195517,16.83918915343915,21.592561507936495,55.63115079365082,0.46682279469164717,0.7138953942232631,0.9332552693208431,0.522248243559719,0.46291959406713507
RF,raw_depth_geometry_metadata_rf,cv_fold,2,2562,7.425428299137444,5.5252513227513305,0.0968160364722136,0.07509280245928579,10.248378275472492,0.9273799488452826,0.03924067387751464,0.014999999999998792,16.819895983645985,21.30528153559402,45.91486212861213,0.4605776736924278,0.7189695550351288,0.9406713505074161,0.5027322404371585,0.47970335675253706
RF,raw_depth_geometry_metadata_rf,cv_fold,3,2560,7.634483796584388,5.832884199134192,0.09877754280983905,0.07751202363060913,10.494198574041343,0.9238480791830626,-0.24932103189142793,-0.04859237984238263,17.324061507936516,22.05755874218373,53.32383477633475,0.4578125,0.70859375,0.930859375,0.48203125,0.503125
RF,raw_depth_geometry_metadata_rf,cv_fold,4,2557,7.468960635986402,5.622289562289552,0.09696108061073831,0.07320588238921553,10.41487356997446,0.9265296231302822,-0.19788694976763546,0.02499999999999858,17.167275811334648,21.83903097501626,50.070234395234365,0.4657802111849824,0.7262416894798592,0.9307782557684787,0.5076261243644896,0.47829487680876026
