display_name,model_name,model_family,split_name,role,config_name,distance_range,count,mae,median_absolute_error,mean_relative_error,median_relative_error,rmse,r2,mean_signed_error,median_signed_error,p90_absolute_error,p95_absolute_error,max_absolute_error,within_5m_rate,within_10m_rate,within_20m_rate,overprediction_rate,underprediction_rate
improved linear,stacked_rf_depth_geometry_metadata_linear,stacked_linear,cv_oof,poster,random_forest_top_24,far,3175,16.171934353082374,14.735010579231343,0.11931935590298995,0.1178216750116502,19.652620911623718,-0.7826549855143687,-14.245738121017,-14.510993526272188,31.47477806279056,35.91113833805231,52.0930989849808,0.1883464566929134,0.3826771653543307,0.630236220472441,0.16818897637795274,0.8318110236220473
improved linear,stacked_rf_depth_geometry_metadata_linear,stacked_linear,test,poster,random_forest_top_24,near,945,10.641784934845724,8.674327388705752,0.27508379952804474,0.2236800802083477,13.784669181634591,0.053349039073950055,4.246970362746756,2.7934825651062596,22.2369964219337,28.001431878260576,50.402004419225634,0.31534391534391537,0.5597883597883598,0.8656084656084656,0.5904761904761905,0.4095238095238095
improved linear,stacked_rf_depth_geometry_metadata_linear,stacked_linear,test,poster,random_forest_top_24,mid,754,10.303569177187601,8.193384622394156,0.12327943243129924,0.09787615999897611,13.168553883349006,-0.38728649102932944,4.046095450460121,3.4804651851210124,22.287931259761372,26.88272586979831,39.54693138062301,0.3328912466843501,0.5676392572944297,0.8620689655172413,0.6047745358090185,0.3952254641909814
improved linear,stacked_rf_depth_geometry_metadata_linear,stacked_linear,test,poster,random_forest_top_24,far,561,16.338601112057933,14.646343418879553,0.12016193088908021,0.11834566467038475,19.71777305361458,-0.7834788216625868,-14.306457584617908,-14.387586385303834,31.604466734431867,35.530330036735734,53.14397097028001,0.1800356506238859,0.3689839572192513,0.6221033868092691,0.18181818181818182,0.8181818181818182
RF,raw_depth_geometry_metadata_rf,random_forest,cv_oof,poster,rf_unbounded,near,5356,4.332182632740372,2.5104563492063576,0.09984633911141047,0.06092757936507934,6.941880402349574,0.7642520501523234,2.3395294026727593,0.5523421820835672,10.58212962962962,14.433601190476192,53.32383477633475,0.6919342793129201,0.8885362210604929,0.9781553398058253,0.6366691560866318,0.32710978342046304
RF,raw_depth_geometry_metadata_rf,random_forest,cv_oof,poster,rf_unbounded,mid,4273,8.940886427864568,7.594748677248674,0.10494108343033111,0.0912422524565382,11.446169607585237,-0.050304729467387066,0.9555878789447442,-0.3648412698412784,17.61419807044808,21.91323328523331,55.63115079365082,0.3313831032061783,0.640299555347531,0.932600046805523,0.48724549496840625,0.5127545050315937
RF,raw_depth_geometry_metadata_rf,random_forest,cv_oof,poster,rf_unbounded,far,3175,11.097807905071708,9.631468253968222,0.08523837809439523,0.0742660296493627,13.431678117319862,0.16730320038744195,-5.387000320175643,-6.678888888888935,22.04501469929851,25.676973544973542,40.57769781144782,0.24346456692913385,0.5177952755905512,0.8570078740157481,0.30236220472440944,0.6976377952755906
RF,raw_depth_geometry_metadata_rf,random_forest,test,poster,rf_unbounded,near,945,4.206391810185889,2.560909090909078,0.09678282612504124,0.060944444444444204,6.677128473518118,0.7778856338514113,2.1821558495647624,0.5542712842712945,10.30410703526493,14.278109242609252,44.41612193362195,0.6931216931216931,0.8931216931216931,0.9809523809523809,0.6423280423280423,0.32063492063492066
RF,raw_depth_geometry_metadata_rf,random_forest,test,poster,rf_unbounded,mid,754,8.880952359023603,7.724821428571431,0.10412108644842068,0.09182924193181541,11.575886112328185,-0.07200911428474033,0.26286826085634496,-1.0035506854256795,17.357458333333334,21.27213150774294,54.24496718559223,0.34615384615384615,0.6578249336870027,0.9389920424403183,0.4509283819628647,0.5490716180371353
RF,raw_depth_geometry_metadata_rf,random_forest,test,poster,rf_unbounded,far,561,11.363850130245613,10.264814814814798,0.08735769501075169,0.07768607904441259,13.672365612396376,0.14248928424937435,-4.7280140138721585,-6.460156787656757,23.009319384319397,26.008837181337185,36.824005602240874,0.23707664884135474,0.48663101604278075,0.8413547237076648,0.30303030303030304,0.696969696969697
