display_name,model_name,candidate_name,oof_mae,oof_mean_relative_error,oof_rmse,oof_r2,param_n_estimators,param_max_depth,param_min_samples_leaf,param_max_features,param_random_state,param_n_jobs
RF,raw_depth_geometry_metadata_rf,rf_shallow,8.094123762015139,0.10541268401821507,10.997453887227444,0.9167414492801681,300,10,5,sqrt,20260520,1
RF,raw_depth_geometry_metadata_rf,rf_medium,7.658879980831934,0.09944370594756904,10.532990016122294,0.9236255857175447,300,16,3,sqrt,20260520,1
RF,raw_depth_geometry_metadata_rf,rf_deep,7.552504969622839,0.09797613141565437,10.426419100033574,0.9251632526732597,300,24,2,sqrt,20260520,1
RF,raw_depth_geometry_metadata_rf,rf_unbounded,7.547884878618041,0.09792424962732149,10.421947604684052,0.9252274281891139,300,,2,sqrt,20260520,1
