display_name,model_name,split_name,true_distance_m,count,mae,median_absolute_error,mean_relative_error,median_relative_error,rmse,r2,mean_signed_error,median_signed_error,p90_absolute_error,p95_absolute_error,max_absolute_error,within_5m_rate,within_10m_rate,within_20m_rate,overprediction_rate,underprediction_rate
linear+bb,depth_geometry_metadata_linear,test,125.0,185,15.524166575371547,15.851267787018315,0.12419333260297238,0.1268101422961465,16.661023924685573,0.0,-15.485923990741709,-15.851267787018315,22.9351846369555,24.36863379588859,29.847710889405434,0.05945945945945946,0.1783783783783784,0.7891891891891892,0.010810810810810811,0.9891891891891892
linear+bb,depth_geometry_metadata_linear,test,150.0,189,33.610755161405315,33.242047674310356,0.22407170107603547,0.22161365116206905,33.97118115919263,0.0,-33.610755161405315,-33.242047674310356,39.892129400991436,41.9879151003279,44.83689836052126,0.0,0.0,0.0,0.0,1.0
improved linear,stacked_rf_depth_geometry_metadata_linear,cv_oof,20.0,1087,7.592150396266022,4.87458068514464,0.3796075198133011,0.24372903425723197,22.958771784439314,0.0,-2.967891848463233,-2.999282980442519,15.795800876148366,20.86717078374361,678.7711980359587,0.5078196872125115,0.7911683532658693,0.9438822447102115,0.3219871205151794,0.6780128794848206
improved linear,stacked_rf_depth_geometry_metadata_linear,cv_oof,30.0,1065,8.523616488104302,8.024890129437686,0.2841205496034767,0.26749633764792285,10.338012899230455,0.0,-4.515774832695477,-6.051412368183907,15.516432934148915,17.76386896244503,51.024289110469184,0.3211267605633803,0.6281690140845071,0.9746478873239437,0.2647887323943662,0.7352112676056338
improved linear,stacked_rf_depth_geometry_metadata_linear,cv_oof,40.0,1022,10.201200547642133,8.208259517732195,0.2550300136910533,0.20520648794330487,13.143173028436166,0.0,5.858367626927587,5.0071591104127045,21.19274665626047,25.952811427877354,51.55547273727754,0.32778864970645794,0.5831702544031311,0.8767123287671232,0.6614481409001957,0.3385518590998043
improved linear,stacked_rf_depth_geometry_metadata_linear,cv_oof,50.0,1064,14.524002453589835,12.92677400101611,0.2904800490717967,0.25853548002032223,17.8573976274262,0.0,12.201561883718577,11.993430797745344,29.4242535542522,34.5694573085877,51.75172112536393,0.19548872180451127,0.4031954887218045,0.7255639097744361,0.8374060150375939,0.162593984962406
improved linear,stacked_rf_depth_geometry_metadata_linear,cv_oof,60.0,1118,12.959059125013555,11.068552561656709,0.21598431875022592,0.1844758760276118,16.15235802943715,0.0,11.175551037857502,10.670721927443346,26.567666222665984,31.180241054795403,52.78352749951917,0.23076923076923078,0.4677996422182469,0.7754919499105546,0.8300536672629696,0.16994633273703041
improved linear,stacked_rf_depth_geometry_metadata_linear,cv_oof,70.0,1065,10.54247953644733,8.633805047951526,0.15060685052067613,0.12334007211359323,13.34473163923658,0.0,6.40120860307932,6.024958373104582,22.21492447370279,26.543433035319666,44.01822423023461,0.2995305164319249,0.5492957746478874,0.8704225352112676,0.6995305164319249,0.3004694835680751
improved linear,stacked_rf_depth_geometry_metadata_linear,cv_oof,80.0,1095,10.8656087886586,9.176814589727229,0.1358201098582325,0.11471018237159036,13.62299493936633,0.0,7.256517757579628,7.142524036174308,23.111790003730295,27.519960449216168,43.837674989192024,0.273972602739726,0.5424657534246575,0.8529680365296803,0.7132420091324201,0.2867579908675799
improved linear,stacked_rf_depth_geometry_metadata_linear,cv_oof,90.0,1047,11.305012002804792,10.008239588763928,0.12561124447560884,0.11120266209737698,13.74680890960199,0.0,8.347675691068888,8.6852419893563,22.404503350897226,26.001359283339678,39.72465943937016,0.2664756446991404,0.498567335243553,0.8424068767908309,0.7679083094555874,0.23209169054441262
improved linear,stacked_rf_depth_geometry_metadata_linear,cv_oof,100.0,1066,10.35519672131627,8.944469122609007,0.10355196721316268,0.08944469122609007,12.76348422802253,0.0,-1.122803606958942,-1.065635544131176,21.177844609721802,24.449203961317487,38.81058056977344,0.2954971857410882,0.5393996247654784,0.8780487804878049,0.46153846153846156,0.5384615384615384
improved linear,stacked_rf_depth_geometry_metadata_linear,cv_oof,115.0,1139,8.233639341589528,6.768747703425632,0.07159686383990896,0.058858675681962014,10.355019374278696,0.0,-3.5448252442343917,-3.1636832224720877,16.931685230229096,20.304498766614998,39.53230636561736,0.3617208077260755,0.6830553116769096,0.9473222124670764,0.3854258121158911,0.6145741878841089
improved linear,stacked_rf_depth_geometry_metadata_linear,cv_oof,125.0,1018,12.896575151200665,11.732285252121159,0.10317260120960534,0.09385828201696927,15.2278341088306,0.0,-12.13516672298842,-11.717184441890375,23.881443164329934,27.502955689133735,40.09285063939262,0.18271119842829076,0.42730844793713163,0.8025540275049116,0.09332023575638507,0.906679764243615
improved linear,stacked_rf_depth_geometry_metadata_linear,cv_oof,150.0,1018,28.329138366447733,27.547005793097362,0.18886092244298486,0.18364670528731575,29.2014578686579,0.0,-28.329138366447733,-27.547005793097362,38.2777781723586,41.63343198207602,52.0930989849808,0.0,0.0019646365422396855,0.1031434184675835,0.0,1.0
improved linear,stacked_rf_depth_geometry_metadata_linear,test,20.0,177,6.607516047190218,4.577377577982293,0.3303758023595109,0.22886887889911467,9.740061873328044,0.0,-3.4541502096622647,-3.0511126971513747,12.515437086432911,19.975195449781744,44.51198757585,0.5310734463276836,0.7909604519774012,0.9491525423728814,0.3502824858757062,0.6497175141242938
improved linear,stacked_rf_depth_geometry_metadata_linear,test,30.0,193,8.414865107999765,8.025600911779662,0.28049550359999215,0.26752003039265543,9.856169434214948,0.0,-5.943315982395208,-6.939119469105531,15.582168791337377,16.502437697703325,26.458777125531235,0.3160621761658031,0.6321243523316062,0.9792746113989638,0.19689119170984457,0.8031088082901554
improved linear,stacked_rf_depth_geometry_metadata_linear,test,40.0,186,11.220284885681869,8.738171840107904,0.2805071221420467,0.2184542960026976,14.665617798877271,0.0,7.030076259108809,5.982510634660233,21.317621681086464,35.595824176404264,50.402004419225634,0.3064516129032258,0.5376344086021505,0.8817204301075269,0.7150537634408602,0.2849462365591398
improved linear,stacked_rf_depth_geometry_metadata_linear,test,50.0,186,14.358831421860735,13.15212031455431,0.28717662843721475,0.2630424062910862,17.549021189798477,0.0,12.252718891233261,11.761538335947321,28.805630715623927,31.806669464245108,43.908146011129915,0.21505376344086022,0.3870967741935484,0.7204301075268817,0.8387096774193549,0.16129032258064516
improved linear,stacked_rf_depth_geometry_metadata_linear,test,60.0,203,12.340747901623947,10.462734088665655,0.20567913169373253,0.17437890147776092,15.173635312761231,0.0,10.76468801253476,10.297110812971837,25.349388285267274,27.657115320451553,41.883824882023774,0.22660098522167488,0.46798029556650245,0.8029556650246306,0.8325123152709359,0.16748768472906403
improved linear,stacked_rf_depth_geometry_metadata_linear,test,70.0,189,9.716220188962454,7.479745916858931,0.13880314555660653,0.10685351309798473,12.437723215805349,0.0,5.380199501792186,4.651687096530935,20.912211815256025,25.596082276795435,33.33317574316864,0.3544973544973545,0.582010582010582,0.8888888888888888,0.6349206349206349,0.36507936507936506
improved linear,stacked_rf_depth_geometry_metadata_linear,test,80.0,187,11.134884443057132,8.375941690635742,0.13918605553821417,0.10469927113294678,14.411243175434835,0.0,7.41839523881658,6.080503109490692,24.946578072000012,28.406078538337532,39.54693138062301,0.32085561497326204,0.5454545454545454,0.8235294117647058,0.6844919786096256,0.3155080213903743
