display_name,model_name,candidate_name,oof_mae,oof_mean_relative_error,oof_rmse,oof_r2,param_n_estimators,param_max_depth,param_min_samples_leaf,param_max_features,param_random_state,param_n_jobs
RF+jitter,rf_winner_baseline,rf_shallow,7.269207305847876,0.09474133609745457,10.100912634699226,0.9297630285104724,300,10,5,sqrt,20260520,1
RF+jitter,rf_winner_baseline,rf_medium,6.738708256982681,0.08821080312651366,9.517765617502919,0.9376387862909327,300,16,3,sqrt,20260520,1
RF+jitter,rf_winner_baseline,rf_deep,6.63429573729055,0.08682288113882679,9.43533750727089,0.9387142610358546,300,24,2,sqrt,20260520,1
RF+jitter,rf_winner_baseline,rf_unbounded,6.640158821611364,0.08693149102102832,9.437147162964804,0.9386907501180877,300,,2,sqrt,20260520,1
