rf_weight,xgb_weight,oof_mae,oof_mean_relative_error,oof_rmse,oof_r2
0.0,1.0,6.294821070343656,0.08405370097831998,8.859675007188937,0.9459643810880551
0.01,0.99,6.2930018976328,0.08400495157480595,8.858428583096877,0.9459795840293651
0.02,0.98,6.291320113469263,0.08395829717171084,8.857327275444682,0.9459930151698299
0.03,0.97,6.28973698643278,0.08391297415239746,8.85637113836892,0.9460046745094498
0.04,0.96,6.288210129162508,0.08386846537241245,8.855560218891902,0.9460145620482244
0.05,0.95,6.286738299386388,0.08382481295564627,8.854894556910136,0.9460226777861541
0.06,0.94,6.285359728440844,0.08378244362089925,8.854374185184508,0.9460290217232387
0.07,0.9299999999999999,6.284074897598285,0.08374144229858921,8.853999129332236,0.946033593859478
0.08,0.92,6.282873252084383,0.08370145299647977,8.853769407820565,0.9460363941948724
0.09,0.91,6.281745200747845,0.08366258856201944,8.853685031962213,0.9460374227294217
0.1,0.9,6.280724706902885,0.08362539712808695,8.853746005912598,0.9460366794631259
0.11,0.89,6.279775917227633,0.083589316678482,8.853952326668805,0.9460341643959849
0.12,0.88,6.2789345073219,0.08355468221938582,8.85430398407033,0.9460298775279989
0.13,0.87,6.278213967027467,0.08352178380533046,8.854800960801585,0.9460238188591678
0.14,0.86,6.277576651394029,0.08348990155870348,8.855443232396146,0.9460159883894916
0.15,0.85,6.277058390957976,0.08345976175687299,8.856230767242796,0.9460063861189704
0.16,0.84,6.276625750032881,0.08343090520180006,8.857163526593272,0.945995012047604
0.17,0.83,6.276290862372481,0.08340326108066462,8.858241464571826,0.9459818661753925
0.18,0.8200000000000001,6.276048431600065,0.08337705639331264,8.85946452818646,0.9459669485023359
0.19,0.81,6.2759112527391325,0.08335242370497939,8.860832657341962,0.9459502590284342
0.2,0.8,6.275912022335797,0.0833296253154993,8.862345784854627,0.9459317977536875
0.21,0.79,6.276061519527882,0.08330887806695919,8.864003836468738,0.9459115646780957
0.22,0.78,6.276315969266066,0.08328955011248466,8.865806730874723,0.9458895598016588
0.23,0.77,6.276650865063991,0.08327126136232836,8.867754379729046,0.9458657831243767
0.24,0.76,6.2770916451877365,0.08325432553663661,8.869846687675778,0.9458402346462497
