drone_type,count,raw_mae,calibrated_mae,mae_improvement_m,raw_mean_relative_error,calibrated_mean_relative_error,raw_within_10m_rate,calibrated_within_10m_rate
Kongsberg,203,36.153620863639354,2.7565888904284455,33.39703197321091,1.5833192554107416,0.1325061353396384,0.0,0.9753694581280788
Vestfold,286,18.97735155392105,3.2156146028949073,15.761736951026142,0.5863885908269921,0.10508923112867304,0.12937062937062938,0.9685314685314685
