true_distance_m,count,mae,median_absolute_error,mean_relative_error,median_relative_error,rmse,r2,mean_signed_error,median_signed_error,p90_absolute_error,p95_absolute_error,within_2m_rate,within_5m_rate,within_10m_rate,within_20m_rate,overprediction_rate,underprediction_rate
10.0,19,0.768796024723534,0.8817115112667349,0.07687960247235341,0.08817115112667348,0.8280745027775237,,-0.768796024723534,-0.8817115112667349,1.0845745173924135,1.1333459033532518,1.0,1.0,1.0,1.0,0.0,1.0
15.0,44,1.1742241802800661,0.927826072384252,0.07828161201867107,0.06185507149228346,1.500173916319814,,-0.06249114916576353,-0.30137397093907126,2.229072438673368,2.8131006720673026,0.7954545454545454,1.0,1.0,1.0,0.38636363636363635,0.6136363636363636
20.0,46,1.6534244494205583,1.2723339475936353,0.0826712224710279,0.06361669737968176,2.135428291553105,,0.3413258035977414,-0.5049139655337971,3.402273366095171,4.6080358162906405,0.717391304347826,0.9565217391304348,1.0,1.0,0.391304347826087,0.6086956521739131
25.0,42,2.3754106149515026,2.169326086655122,0.09501642459806012,0.08677304346620487,2.876209991833488,,1.8485555587335305,1.8421332372837274,4.764213993129565,5.389600942744724,0.47619047619047616,0.9047619047619048,1.0,1.0,0.7619047619047619,0.23809523809523808
30.0,35,3.3085207196746564,2.4385768091140037,0.11028402398915518,0.08128589363713346,4.677703064568195,,2.229025071890644,1.2707380523877667,7.5733292305738455,9.485602867732668,0.45714285714285713,0.7714285714285715,0.9428571428571428,1.0,0.7142857142857143,0.2857142857142857
35.0,47,3.617173661556234,2.9077156770630026,0.1033478189016067,0.08307759077322864,4.6075508946940165,,1.153850349800511,0.5979390021001123,8.643256936045699,9.885124285613879,0.2978723404255319,0.7872340425531915,0.9574468085106383,1.0,0.5319148936170213,0.46808510638297873
4.0,18,1.5796187324718025,1.578827561596341,0.39490468311795063,0.39470689039908524,1.584826626921926,,1.5796187324718025,1.578827561596341,1.7488254968933854,1.764221295724471,1.0,1.0,1.0,1.0,1.0,0.0
40.0,37,4.121551873287479,4.126827041662814,0.10303879683218695,0.10317067604157035,4.761589485074875,,-0.8696931800994429,-1.041562437505064,7.223779505622737,8.278275613853834,0.24324324324324326,0.5945945945945946,1.0,1.0,0.4864864864864865,0.5135135135135135
45.0,39,4.2962264963374475,3.5190105264633615,0.09547169991860999,0.07820023392140804,5.465349777653443,,2.5710553501573528,1.7057797884143113,8.050271058510909,9.61610765328755,0.41025641025641024,0.5897435897435898,0.9487179487179487,1.0,0.717948717948718,0.28205128205128205
5.0,6,6.0015216767632005,5.846257862876606,1.20030433535264,1.1692515725753212,6.01701171696408,,6.0015216767632005,5.846257862876606,6.427620574195997,6.691936052533868,0.0,0.0,1.0,1.0,1.0,0.0
50.0,42,4.364405546611396,3.6423497377461125,0.08728811093222791,0.07284699475492225,5.269148116858989,,-2.2252732866081972,-2.169704268967738,9.751442592323901,9.92623576744449,0.21428571428571427,0.6904761904761905,0.9523809523809523,1.0,0.3333333333333333,0.6666666666666666
55.0,20,2.7133288924883554,2.1579369105467663,0.049333252590697374,0.03923521655539575,3.662762139415573,,-1.0567000062547127,-0.035089043522496866,5.716127287446955,7.588584100054586,0.45,0.75,1.0,1.0,0.45,0.55
60.0,13,7.621672833062626,7.054436292115518,0.12702788055104375,0.11757393820192531,8.121305081742106,,-7.448774500212824,-7.054436292115518,10.890042626460751,11.842331689234907,0.07692307692307693,0.07692307692307693,0.8461538461538461,1.0,0.07692307692307693,0.9230769230769231
65.0,19,5.159088328200085,3.3641246314929134,0.07937058966461669,0.051755763561429434,6.751151272725971,,-3.0336304543509187,-0.38558341456325707,11.257995652175234,13.16390474001036,0.2631578947368421,0.6842105263157895,0.7894736842105263,1.0,0.47368421052631576,0.5263157894736842
70.0,12,3.0743887701548105,3.355640482872907,0.04391983957364015,0.04793772118389868,3.5925745282531594,,1.2222155750466814,2.1328274667045477,4.525029665136489,5.563259932152143,0.3333333333333333,0.9166666666666666,1.0,1.0,0.75,0.25
75.0,24,2.230612189202494,2.047491916262004,0.02974149585603325,0.02729989221682672,2.730894333433799,,-1.8587086569149232,-2.047491916262004,4.540048620387216,4.624221285381228,0.4166666666666667,0.9583333333333334,1.0,1.0,0.20833333333333334,0.7916666666666666
9.0,26,1.6059331319282797,1.6655951847529633,0.17843701465869768,0.18506613163921815,1.6516645903956055,,-1.6059331319282797,-1.6655951847529633,2.002104981844196,2.1674397987225618,0.8846153846153846,1.0,1.0,1.0,0.0,1.0
