drone_type,count,mae,median_absolute_error,mean_relative_error,median_relative_error,rmse,r2,mean_signed_error,median_signed_error,p90_absolute_error,p95_absolute_error,within_2m_rate,within_5m_rate,within_10m_rate,within_20m_rate,overprediction_rate,underprediction_rate
Kongsberg,203,2.7565888904284455,1.8104428074486911,0.1325061353396384,0.10351116823982977,3.701027150968612,0.9370535505957739,4.625178182430524e-13,0.32736801835687146,5.5925334733017,9.068846479600685,0.5566502463054187,0.8522167487684729,0.9753694581280788,1.0,0.5172413793103449,0.4827586206896552
Vestfold,286,3.2156146028949073,2.220043132872931,0.10508923112867304,0.06446038826620994,4.377760478248431,0.9553633652960563,-3.8677375210885453e-13,-0.2807556176243349,7.708008075988353,9.097967836815146,0.44755244755244755,0.7587412587412588,0.9685314685314685,1.0,0.45104895104895104,0.548951048951049
