variant_name,model_name,split_name,drone_type,mean_true_distance_m,mean_predicted_distance_m,count,mae,median_absolute_error,mean_relative_error,median_relative_error,rmse,r2,mean_signed_error,median_signed_error,p90_absolute_error,p95_absolute_error,max_absolute_error,within_5m_rate,within_10m_rate,within_20m_rate,overprediction_rate,underprediction_rate
scale_lognormal_full_geometry,xgb,real_external,Kongsberg,27.295566502463053,64.96437822539231,203,37.668811722929256,38.62351989746094,1.627446485709264,1.453437296549479,42.33087780850931,-7.234576048751487,37.668811722929256,38.62351989746094,63.914781188964845,67.94086608886717,75.4715805053711,0.0,0.009852216748768473,0.31527093596059114,1.0,0.0
scale_lognormal_full_geometry,xgb,real_external,Vestfold,39.86013986013986,63.20713538056487,286,23.364025556124172,20.37158966064453,0.721666990353984,0.6313184969352954,26.226613663835042,-0.6020345929405371,23.34699552042501,20.37158966064453,40.52713394165039,44.45614242553711,54.96397399902344,0.02097902097902098,0.08041958041958042,0.4825174825174825,0.9965034965034965,0.0034965034965034965
scale_lognormal_reduced_geometry,blend,real_external,Kongsberg,27.295566502463053,61.31418241996152,203,34.018615917498465,36.14000731511193,1.5673354849778403,1.4159277228506586,36.995220428932186,-5.289526256278856,34.018615917498465,36.14000731511193,52.20345283825748,56.62029779761474,67.0663629608445,0.0,0.0,0.27586206896551724,1.0,0.0
scale_lognormal_reduced_geometry,blend,real_external,Vestfold,39.86013986013986,62.45998265676021,286,22.633922043411943,21.383898929947147,0.7402152745589832,0.622333692206212,24.672189710907908,-0.41776040581612683,22.599842796620354,21.383898929947147,36.65897394819311,39.92083893264044,55.626714440724214,0.006993006993006993,0.04195804195804196,0.4405594405594406,0.9965034965034965,0.0034965034965034965
scale_lognormal_reduced_geometry,rf,real_external,Kongsberg,27.295566502463053,63.047337891585634,203,35.75177138912259,37.72908097458096,1.6801841762990612,1.4624488196988188,38.537363837596054,-5.82481215370201,35.75177138912259,37.72908097458096,54.72546380471384,58.35994155844151,68.31338095238095,0.0,0.0,0.2561576354679803,1.0,0.0
scale_lognormal_reduced_geometry,rf,real_external,Vestfold,39.86013986013986,62.784841652731714,286,22.934977952868014,21.057792207792215,0.7452848034874643,0.6423279800166164,24.929718764574513,-0.4475121252983254,22.924701792591854,21.057792207792215,37.579054232804246,40.45669823232327,53.73829365079365,0.0034965034965034965,0.02097902097902098,0.4370629370629371,0.9965034965034965,0.0034965034965034965
scale_lognormal_reduced_geometry,xgb,real_external,Kongsberg,27.295566502463053,59.95241740654255,203,32.65685090407949,34.75212097167969,1.4786686560825948,1.3406030654907226,35.837424483526455,-4.902014572130792,32.65685090407949,34.75212097167969,50.81327362060547,55.79780883789062,66.08656311035156,0.0,0.0049261083743842365,0.2955665024630542,1.0,0.0
scale_lognormal_reduced_geometry,xgb,real_external,Vestfold,39.86013986013986,62.20473630278261,286,22.397378114553597,21.391437530517578,0.7362320732580336,0.5885142546433668,24.55088500236034,-0.4038533931875026,22.344596442642747,21.391437530517578,36.42155075073242,39.241676330566406,57.1104736328125,0.0034965034965034965,0.08741258741258741,0.45454545454545453,0.9965034965034965,0.0034965034965034965
scale_uniform_040_140_full_geometry,blend,real_external,Kongsberg,27.295566502463053,61.66365617892476,203,34.36808967646171,32.10626808416781,1.5552576035494283,1.376928995822482,37.90373120910557,-5.602229596029835,34.36808967646171,32.10626808416781,57.3720860693101,60.88703763077671,69.42972751619855,0.0,0.0,0.2955665024630542,1.0,0.0
scale_uniform_040_140_full_geometry,blend,real_external,Vestfold,39.86013986013986,59.59616501499029,286,19.80370343382452,17.051477660034827,0.609805834842693,0.5224043648178841,22.147010094161367,-0.14239859192823223,19.73602515485043,17.051477660034827,34.8260631555628,37.663735964465275,46.79207694860388,0.006993006993006993,0.17132867132867133,0.5874125874125874,0.9965034965034965,0.0034965034965034965
scale_uniform_040_140_full_geometry,rf,real_external,Kongsberg,27.295566502463053,63.994549920394064,203,36.698983417931,36.64868807118807,1.662186063162118,1.464885560206989,39.91535529833398,-6.321611736844486,36.698983417931,36.64868807118807,58.86175685425688,62.22058399470899,68.780291005291,0.0,0.0,0.22660098522167488,1.0,0.0
scale_uniform_040_140_full_geometry,rf,real_external,Vestfold,39.86013986013986,59.91744219213189,286,20.057302331992023,17.067207792207782,0.6214870623083144,0.5329524470899474,22.145725839326055,-0.14226610556808694,20.057302331992023,17.067207792207782,34.86327741702743,37.518832671957696,43.508544973545014,0.0034965034965034965,0.055944055944055944,0.5874125874125874,1.0,0.0
scale_uniform_040_140_full_geometry,xgb,real_external,Kongsberg,27.295566502463053,59.83223966777031,203,32.536673165307256,30.33871078491211,1.4712423852823142,1.3117203182644315,36.44550372613999,-5.104001196892214,32.536673165307256,30.33871078491211,56.56355438232422,59.73955612182617,71.8702163696289,0.0,0.009852216748768473,0.33497536945812806,1.0,0.0
scale_uniform_040_140_full_geometry,xgb,real_external,Vestfold,39.86013986013986,59.34373294723618,286,19.631255429941458,16.76340103149414,0.601016305704182,0.5068242645263672,22.30859550853986,-0.15912937002471228,19.483593087096313,16.71316146850586,35.85981750488281,38.564165115356445,52.38939666748047,0.013986013986013986,0.1993006993006993,0.5909090909090909,0.993006993006993,0.006993006993006993
scale_uniform_040_140_reduced_geometry,blend,real_external,Kongsberg,27.295566502463053,57.23588883021242,203,29.940322327749367,27.671692383522966,1.39662517919555,1.2145168240081954,32.789832488833675,-3.9408889380168324,29.940322327749367,27.671692383522966,48.47068540792222,52.318600490800165,63.3051104871962,0.0,0.0,0.32019704433497537,1.0,0.0
scale_uniform_040_140_reduced_geometry,blend,real_external,Vestfold,39.86013986013986,57.032803810336,286,17.271679509381965,15.898696885979867,0.5922016334156194,0.49337488754111,19.000966343955454,0.15911069406337153,17.172663950196142,15.898696885979867,27.546758908987385,32.927184897157375,42.18355365226488,0.027972027972027972,0.19230769230769232,0.6538461538461539,0.993006993006993,0.006993006993006993
scale_uniform_040_140_reduced_geometry,rf,real_external,Kongsberg,27.295566502463053,58.430791640717835,203,31.135225138254786,28.8718783068783,1.5017443594633593,1.2437129629629635,33.70420477180092,-4.220292829910621,31.135225138254786,28.8718783068783,48.688907755499855,51.64694444444445,64.80126262626264,0.0,0.0,0.2857142857142857,1.0,0.0
scale_uniform_040_140_reduced_geometry,rf,real_external,Vestfold,39.86013986013986,57.820640635148536,286,18.044026281488726,16.43498015873016,0.6242061245217044,0.5082952569916859,19.64680822492221,0.1009756310501283,17.960500775008676,16.43498015873016,28.633373316498314,33.74491250248796,39.47924846839318,0.017482517482517484,0.11188811188811189,0.6258741258741258,0.9965034965034965,0.0034965034965034965
scale_uniform_040_140_reduced_geometry,xgb,real_external,Kongsberg,27.295566502463053,56.29703662195816,203,29.00147011949511,27.73947525024414,1.3140315375565568,1.1500616073608398,32.135379021631245,-3.7456264396247416,29.00147011949511,27.73947525024414,48.28239135742187,52.12308502197265,62.12956237792969,0.0,0.029556650246305417,0.3251231527093596,1.0,0.0
scale_uniform_040_140_reduced_geometry,xgb,real_external,Vestfold,39.86013986013986,56.413789162269005,286,16.67009253601928,14.958978652954102,0.567136123223582,0.4730382283528646,18.602974213479353,0.19396811847510376,16.553649302129145,14.958978652954102,27.358360290527344,33.017574310302734,44.30836486816406,0.038461538461538464,0.24125874125874125,0.6818181818181818,0.993006993006993,0.006993006993006993
scale_uniform_060_140_full_geometry,blend,real_external,Kongsberg,27.295566502463053,66.29162048683506,203,38.996053984372004,39.596072733353864,1.699877261674324,1.5119672098029753,43.00960659427162,-7.5007576712929005,38.996053984372004,39.596072733353864,64.12741984111484,67.22855497124566,79.15301607491628,0.0,0.0,0.2413793103448276,1.0,0.0
scale_uniform_060_140_full_geometry,blend,real_external,Vestfold,39.86013986013986,63.26955400374139,286,23.409414143601524,20.556818800492508,0.7019757754058431,0.6102015562603538,26.323619681332907,-0.6139076013694351,23.409414143601524,20.556818800492508,40.223600379322214,47.59142417121361,57.58933055788073,0.0034965034965034965,0.06993006993006994,0.4825174825174825,1.0,0.0
scale_uniform_060_140_full_geometry,rf,real_external,Kongsberg,27.295566502463053,69.35605960538791,203,42.060493102924866,44.44441590086329,1.8373896931442386,1.6887248677248685,45.77241307100889,-8.627960789858637,42.060493102924866,44.44441590086329,65.27512433862434,68.91521362433859,76.62464285714283,0.0,0.0,0.21674876847290642,1.0,0.0
scale_uniform_060_140_full_geometry,rf,real_external,Vestfold,39.86013986013986,64.64367694334669,286,24.783537083206834,22.07821097883597,0.727015041480911,0.6496468253968255,27.42653961889115,-0.7519813752268416,24.783537083206834,22.07821097883597,41.82811251920127,46.20371362433859,54.46242063492066,0.0,0.017482517482517484,0.4370629370629371,1.0,0.0
scale_uniform_060_140_full_geometry,xgb,real_external,Kongsberg,27.295566502463053,63.88384689368638,203,36.58828039122332,36.08015441894531,1.591831779805105,1.3882167053222656,40.9666426550507,-6.712362655683285,36.58828039122332,36.08015441894531,63.07242889404297,66.7411605834961,81.13959503173828,0.0,0.0,0.28078817733990147,1.0,0.0
scale_uniform_060_140_full_geometry,xgb,real_external,Vestfold,39.86013986013986,62.189885979765776,286,22.32974611962592,20.091768264770508,0.682302066346861,0.5663032054901123,25.596938105622147,-0.5260314657045728,22.32974611962592,20.091768264770508,39.796024322509766,49.2760009765625,60.04618835449219,0.006993006993006993,0.15384615384615385,0.4965034965034965,1.0,0.0
