variant_name,feature_name,feature_bucket,rf_importance,xgb_importance,blend_weighted_importance
scale_lognormal_full_geometry,weather=clear_sky,metadata,0.004855133489152268,0.024701986461877823,0.01596937115387858
scale_lognormal_full_geometry,weather=light_rain,metadata,0.0049483791427669364,0.021949131041765213,0.014468800206205973
scale_lognormal_full_geometry,time_of_day=8PM,metadata,0.0036415001510037353,0.014418340288102627,0.009676530627779114
scale_lognormal_full_geometry,time_of_day=10AM,metadata,0.0036392721075502164,0.01278662495315075,0.008761789701086516
scale_lognormal_reduced_geometry,bbox_area_ratio,geometry,0.6222994478278558,0.6078949570655823,0.6142329330009827
scale_lognormal_reduced_geometry,bbox_only__inner50_median__object_depth,relative_depth,0.1730091539416494,0.10909992456436157,0.13721998549036823
scale_lognormal_reduced_geometry,bbox_aspect_ratio,geometry,0.07694858960784023,0.06478118896484375,0.0701348452477622
scale_lognormal_reduced_geometry,weather=light_rain,metadata,0.0060160727740434785,0.07354632019996643,0.04383301133256033
scale_lognormal_reduced_geometry,bbox_center_x_norm,geometry,0.057419912456509355,0.022238513454794884,0.03771832901554925
scale_lognormal_reduced_geometry,weather=clear_sky,metadata,0.005859454121335679,0.05559121072292328,0.03370923781822474
scale_lognormal_reduced_geometry,bbox_center_y_norm,geometry,0.0507405433079638,0.016077212989330292,0.03132907832952903
scale_lognormal_reduced_geometry,time_of_day=8PM,metadata,0.003860736858845429,0.028153162449598312,0.017464495189667046
scale_lognormal_reduced_geometry,time_of_day=10AM,metadata,0.003846089103956839,0.022617507725954056,0.014358083532275282
raw_depth_only,bbox_only__inner50_median__object_depth,relative_depth,0.9897472758955435,0.46961691975593567,0.698474276457363
raw_depth_only,weather=light_rain,metadata,0.004057593805414433,0.23637528717517853,0.13415550209248234
raw_depth_only,weather=clear_sky,metadata,0.00478509494206911,0.1844218522310257,0.10538167902388482
raw_depth_only,time_of_day=8PM,metadata,0.0007049114295231588,0.05594973266124725,0.031642011319288656
raw_depth_only,time_of_day=10AM,metadata,0.0007051239274498427,0.05363623797893524,0.03034654779628167
