variant_name,feature_name,feature_bucket,rf_importance,xgb_importance,blend_weighted_importance
baseline_full_geometry,bbox_width_norm,geometry,0.2888461289476275,0.6725046038627625,0.5036948749001031
baseline_full_geometry,bbox_width_px,geometry,0.2169094455237159,0.19105008244514465,0.20242820219971602
baseline_full_geometry,bbox_area_ratio,geometry,0.1864236475620715,0.04352136701345444,0.10639837045484594
baseline_full_geometry,bbox_height_norm,geometry,0.10740248904119189,0.011987258680164814,0.053969960039016725
baseline_full_geometry,bbox_height_px,geometry,0.09467948660092604,0.004347517155110836,0.04409358371126952
baseline_full_geometry,bbox_only__inner50_median__object_depth,relative_depth,0.04297426214836796,0.013046586886048317,0.026214764001468962
baseline_full_geometry,bbox_center_x_norm,geometry,0.022893839165053585,0.011757058091461658,0.016657241763842107
baseline_full_geometry,bbox_aspect_ratio,geometry,0.016990576307355114,0.009323402307927608,0.01269695886767571
baseline_full_geometry,bbox_center_y_norm,geometry,0.014160052346960038,0.004304629284888506,0.00864101543219998
baseline_full_geometry,time_of_day=8PM,metadata,0.0020666551398600143,0.012045792303979397,0.007654971951766869
baseline_full_geometry,weather=clear_sky,metadata,0.002316532774179487,0.009046100080013275,0.0060850904654464084
baseline_full_geometry,time_of_day=10AM,metadata,0.002047341458120767,0.009236633777618408,0.0060733451570394465
baseline_full_geometry,weather=light_rain,metadata,0.0022895429845700126,0.007828931324183941,0.005391600454753813
reduced_geometry,bbox_area_ratio,geometry,0.7481303318650042,0.7299870848655701,0.7379701135453212
reduced_geometry,bbox_only__inner50_median__object_depth,relative_depth,0.11740373920270748,0.06967191398143768,0.0906739170787964
reduced_geometry,bbox_aspect_ratio,geometry,0.0668989112449345,0.08125351369380951,0.0749374886163045
reduced_geometry,bbox_center_x_norm,geometry,0.03164714368262869,0.01761011593043804,0.02378640814140193
reduced_geometry,weather=light_rain,metadata,0.0034536328188311113,0.03720752149820328,0.022355810479279526
reduced_geometry,weather=clear_sky,metadata,0.003376479920726821,0.031582240015268326,0.019171705573670064
reduced_geometry,bbox_center_y_norm,geometry,0.02475325364475702,0.009534862823784351,0.01623095478501233
reduced_geometry,time_of_day=8PM,metadata,0.0021921805719303904,0.011700901202857494,0.007517064125249569
reduced_geometry,time_of_day=10AM,metadata,0.0021443270484797195,0.011451887898147106,0.007356561124293457
scale_uniform_060_140_full_geometry,bbox_width_norm,geometry,0.23165713261352683,0.5320549011230469,0.3998798829788581
scale_uniform_060_140_full_geometry,bbox_width_px,geometry,0.2187168405689558,0.27839043736457825,0.2521340547745044
scale_uniform_060_140_full_geometry,bbox_area_ratio,geometry,0.17938344517193722,0.03681667149066925,0.09954605191042716
scale_uniform_060_140_full_geometry,bbox_height_norm,geometry,0.10542984944204713,0.012696430087089539,0.05349913460327088
scale_uniform_060_140_full_geometry,bbox_only__inner50_median__object_depth,relative_depth,0.07506212134369425,0.03652411699295044,0.053480838907277714
scale_uniform_060_140_full_geometry,bbox_height_px,geometry,0.09920965724771222,0.007673094980418682,0.04794918237802784
scale_uniform_060_140_full_geometry,bbox_aspect_ratio,geometry,0.027451230650799414,0.012583236210048199,0.019125153763978733
scale_uniform_060_140_full_geometry,bbox_center_x_norm,geometry,0.027593601549681535,0.011195598170161247,0.018410719657150174
scale_uniform_060_140_full_geometry,weather=light_rain,metadata,0.003922519652064199,0.021442968398332596,0.013733970949974502
scale_uniform_060_140_full_geometry,bbox_center_y_norm,geometry,0.021839079746279064,0.006632482632994652,0.013323385362839793
scale_uniform_060_140_full_geometry,weather=clear_sky,metadata,0.004004869151240283,0.019731838256120682,0.012811971849973309
scale_uniform_060_140_full_geometry,time_of_day=8PM,metadata,0.0028557087391067166,0.012808716855943203,0.00842939328453515
scale_uniform_060_140_full_geometry,time_of_day=10AM,metadata,0.0028739441229552664,0.011449619196355343,0.00767632216405931
scale_uniform_040_140_full_geometry,bbox_width_norm,geometry,0.206200537835241,0.3813652992248535,0.30429280421342403
scale_uniform_040_140_full_geometry,bbox_width_px,geometry,0.20537750316850342,0.3646814823150635,0.29458773149057704
scale_uniform_040_140_full_geometry,bbox_area_ratio,geometry,0.1640559303816001,0.04037439823150635,0.0947942723775476
scale_uniform_040_140_full_geometry,bbox_only__inner50_median__object_depth,relative_depth,0.10551355455219345,0.06281238794326782,0.0816009012511951
scale_uniform_040_140_full_geometry,bbox_height_norm,geometry,0.10426744875582063,0.015422840602695942,0.0545144681900708
scale_uniform_040_140_full_geometry,bbox_height_px,geometry,0.09885872073448596,0.010404994711279869,0.04932463416149055
scale_uniform_040_140_full_geometry,bbox_aspect_ratio,geometry,0.034047595526821205,0.01749824918806553,0.024779961577118027
scale_uniform_040_140_full_geometry,bbox_center_x_norm,geometry,0.03420860616171808,0.012571119703352451,0.02209161374503333
scale_uniform_040_140_full_geometry,weather=clear_sky,metadata,0.005355051397813038,0.02738814428448677,0.01769358341435033
scale_uniform_040_140_full_geometry,bbox_center_y_norm,geometry,0.0290897155793884,0.008609026670455933,0.017620529790386218
scale_uniform_040_140_full_geometry,weather=light_rain,metadata,0.005226280880572957,0.02727333828806877,0.017572633028770615
scale_uniform_040_140_full_geometry,time_of_day=8PM,metadata,0.003884209492576951,0.015937983989715576,0.010634323210974583
scale_uniform_040_140_full_geometry,time_of_day=10AM,metadata,0.0039148455332649375,0.015660790726542473,0.010492574841500358
scale_uniform_040_140_reduced_geometry,bbox_area_ratio,geometry,0.604253706639908,0.5857051610946655,0.5938665211345722
scale_uniform_040_140_reduced_geometry,bbox_only__inner50_median__object_depth,relative_depth,0.1842543673756805,0.12214582413434982,0.14947358316053533
scale_uniform_040_140_reduced_geometry,bbox_aspect_ratio,geometry,0.07936091592082639,0.06701651215553284,0.072448049812262
scale_uniform_040_140_reduced_geometry,weather=light_rain,metadata,0.0063767849035392885,0.07563769072294235,0.04516289216240501
scale_uniform_040_140_reduced_geometry,bbox_center_x_norm,geometry,0.05937301409970963,0.022521544247865677,0.03873619098267702
scale_uniform_040_140_reduced_geometry,weather=clear_sky,metadata,0.006032916882085712,0.061426375061273575,0.03705325346243092
scale_uniform_040_140_reduced_geometry,bbox_center_y_norm,geometry,0.05254916837865795,0.01651354320347309,0.03236921828055443
scale_uniform_040_140_reduced_geometry,time_of_day=8PM,metadata,0.003869167249566896,0.025141045451164246,0.015781419042461414
scale_uniform_040_140_reduced_geometry,time_of_day=10AM,metadata,0.003929958550025527,0.02389223501086235,0.01510883336809415
scale_lognormal_full_geometry,bbox_width_norm,geometry,0.20626845554748777,0.47929784655570984,0.3591649145120922
scale_lognormal_full_geometry,bbox_width_px,geometry,0.21994904983189079,0.29374977946281433,0.261277458425208
scale_lognormal_full_geometry,bbox_area_ratio,geometry,0.1666772033194489,0.04184254631400108,0.09676979539639813
scale_lognormal_full_geometry,bbox_only__inner50_median__object_depth,relative_depth,0.09671147895273502,0.05037367343902588,0.07076230786505791
scale_lognormal_full_geometry,bbox_height_norm,geometry,0.10251674878084333,0.014612230472266674,0.0532902185280404
scale_lognormal_full_geometry,bbox_height_px,geometry,0.0993744101828628,0.011727024801075459,0.05029187436906189
scale_lognormal_full_geometry,bbox_aspect_ratio,geometry,0.0317824995170961,0.015010976232588291,0.022390446477771726
scale_lognormal_full_geometry,bbox_center_x_norm,geometry,0.032284094341566545,0.011781683191657066,0.02080274409761724
scale_lognormal_full_geometry,bbox_center_y_norm,geometry,0.027351774635595696,0.00774817168712616,0.01637375698445276
