model_name,selected_candidate_name,num_features,feature_names,oof_mae,oof_mean_relative_error,oof_rmse,oof_r2,num_folds,mean_count,mean_mae,mean_median_absolute_error,mean_mean_relative_error,mean_median_relative_error,mean_rmse,mean_r2,mean_mean_signed_error,mean_median_signed_error,mean_p90_absolute_error,mean_p95_absolute_error,mean_max_absolute_error,mean_within_5m_rate,mean_within_10m_rate,mean_within_20m_rate,mean_overprediction_rate,mean_underprediction_rate,param_n_estimators,param_max_depth,param_min_samples_leaf,param_max_features,param_random_state,param_n_jobs
raw_depth_geometry_metadata_rf,rf_unbounded,13,bbox_only__inner50_median__object_depth | bbox_width_px | bbox_height_px | bbox_width_norm | bbox_height_norm | bbox_area_ratio | bbox_aspect_ratio | bbox_center_x_norm | bbox_center_y_norm | weather=clear_sky | weather=light_rain | time_of_day=10AM | time_of_day=8PM,7.790667911668974,0.10103324866921826,10.864475853675268,0.9187427527495563,5,10243.2,7.790639401371179,5.608588361393683,0.10103246819517135,0.07714754992136368,10.864329863390932,0.9187270342913502,-0.1135527511995967,0.12643776457965358,18.269036970654728,23.21232272714129,56.21120121134243,0.4638813739199782,0.7069698977392779,0.9206893750350137,0.5254382176772079,0.4632568652311124,300,,2,sqrt,20260520,1
