rf_weight,xgb_weight,oof_mae,oof_mean_relative_error,oof_rmse,oof_r2
0.42,0.5800000000000001,6.273702167825243,0.08262111249814104,8.89408037880906,0.9459099785858619
0.43,0.5700000000000001,6.276390815591271,0.08263762284241681,8.89876864047239,0.9458529395219317
0.44,0.56,6.2792215435419365,0.08265600963566912,8.903595326110901,0.9457941849395863
0.45,0.55,6.2821761842831805,0.08267631114734876,8.908560210728977,0.9457337148388257
0.46,0.54,6.285229110893919,0.08269792003809442,8.913663063397319,0.9456715292196498
0.47,0.53,6.288414720673921,0.0827213489552319,8.918903647305223,0.9456076280820587
0.48,0.52,6.2917156341179385,0.08274645148105637,8.924281719813965,0.9455420114260523
0.49,0.51,6.295114200940581,0.0827730465749029,8.929797032511296,0.9454746792516308
0.5,0.5,6.298608710780052,0.08280124478642684,8.935449331267005,0.9454056315587939
0.51,0.49,6.302184382703199,0.08283055225874178,8.94123835628952,0.9453348683475418
0.52,0.48,6.3058524620558565,0.08286097993448659,8.947163842183535,0.9452623896178745
0.53,0.47,6.309655793570768,0.08289342849419451,8.953225518008608,0.9451881953697919
0.54,0.45999999999999996,6.313582360204856,0.08292741062266547,8.959423107338727,0.9451122856032941
0.55,0.44999999999999996,6.317637184784545,0.08296316579512143,8.965756328322799,0.945034660318381
0.56,0.43999999999999995,6.321782088307252,0.08300046215892884,8.972224893746036,0.9449553195150527
0.57,0.43000000000000005,6.32602671282277,0.0830391986250967,8.97882851109221,0.9448742631933092
0.58,0.42000000000000004,6.330385381546453,0.08307959803291218,8.98556688260675,0.9447914913531504
0.59,0.41000000000000003,6.3348610531516165,0.08312158682023493,8.992439705360644,0.9447070039945764
0.6,0.4,6.339414523525132,0.08316481202300002,8.999446671315107,0.9446208011175872
0.61,0.39,6.3440526060889235,0.08320937024169903,9.006587467387028,0.9445328827221827
0.62,0.38,6.348787514283137,0.08325541725680137,9.013861775515098,0.944443248808363
0.63,0.37,6.353670648578025,0.08330349352647708,9.02126927272664,0.944351899376128
0.64,0.36,6.358654091445512,0.08335289694317823,9.028809631205101,0.9442588344254778
0.65,0.35,6.363706838092879,0.08340334210698182,9.036482518358168,0.9441640539564122
0.66,0.33999999999999997,6.368831625943818,0.08345498970549202,9.044287596886448,0.9440675579689316
0.67,0.32999999999999996,6.374038217354392,0.08350795281106525,9.052224524852768,0.9439693464630357
0.68,0.31999999999999995,6.379357273691349,0.08356276828471905,9.060292955751947,0.9438694194387245
0.69,0.31000000000000005,6.384817461627361,0.08361957539424443,9.068492538581115,0.943767776895998
0.7,0.30000000000000004,6.390391691927299,0.08367788554249686,9.076822917910476,0.9436644188348564
0.71,0.29000000000000004,6.3961025872674835,0.08373839362871592,9.08528373395454,0.9435593452552995
0.72,0.28,6.401909148287028,0.08380030374093932,9.093874622643728,0.9434525561573274
0.73,0.27,6.407812534004687,0.08386349272876184,9.10259521569639,0.9433440515409399
0.74,0.26,6.4137760177921255,0.08392774915698673,9.11144514069116,0.9432338314061373
0.75,0.25,6.419792355477944,0.08399315883921721,9.120424021139636,0.9431218957529195
0.76,0.24,6.4259261052721985,0.08406060790085026,9.12953147655934,0.9430082445812863
0.77,0.22999999999999998,6.432155492374345,0.08412971593638913,9.138767122546955,0.942892877891238
0.78,0.21999999999999997,6.438455049265599,0.08420011650254347,9.148130570851794,0.9427757956827744
0.79,0.20999999999999996,6.444847490060815,0.08427234797057319,9.157621429449446,0.9426569979558955
0.8,0.19999999999999996,6.451315538049804,0.08434594287718601,9.167239302615636,0.9425364847106015
0.81,0.18999999999999995,6.457851989013161,0.08442078388434669,9.176983791000204,0.9424142559468921
0.82,0.18000000000000005,6.4644804457163385,0.08449734844289884,9.186854491701208,0.9422903116647676
0.83,0.17000000000000004,6.471199514531828,0.08457549332632407,9.19685099833913,0.9421646518642278
0.84,0.16000000000000003,6.477991020471433,0.08465489713325525,9.206972901131119,0.9420372765452728
0.85,0.15000000000000002,6.4848575430149324,0.08473571480858884,9.2172197869653,0.9419081857079025
0.86,0.14,6.491820893056224,0.08481802135031888,9.22759123947507,0.941777379352117
0.87,0.13,6.498861330863187,0.08490185876207623,9.238086839113391,0.9416448574779162
0.88,0.12,6.5059856468012995,0.08498701233687321,9.248706163227029,0.9415106200853002
0.89,0.10999999999999999,6.513192455916528,0.08507355041970319,9.259448786130722,0.941374667174269
0.9,0.09999999999999998,6.52051470733293,0.08516207255490546,9.270314279181283,0.9412369987448225
0.91,0.08999999999999997,6.527908902458107,0.08525190970710257,9.281302210851536,0.9410976147969607
0.92,0.07999999999999996,6.535390825725366,0.08534309956368892,9.292412146804153,0.9409565153306838
0.93,0.06999999999999995,6.542961958935073,0.08543588427924803,9.303643649965304,0.9408137003459915
0.94,0.06000000000000005,6.550621281044862,0.08553031558412301,9.314996280598109,0.9406691698428842
0.95,0.050000000000000044,6.55838226154356,0.08562638887025988,9.3264695963759,0.9405229238213615
0.96,0.040000000000000036,6.5662601795499596,0.08572451274017119,9.338063152455227,0.9403749622814235
0.97,0.030000000000000027,6.574215845241686,0.08582418265231626,9.349776501548613,0.9402252852230704
0.98,0.020000000000000018,6.5822798452514615,0.08592601324068996,9.36160919399703,0.9400738926463019
0.99,0.010000000000000009,6.590469435926669,0.08603069693801133,9.373560777842078,0.9399207845511183
1.0,0.0,6.598751440490791,0.08613759191524578,9.385630798897836,0.9397659609375194
