display_name,model_name,model_family,split_name,role,config_name,distance_range,count,mae,median_absolute_error,mean_relative_error,median_relative_error,rmse,r2,mean_signed_error,median_signed_error,p90_absolute_error,p95_absolute_error,max_absolute_error,within_5m_rate,within_10m_rate,within_20m_rate,overprediction_rate,underprediction_rate
linear+bb,depth_geometry_metadata_linear,linear,test,poster,depth_geometry_metadata_linear,far,561,18.822982952244782,16.60393093454529,0.13736303294700436,0.13598068230239202,22.4040568384239,-1.302531396375659,-18.37385922633389,-16.60393093454529,35.91655112443479,38.744941180443945,45.23551441044519,0.15151515151515152,0.30124777183600715,0.5811051693404634,0.0677361853832442,0.9322638146167558
improved linear,stacked_rf_depth_geometry_metadata_linear,stacked_linear,cv_oof,poster,random_forest_top_24,near,5226,10.791092811821887,8.528784191630852,0.28762880041956335,0.2295916212199559,16.80269558068825,-0.37494271525639133,4.3262291009991936,2.6138746541084448,23.017286727311017,28.720607329146976,683.3213292721791,0.3210868733256793,0.5681209337925756,0.8595484117872177,0.583046306926904,0.41695369307309604
improved linear,stacked_rf_depth_geometry_metadata_linear,stacked_linear,cv_oof,poster,random_forest_top_24,mid,4230,10.754770090031018,9.294892594304343,0.12913526590766275,0.10942633831630419,13.371303989894495,-0.4455868090527071,5.259011171997083,5.437434283179861,22.10455284135396,26.06257438868383,44.09801576432548,0.28534278959810877,0.531678486997636,0.8598108747044917,0.6626477541371159,0.33735224586288415
improved linear,stacked_rf_depth_geometry_metadata_linear,stacked_linear,cv_oof,poster,random_forest_top_24,far,3175,16.01893063649294,14.544558736892327,0.11816714182101959,0.11583248455659083,19.489110335811084,-0.7531148677143502,-13.98007594352379,-14.048531382918398,31.265371625645276,35.53702667310681,52.46872456360725,0.19433070866141733,0.382992125984252,0.6346456692913386,0.17543307086614174,0.8245669291338583
improved linear,stacked_rf_depth_geometry_metadata_linear,stacked_linear,test,poster,random_forest_top_24,near,926,10.6075767547693,8.712917891680313,0.2749968002202649,0.22678100687416475,13.765361181417738,0.05931437260589889,4.307791366020461,2.8056173708923637,22.7126448630683,28.348653105637226,49.51324461120424,0.30561555075593955,0.5550755939524838,0.8617710583153347,0.6058315334773218,0.3941684665226782
improved linear,stacked_rf_depth_geometry_metadata_linear,stacked_linear,test,poster,random_forest_top_24,mid,747,10.270788863805658,8.332214058045807,0.12314730973787874,0.09536220750137918,13.151538597815422,-0.39437730110481106,4.051212874791765,3.464998580971738,22.612310778169768,26.895146788882606,39.27233782305811,0.32262382864792505,0.5729585006693441,0.8647925033467202,0.6117804551539491,0.38821954484605087
improved linear,stacked_rf_depth_geometry_metadata_linear,stacked_linear,test,poster,random_forest_top_24,far,561,16.244607673021047,14.517822227336282,0.1194974263563684,0.11709111790242532,19.59065943480422,-0.7605580076179981,-14.140744937362541,-14.125042943897157,31.961170352833804,34.82919518728484,52.09618445381848,0.1746880570409982,0.3600713012477718,0.6238859180035651,0.18181818181818182,0.8181818181818182
RF,raw_depth_geometry_metadata_rf,random_forest,cv_oof,poster,rf_deep,near,5226,4.273128948972122,2.406537999037994,0.09869154139390157,0.06093821649029974,6.898847622241783,0.7682179545493213,2.3500522722468866,0.5520436507936513,10.540229446479454,14.406531598628373,54.78909391534394,0.6990049751243781,0.8897818599311137,0.9781859931113662,0.6381553769613472,0.32300038270187525
RF,raw_depth_geometry_metadata_rf,random_forest,cv_oof,poster,rf_deep,mid,4230,8.873707904076591,7.480805496962624,0.10433646144998805,0.09028938943001438,11.388398867692015,-0.04862930621504025,0.9419911693246709,-0.377894721019743,17.30983856421362,22.064417520857155,57.72397885739991,0.3375886524822695,0.6423167848699763,0.9326241134751773,0.4851063829787234,0.5148936170212766
RF,raw_depth_geometry_metadata_rf,random_forest,cv_oof,poster,rf_deep,far,3175,11.070690641890552,9.600335497835474,0.08507829007497536,0.07402892434363025,13.419111361996995,0.16886062331245522,-5.26391300920575,-6.65878306878308,22.137218549968555,25.591588677425623,40.35944444444448,0.2431496062992126,0.5203149606299212,0.8582677165354331,0.30551181102362207,0.694488188976378
