model_name,model_kind,metric_name,point_estimate,ci_low_95,ci_high_95,bootstrap_iterations
bbox_only__bbox_midpoint__object_depth,single_feature,mae,25.038083469905885,24.11975260872652,25.94285471477018,1000
bbox_only__bbox_midpoint__object_depth,single_feature,rmse,31.086830362377462,30.084015150322937,32.17413502784665,1000
bbox_only__bbox_midpoint__object_depth,single_feature,mean_relative_error,0.46725209468213713,0.4381240362304769,0.49983343249354545,1000
random_forest_top_24,tree,mae,22.951653083528683,22.042622318203474,23.899823021525936,1000
random_forest_top_24,tree,rmse,28.68791614753424,27.677498692208136,29.702898498865817,1000
random_forest_top_24,tree,mean_relative_error,0.419118558664598,0.3931658988055304,0.44742883071876927,1000
greedy_forward_ols_k8,linear,mae,24.09836486872755,23.197211594143557,25.01949069418826,1000
greedy_forward_ols_k8,linear,rmse,29.912429702427257,28.85983292548732,30.86715369871767,1000
greedy_forward_ols_k8,linear,mean_relative_error,0.44466274474585665,0.41477046868923495,0.4715716849802895,1000
