image_path,label_path,stratum_key,true_distance_m,weather,time_of_day,num_jitter_boxes,bbox_width_px__jitter_median,bbox_width_px__jitter_std,bbox_height_px__jitter_median,bbox_height_px__jitter_std,bbox_width_norm__jitter_median,bbox_width_norm__jitter_std,bbox_height_norm__jitter_median,bbox_height_norm__jitter_std,bbox_area_ratio__jitter_median,bbox_area_ratio__jitter_std,bbox_aspect_ratio__jitter_median,bbox_aspect_ratio__jitter_std,bbox_center_x_norm__jitter_median,bbox_center_x_norm__jitter_std,bbox_center_y_norm__jitter_median,bbox_center_y_norm__jitter_std,bbox_expand_4x__bbox_midpoint__object_depth__jitter_median,bbox_expand_4x__bbox_midpoint__object_depth__jitter_std,bbox_expand_4x__bbox_mean__object_depth__jitter_median,bbox_expand_4x__bbox_mean__object_depth__jitter_std,bbox_expand_4x__inner50_median__object_depth__jitter_median,bbox_expand_4x__inner50_median__object_depth__jitter_std,bbox_expand_2x__bbox_midpoint__object_depth__jitter_median,bbox_expand_2x__bbox_midpoint__object_depth__jitter_std,bbox_expand_2x__bbox_mean__object_depth__jitter_median,bbox_expand_2x__bbox_mean__object_depth__jitter_std,bbox_expand_2x__inner50_median__object_depth__jitter_median,bbox_expand_2x__inner50_median__object_depth__jitter_std,bbox_expand_1_5x__bbox_midpoint__object_depth__jitter_median,bbox_expand_1_5x__bbox_midpoint__object_depth__jitter_std,bbox_expand_1_5x__bbox_mean__object_depth__jitter_median,bbox_expand_1_5x__bbox_mean__object_depth__jitter_std,bbox_expand_1_5x__inner50_median__object_depth__jitter_median,bbox_expand_1_5x__inner50_median__object_depth__jitter_std,bbox_only__bbox_midpoint__object_depth__jitter_median,bbox_only__bbox_midpoint__object_depth__jitter_std,bbox_only__bbox_mean__object_depth__jitter_median,bbox_only__bbox_mean__object_depth__jitter_std,bbox_only__inner50_median__object_depth__jitter_median,bbox_only__inner50_median__object_depth__jitter_std,sample_id,drone_type,distance_m,source_group_id,weather=clear_sky,weather=light_rain,time_of_day=10AM,time_of_day=8PM
C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_15m\images\IMG_0080_JPG.rf.aaf58f49ddb62438a1f6270ba28aa6a0.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_15m\labels\IMG_0080_JPG.rf.aaf58f49ddb62438a1f6270ba28aa6a0.txt,15.0|unknown|unknown,15.0,unknown,unknown,7,36.0,1.06904497,16.0,1.06904497,0.01875,0.00055679,0.01481481,0.00098986,0.00027778,2.682e-05,2.25,0.08531699,0.49166667,0.00083519,0.41481481,0.00049493,1.19358015,0.03692859,1.18479311,0.04598367,1.17561972,0.03949165,2.71679044,0.04663794,2.30316424,0.05845305,2.63416219,0.05208761,2.85036087,0.03320169,2.22886133,0.05752344,2.69848061,0.03647377,2.84114528,0.0203676,2.01845264,0.03487968,2.66406131,0.02622023,Kongsberg::IMG_0080_JPG.rf.aaf58f49ddb62438a1f6270ba28aa6a0.jpg,Kongsberg,15.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_15m\images\IMG_0080_JPG.rf.aaf58f49ddb62438a1f6270ba28aa6a0.jpg,0.0,0.0,0.0,0.0
C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_15m\images\IMG_0081_JPG.rf.2e0fbff5e00539e31186e862afe16ada.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_15m\labels\IMG_0081_JPG.rf.2e0fbff5e00539e31186e862afe16ada.txt,15.0|unknown|unknown,15.0,unknown,unknown,7,37.0,1.06904497,15.0,1.06904497,0.01927083,0.00055679,0.01388889,0.00098986,0.00026765,2.682e-05,2.46666667,0.10709432,0.49192708,0.00083519,0.41435185,0.00049493,1.68436694,0.02107869,1.66249859,0.02265397,1.67675519,0.01930897,2.68329763,0.04598754,2.27325368,0.04583989,2.5814178,0.04231517,2.85442734,0.06149577,2.02095604,0.04150404,2.68924642,0.05910534,2.95825291,0.04299783,1.92488003,0.02903842,2.71250033,0.02763301,Kongsberg::IMG_0081_JPG.rf.2e0fbff5e00539e31186e862afe16ada.jpg,Kongsberg,15.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_15m\images\IMG_0081_JPG.rf.2e0fbff5e00539e31186e862afe16ada.jpg,0.0,0.0,0.0,0.0
C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_15m\images\IMG_0082_JPG.rf.803f884538025482d7d180a592dc3fff.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_15m\labels\IMG_0082_JPG.rf.803f884538025482d7d180a592dc3fff.txt,15.0|unknown|unknown,15.0,unknown,unknown,7,40.0,2.13808994,16.0,1.06904497,0.02083333,0.00111359,0.01481481,0.00098986,0.00030864,3.716e-05,2.5,0.0341268,0.49114583,0.00083519,0.41574074,0.00049493,1.50555074,0.02027685,1.42160821,0.02869093,1.49068618,0.02086342,2.59591198,0.02203141,2.17700005,0.0439831,2.5195353,0.01888112,3.24775362,0.03763485,2.26397467,0.05246621,2.95927,0.02614743,3.71321893,0.0225313,2.01313162,0.06778004,3.42412615,0.02143453,Kongsberg::IMG_0082_JPG.rf.803f884538025482d7d180a592dc3fff.jpg,Kongsberg,15.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_15m\images\IMG_0082_JPG.rf.803f884538025482d7d180a592dc3fff.jpg,0.0,0.0,0.0,0.0
C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_15m\images\IMG_0083_JPG.rf.7156f53546043e7bd5f5948deed002b0.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_15m\labels\IMG_0083_JPG.rf.7156f53546043e7bd5f5948deed002b0.txt,15.0|unknown|unknown,15.0,unknown,unknown,7,35.0,1.06904497,16.0,1.06904497,0.01822917,0.00055679,0.01481481,0.00098986,0.00027006,2.631e-05,2.1875,0.08105114,0.48984375,0.00083519,0.41574074,0.00049493,1.90770388,0.03650165,1.80397022,0.06344268,1.8732233,0.04237932,2.20267892,0.04645991,1.96430707,0.07253127,2.10914469,0.06181612,2.50529528,0.01906023,1.75220072,0.05739879,2.31508565,0.02323381,2.87463665,0.00282933,1.8302604,0.04103406,2.54823923,0.01758364,Kongsberg::IMG_0083_JPG.rf.7156f53546043e7bd5f5948deed002b0.jpg,Kongsberg,15.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_15m\images\IMG_0083_JPG.rf.7156f53546043e7bd5f5948deed002b0.jpg,0.0,0.0,0.0,0.0
C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_15m\images\IMG_0084_JPG.rf.8f7fefedac32a4ca2042764cdf760b8e.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_15m\labels\IMG_0084_JPG.rf.8f7fefedac32a4ca2042764cdf760b8e.txt,15.0|unknown|unknown,15.0,unknown,unknown,7,43.0,2.13808994,17.0,1.06904497,0.02239583,0.00111359,0.01574074,0.00098986,0.00035253,3.974e-05,2.52941176,0.03392578,0.48880208,0.00083519,0.41712963,0.00049493,1.86518788,0.02986698,1.69102418,0.04675498,1.85991311,0.03435107,3.1633811,0.0311924,2.58879447,0.06240233,3.03527212,0.04791036,3.07298183,0.01575924,2.43148565,0.03423653,2.91104841,0.04522178,2.74052763,0.01956304,2.00318646,0.03295932,2.5743742,0.0268793,Kongsberg::IMG_0084_JPG.rf.8f7fefedac32a4ca2042764cdf760b8e.jpg,Kongsberg,15.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_15m\images\IMG_0084_JPG.rf.8f7fefedac32a4ca2042764cdf760b8e.jpg,0.0,0.0,0.0,0.0
C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_15m\images\IMG_0085_JPG.rf.6d613088aa442ffa680b6e2c662f1752.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_15m\labels\IMG_0085_JPG.rf.6d613088aa442ffa680b6e2c662f1752.txt,15.0|unknown|unknown,15.0,unknown,unknown,7,47.0,2.13808994,16.0,1.06904497,0.02447917,0.00111359,0.01481481,0.00098986,0.00036265,4.077e-05,2.9375,0.06398774,0.49088542,0.00111359,0.41759259,0.00049493,2.82620096,0.02003666,2.81373405,0.02171907,2.82808065,0.01990551,2.93037796,0.01352772,2.81492376,0.01274163,2.89105177,0.0070912,2.91402674,0.02118038,2.56573009,0.03107348,2.78916264,0.00729471,3.34418225,0.04702545,1.86212337,0.05451616,2.96066236,0.07171312,Kongsberg::IMG_0085_JPG.rf.6d613088aa442ffa680b6e2c662f1752.jpg,Kongsberg,15.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_15m\images\IMG_0085_JPG.rf.6d613088aa442ffa680b6e2c662f1752.jpg,0.0,0.0,0.0,0.0
C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_15m\images\IMG_0086_JPG.rf.b68e21eabaac4c63c7c44b4122260813.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_15m\labels\IMG_0086_JPG.rf.b68e21eabaac4c63c7c44b4122260813.txt,15.0|unknown|unknown,15.0,unknown,unknown,7,40.0,2.13808994,16.0,1.06904497,0.02083333,0.00111359,0.01481481,0.00098986,0.00030864,3.716e-05,2.5,0.0341268,0.4890625,0.00083519,0.41574074,0.00049493,1.78845394,0.04255754,1.66049445,0.05374623,1.77960539,0.04611936,2.67632389,0.07545235,2.50330043,0.07283611,2.6462121,0.0717487,2.92894101,0.05273229,2.57797575,0.04482852,2.84060192,0.0351534,3.22813654,0.07810591,2.74211597,0.04924458,3.12988901,0.07892103,Kongsberg::IMG_0086_JPG.rf.b68e21eabaac4c63c7c44b4122260813.jpg,Kongsberg,15.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_15m\images\IMG_0086_JPG.rf.b68e21eabaac4c63c7c44b4122260813.jpg,0.0,0.0,0.0,0.0
C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_15m\images\IMG_0087_JPG.rf.5a0267ccc58381a2c98f2bc725ac2f8b.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_15m\labels\IMG_0087_JPG.rf.5a0267ccc58381a2c98f2bc725ac2f8b.txt,15.0|unknown|unknown,15.0,unknown,unknown,7,47.0,2.13808994,14.0,1.06904497,0.02447917,0.00111359,0.01296296,0.00098986,0.00031732,3.871e-05,3.35714286,0.10655919,0.48723958,0.00111359,0.41666667,0.00049493,3.28024077,0.02293756,3.2425065,0.02474143,3.28107309,0.02285463,3.31490731,0.00458527,3.22304869,0.00841385,3.29450917,0.00191524,3.1432972,0.01313881,3.06031966,0.01751655,3.14989758,0.00946099,2.75985098,0.02232529,2.54575586,0.02471819,2.77411509,0.01958289,Kongsberg::IMG_0087_JPG.rf.5a0267ccc58381a2c98f2bc725ac2f8b.jpg,Kongsberg,15.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_15m\images\IMG_0087_JPG.rf.5a0267ccc58381a2c98f2bc725ac2f8b.jpg,0.0,0.0,0.0,0.0
C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_15m\images\IMG_0088_JPG.rf.d130e60ad4ab1265edd1bc7c5bcc8635.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_15m\labels\IMG_0088_JPG.rf.d130e60ad4ab1265edd1bc7c5bcc8635.txt,15.0|unknown|unknown,15.0,unknown,unknown,7,45.0,2.13808994,13.0,1.06904497,0.0234375,0.00111359,0.01203704,0.00098986,0.00028212,3.665e-05,3.46153846,0.12413838,0.48776042,0.00111359,0.41805556,0.00049493,3.577672,0.01841921,3.55105758,0.02219165,3.57790375,0.01841107,2.78063917,0.00443743,2.71563578,0.00962423,2.77188325,0.00405958,2.57878065,0.02357456,2.53513169,0.02434456,2.58288908,0.02330928,2.42730832,0.02705297,2.06810641,0.03035129,2.39362669,0.02453589,Kongsberg::IMG_0088_JPG.rf.d130e60ad4ab1265edd1bc7c5bcc8635.jpg,Kongsberg,15.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_15m\images\IMG_0088_JPG.rf.d130e60ad4ab1265edd1bc7c5bcc8635.jpg,0.0,0.0,0.0,0.0
C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_15m\images\IMG_0089_JPG.rf.87924169d6826f4e6a10c96425380b10.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_15m\labels\IMG_0089_JPG.rf.87924169d6826f4e6a10c96425380b10.txt,15.0|unknown|unknown,15.0,unknown,unknown,7,36.0,1.06904497,14.0,1.06904497,0.01875,0.00055679,0.01296296,0.00098986,0.00024306,2.579e-05,2.57142857,0.12338432,0.4875,0.00083519,0.41759259,0.00049493,1.76305866,0.02329249,1.76415658,0.02627203,1.76161575,0.02433347,2.42974305,0.03754601,2.37017417,0.04785012,2.42856026,0.03740606,2.35784054,0.03618683,2.15905285,0.05988424,2.32676554,0.03720997,2.38925552,0.03263627,1.72851741,0.04094317,2.3025074,0.02152597,Kongsberg::IMG_0089_JPG.rf.87924169d6826f4e6a10c96425380b10.jpg,Kongsberg,15.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_15m\images\IMG_0089_JPG.rf.87924169d6826f4e6a10c96425380b10.jpg,0.0,0.0,0.0,0.0
C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_15m\images\IMG_0090_JPG.rf.31bd1afe3c8717339f1fbd5e4ec94a4b.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_15m\labels\IMG_0090_JPG.rf.31bd1afe3c8717339f1fbd5e4ec94a4b.txt,15.0|unknown|unknown,15.0,unknown,unknown,7,37.0,1.06904497,14.0,1.06904497,0.01927083,0.00055679,0.01296296,0.00098986,0.00024981,2.631e-05,2.64285714,0.1289927,0.48567708,0.00083519,0.41666667,0.00049493,1.73489487,0.02020893,1.77774441,0.02654302,1.74575686,0.02002177,2.35875916,0.00376701,2.43464899,0.01187405,2.36374068,0.00270315,2.21687961,0.02043689,2.12379146,0.02992342,2.21721935,0.02015814,3.26031113,0.01857087,2.01288795,0.06050738,3.13225269,0.02148552,Kongsberg::IMG_0090_JPG.rf.31bd1afe3c8717339f1fbd5e4ec94a4b.jpg,Kongsberg,15.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_15m\images\IMG_0090_JPG.rf.31bd1afe3c8717339f1fbd5e4ec94a4b.jpg,0.0,0.0,0.0,0.0
C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_15m\images\IMG_0091_JPG.rf.531ac573919242f0dd3f3936e81a754e.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_15m\labels\IMG_0091_JPG.rf.531ac573919242f0dd3f3936e81a754e.txt,15.0|unknown|unknown,15.0,unknown,unknown,7,40.0,2.13808994,15.0,1.06904497,0.02083333,0.00111359,0.01388889,0.00098986,0.00028935,3.613e-05,2.66666667,0.04867924,0.48489583,0.00083519,0.41805556,0.00049493,1.31603551,0.029293,1.42356181,0.0622326,1.31124163,0.02783539,2.24938393,0.01563207,2.30947661,0.06810269,2.24650288,0.01802848,2.01591039,0.04296116,1.81725752,0.06711947,1.9689194,0.03713146,3.22435999,0.01263674,2.04882717,0.07912322,3.01880908,0.02284365,Kongsberg::IMG_0091_JPG.rf.531ac573919242f0dd3f3936e81a754e.jpg,Kongsberg,15.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_15m\images\IMG_0091_JPG.rf.531ac573919242f0dd3f3936e81a754e.jpg,0.0,0.0,0.0,0.0
C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_15m\images\IMG_0092_JPG.rf.87fe0b9808dd7abc2cdecba59d2528c5.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_15m\labels\IMG_0092_JPG.rf.87fe0b9808dd7abc2cdecba59d2528c5.txt,15.0|unknown|unknown,15.0,unknown,unknown,7,40.0,2.13808994,14.0,1.06904497,0.02083333,0.00111359,0.01296296,0.00098986,0.00027006,3.51e-05,2.85714286,0.06730054,0.4859375,0.00083519,0.41666667,0.00049493,1.66077399,0.02387862,1.77225757,0.02803669,1.66276932,0.02102765,3.15193868,0.01187931,3.05512309,0.00972246,3.13921928,0.00796467,2.42276049,0.01657456,2.30107331,0.01141349,2.39337707,0.01160007,2.6753912,0.01163179,1.95636141,0.06092713,2.61576843,0.00740255,Kongsberg::IMG_0092_JPG.rf.87fe0b9808dd7abc2cdecba59d2528c5.jpg,Kongsberg,15.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_15m\images\IMG_0092_JPG.rf.87fe0b9808dd7abc2cdecba59d2528c5.jpg,0.0,0.0,0.0,0.0
C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_20m\images\IMG_0093_JPG.rf.c98166d741b9dac789e2433e74e7e702.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_20m\labels\IMG_0093_JPG.rf.c98166d741b9dac789e2433e74e7e702.txt,20.0|unknown|unknown,20.0,unknown,unknown,7,35.0,1.06904497,12.0,0.0,0.01822917,0.00055679,0.01111111,0.0,0.00020255,6.19e-06,2.91666667,0.08908708,0.43776042,0.00083519,0.40185185,0.00049493,1.88560927,0.01110494,1.94163632,0.01389621,1.89509439,0.00967108,2.13992071,0.03294643,2.28759813,0.03462633,2.161901,0.03311285,2.19369316,0.03461491,2.29631829,0.03561303,2.25289679,0.03427622,2.65766001,0.02901235,2.27881765,0.03372547,2.59875584,0.02667177,Kongsberg::IMG_0093_JPG.rf.c98166d741b9dac789e2433e74e7e702.jpg,Kongsberg,20.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_20m\images\IMG_0093_JPG.rf.c98166d741b9dac789e2433e74e7e702.jpg,0.0,0.0,0.0,0.0
C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_20m\images\IMG_0094_JPG.rf.b3fa341b8e69581e7366e1a1fe97ef28.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_20m\labels\IMG_0094_JPG.rf.b3fa341b8e69581e7366e1a1fe97ef28.txt,20.0|unknown|unknown,20.0,unknown,unknown,7,37.0,1.06904497,13.0,1.06904497,0.01927083,0.00055679,0.01203704,0.00098986,0.00023196,2.579e-05,2.84615385,0.15680637,0.43723958,0.00083519,0.40231481,0.00049493,1.92271972,0.01577483,1.9910692,0.01543688,1.92774582,0.01219442,2.69407845,0.03617997,2.72117734,0.03583038,2.69407845,0.03613929,2.97559452,0.02653677,2.88661623,0.03188073,2.97614336,0.0276045,2.69928598,0.02918694,2.42014408,0.02744191,2.6366601,0.0331625,Kongsberg::IMG_0094_JPG.rf.b3fa341b8e69581e7366e1a1fe97ef28.jpg,Kongsberg,20.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_20m\images\IMG_0094_JPG.rf.b3fa341b8e69581e7366e1a1fe97ef28.jpg,0.0,0.0,0.0,0.0
C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_20m\images\IMG_0095_JPG.rf.5644f464b772feaa6b24be466f35cee5.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_20m\labels\IMG_0095_JPG.rf.5644f464b772feaa6b24be466f35cee5.txt,20.0|unknown|unknown,20.0,unknown,unknown,7,33.0,1.06904497,14.0,1.06904497,0.0171875,0.00055679,0.01296296,0.00098986,0.0002228,2.425e-05,2.35714286,0.10655919,0.43671875,0.00083519,0.40277778,0.00049493,1.12136483,0.00776767,1.31114173,0.03285592,1.14446175,0.00975155,1.92567682,0.04111334,2.080935,0.06373429,1.93709993,0.04455306,2.56368923,0.03049413,2.22112894,0.06199791,2.50772238,0.021511,3.39316893,0.02472882,2.14829636,0.05081459,3.17863798,0.03250522,Kongsberg::IMG_0095_JPG.rf.5644f464b772feaa6b24be466f35cee5.jpg,Kongsberg,20.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_20m\images\IMG_0095_JPG.rf.5644f464b772feaa6b24be466f35cee5.jpg,0.0,0.0,0.0,0.0
C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_20m\images\IMG_0096_JPG.rf.3cb113c142f24c31a735f5195f952072.jpg,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_20m\labels\IMG_0096_JPG.rf.3cb113c142f24c31a735f5195f952072.txt,20.0|unknown|unknown,20.0,unknown,unknown,7,32.0,1.06904497,13.0,1.06904497,0.01666667,0.00055679,0.01203704,0.00098986,0.00020062,2.322e-05,2.46153846,0.12413838,0.43697917,0.00083519,0.40324074,0.00049493,1.34297264,0.01516376,1.42994606,0.04294395,1.34039307,0.01373036,2.48819184,0.04458209,2.46972704,0.05121853,2.46376133,0.0392078,2.7497263,0.02193067,2.44149446,0.07410046,2.72716236,0.02905186,3.16188121,0.00365986,1.99721599,0.05677202,2.90182424,0.03075934,Kongsberg::IMG_0096_JPG.rf.3cb113c142f24c31a735f5195f952072.jpg,Kongsberg,20.0,C:\Users\depthlev\Desktop\Z_Drone_Final_Project_GA\nenrus-Dataset-of-Drone-Distance-Estimation-a5aac8f\prepared_by_drone_type\Kongsberg\distance_20m\images\IMG_0096_JPG.rf.3cb113c142f24c31a735f5195f952072.jpg,0.0,0.0,0.0,0.0
