drone_type,count,attempt5_raw_mae,attempt8_raw_mae,attempt8_minus_attempt5_raw_mae,attempt5_calibrated_mae,attempt8_calibrated_mae,attempt8_minus_attempt5_calibrated_mae
Kongsberg,203,36.153620863639354,33.86326543208363,-2.2903554315557244,2.7565888904284455,2.784920721417652,0.02833183098920644
Vestfold,286,18.97735155392105,16.650121467138703,-2.3272300867823468,3.2156146028949073,3.5359360814598215,0.3203214785649142
