true_distance_m,count,mae,median_absolute_error,mean_relative_error,median_relative_error,rmse,r2,mean_signed_error,median_signed_error,p90_absolute_error,p95_absolute_error,within_2m_rate,within_5m_rate,within_10m_rate,within_20m_rate,overprediction_rate,underprediction_rate
10.0,19,0.9401386874900733,0.9153349334954051,0.09401386874900734,0.0915334933495405,1.0242967465650084,,-0.9401386874900733,-0.9153349334954051,1.4623699582383096,1.6184249312993828,1.0,1.0,1.0,1.0,0.0,1.0
15.0,44,1.4970280810681558,0.993140565801224,0.09980187207121038,0.06620937105341493,2.0952531459172685,,-0.2999875554698926,-0.5683173300939037,2.9587453768790013,5.1443026049556755,0.7954545454545454,0.9318181818181818,1.0,1.0,0.3181818181818182,0.6818181818181818
20.0,46,1.6964600003916255,1.1132454160927239,0.08482300001958128,0.05566227080463619,2.4447139489352083,,0.8251674452297352,0.1634393032040915,4.889553004575676,5.145440019420112,0.717391304347826,0.8913043478260869,1.0,1.0,0.5652173913043478,0.43478260869565216
25.0,42,3.3513180312361253,3.1100032932974706,0.134052721249445,0.12440013173189882,3.7938017810733196,,3.1301056934632734,2.836200282907578,5.887330287245223,6.041156421500515,0.2857142857142857,0.7380952380952381,1.0,1.0,0.9523809523809523,0.047619047619047616
30.0,35,3.1075202690668573,2.4659459566909803,0.10358400896889527,0.08219819855636601,3.9908474395073714,,2.509935360038842,2.4659459566909803,4.866150223164479,5.9469338851061,0.45714285714285713,0.9428571428571428,0.9714285714285714,1.0,0.8,0.2
35.0,47,3.370764307680905,2.4850459876997633,0.09630755164802587,0.07100131393427896,4.371654569543222,,0.5604518444733628,-0.2874447530041522,8.574949332153059,9.492427627600577,0.3829787234042553,0.8297872340425532,0.9787234042553191,1.0,0.48936170212765956,0.5106382978723404
4.0,18,1.2587601997044604,1.2627412028345373,0.3146900499261151,0.3156853007086343,1.2787569995526966,,1.2587601997044604,1.2627412028345373,1.5463707908318591,1.546702688408673,1.0,1.0,1.0,1.0,1.0,0.0
40.0,37,4.572750195357159,4.395043569744203,0.11431875488392898,0.10987608924360508,4.990912127428677,,-1.7318198973449956,-3.433291958600563,6.770357874586511,8.188038622915782,0.13513513513513514,0.5945945945945946,1.0,1.0,0.3783783783783784,0.6216216216216216
45.0,39,4.8151290178937005,3.3245201853703463,0.10700286706430444,0.07387822634156326,6.123917195388746,,2.313700090375365,2.2779933297284813,10.363483441479906,10.713239459410753,0.38461538461538464,0.5641025641025641,0.8717948717948718,1.0,0.6410256410256411,0.358974358974359
5.0,6,6.529985281155692,6.616693746599224,1.3059970562311383,1.323338749319845,6.546214580205153,,6.529985281155692,6.616693746599224,6.934879425015786,7.00499048122704,0.0,0.0,1.0,1.0,1.0,0.0
50.0,42,5.150388075528124,4.157343949551432,0.10300776151056253,0.08314687899102866,6.251830021449672,,-2.264278320580415,-2.374080230388145,12.312303525459967,13.159680449539474,0.11904761904761904,0.6428571428571429,0.8809523809523809,1.0,0.35714285714285715,0.6428571428571429
55.0,20,2.8163033743957517,2.0755726317216734,0.05120551589810457,0.037737684213121334,3.6127496823773657,,-1.0084524153450711,0.4709668650404275,5.649481835368532,7.416484686569231,0.45,0.85,1.0,1.0,0.55,0.45
60.0,13,6.676504351015599,6.312349938563834,0.11127507251692664,0.10520583230939723,7.364888938055712,,-6.676504351015599,-6.312349938563834,10.981007050646442,12.07329024590057,0.07692307692307693,0.3076923076923077,0.8461538461538461,1.0,0.0,1.0
65.0,19,5.314832496591819,4.388726912961403,0.08176665379372029,0.06751887558402157,6.226141192506055,,-4.040674914882722,-4.388726912961403,9.65974202345129,10.217443387783542,0.10526315789473684,0.5263157894736842,0.8947368421052632,1.0,0.2631578947368421,0.7368421052631579
70.0,12,2.9051749108532228,2.8143192260405527,0.04150249872647461,0.0402045603720079,3.326485554816101,,1.5467299475145342,2.7161293491039515,4.871975210074396,4.96109778478972,0.25,1.0,1.0,1.0,0.75,0.25
75.0,24,2.0738416367821624,1.5317252619206414,0.027651221823762163,0.020423003492275216,2.55293619029752,,-1.5515645759862011,-1.2317277909522204,4.824220192965645,4.924952259535251,0.5833333333333334,0.9583333333333334,1.0,1.0,0.16666666666666666,0.8333333333333334
9.0,26,1.6550262626334502,1.4445940066220464,0.18389180695927226,0.1605104451802274,1.7545270985316561,,-1.6550262626334502,-1.4445940066220464,2.1070591957580196,2.9889005208272716,0.8461538461538461,1.0,1.0,1.0,0.0,1.0
