stage,attempt5_mae,attempt8_mae,attempt8_minus_attempt5_mae,attempt8_percent_change_vs_attempt5
raw_uncalibrated_full_dataset,26.107786461636422,23.79586425831216,-2.3119222033242615,-8.855297658886059
honest_split_20pct_calibration_test_mean,3.073500560529563,3.2781178199310608,0.2046172594014979,6.657466148834618
final_full_data_per_drone_quadratic_fit,3.0250579165335747,3.2241648788247286,0.19910696229115388,6.581922322971962
