drone_type,count,mae,median_absolute_error,mean_relative_error,median_relative_error,rmse,r2,mean_signed_error,median_signed_error,p90_absolute_error,p95_absolute_error,within_2m_rate,within_5m_rate,within_10m_rate,within_20m_rate,overprediction_rate,underprediction_rate
Kongsberg,203,33.86326543208363,33.64177938438472,1.5011091076757752,1.323731134097664,37.268234429051724,-5.382698544923049,33.86326543208363,33.64177938438472,55.41290791381199,62.20380023992138,0.0,0.0,0.0,0.23645320197044334,1.0,0.0
Vestfold,286,16.650121467138703,13.167727824426077,0.5309365181470415,0.4743028639100696,19.45440188650704,0.11849816963659898,16.649159618702114,13.167727824426077,32.3626585071243,39.30820902307914,0.013986013986013986,0.04895104895104895,0.2727272727272727,0.7237762237762237,0.9965034965034965,0.0034965034965034965
