calibration_model,calibration_fraction,attempt5_mae_mean,attempt8_mae_mean,attempt8_minus_attempt5_mae_mean,attempt5_within_10m_rate_mean,attempt8_within_10m_rate_mean
global_affine,0.2,7.714353203721969,7.896737148501796,0.18238394477982656,0.7008673469387753,0.6859438775510205
global_quadratic,0.2,7.5341105807679165,7.689678537459605,0.1555679566916881,0.6764030612244898,0.6476530612244897
global_scale_only,0.2,7.728721710109244,7.889865488467814,0.16114377835857052,0.6987755102040815,0.6849744897959184
per_drone_affine,0.2,3.4065183865277593,3.8725559658958417,0.46603757936808243,0.9443367346938775,0.9197193877551022
per_drone_quadratic,0.2,3.073500560529563,3.2781178199310608,0.2046172594014979,0.9654081632653062,0.9644132653061225
raw_uncalibrated,0.2,26.158570909145645,23.841020492240258,-2.3175504169053873,0.07461734693877553,0.15956632653061223
