drone_type,count,mae,median_absolute_error,mean_relative_error,median_relative_error,rmse,r2,mean_signed_error,median_signed_error,p90_absolute_error,p95_absolute_error,within_2m_rate,within_5m_rate,within_10m_rate,within_20m_rate,overprediction_rate,underprediction_rate
Kongsberg,203,34.00354921748553,33.78193891274151,1.5071017900913144,1.3295696974485558,37.36776247463265,-5.416835164300736,34.00354921748553,33.78193891274151,55.613473919073314,62.27334044434994,0.0,0.0,0.0,0.2315270935960591,1.0,0.0
Vestfold,286,16.89401084196314,13.943799883027385,0.5385949437194834,0.47794545821852924,19.42494975060086,0.12116517114734182,16.89401084196314,13.943799883027385,31.80776471016869,36.98273902072509,0.006993006993006993,0.038461538461538464,0.2727272727272727,0.7097902097902098,1.0,0.0
