drone_type,count,raw_mae,calibrated_mae,mae_improvement_m,raw_mean_relative_error,calibrated_mean_relative_error,raw_within_10m_rate,calibrated_within_10m_rate
Kongsberg,203,34.00354921748553,2.8002564011834576,31.20329281630207,1.5071017900913144,0.13024445893183573,0.0,0.9605911330049262
Vestfold,286,16.89401084196314,3.4515678967219023,13.442442945241238,0.5385949437194834,0.11954996280544014,0.2727272727272727,0.9685314685314685
