drone_type,count,mae,median_absolute_error,mean_relative_error,median_relative_error,rmse,r2,mean_signed_error,median_signed_error,p90_absolute_error,p95_absolute_error,within_2m_rate,within_5m_rate,within_10m_rate,within_20m_rate,overprediction_rate,underprediction_rate
Kongsberg,203,2.8002564011834576,1.9365072086833743,0.13024445893183573,0.10286896134401288,3.8194214461206353,0.9329618747597066,-1.126402747758413e-12,0.4896938719929551,5.432764704587314,8.478619954496258,0.5073891625615764,0.8866995073891626,0.9605911330049262,1.0,0.5320197044334976,0.46798029556650245
Vestfold,286,3.4515678967219023,2.697257422021405,0.11954996280544014,0.0750079793171816,4.4777623597719955,0.9533007899104954,8.822655116193244e-13,-0.5489049727688791,7.517727178597182,9.07430227284137,0.43356643356643354,0.7342657342657343,0.9685314685314685,1.0,0.458041958041958,0.541958041958042
