model_name,model_label,test_mae,test_mean_relative_error,test_rmse,test_r2,cv_oof_mae,cv_oof_mean_relative_error,cv_oof_rmse,cv_oof_r2
raw_depth_only_rf,Raw Depth Only RF,26.710952387836794,0.5140049686069084,33.35915390994394,0.23684005520832785,27.472735274929178,0.5443111243949648,34.10888682732364,0.199097517682718
geometry_metadata_rf,Geometry + Metadata RF,8.033491207326506,0.10653868924145851,11.248946440320143,0.9132220848935934,8.052202694971712,0.10747600576897354,11.17245739955506,0.9140705637949805
raw_depth_geometry_metadata_rf,Raw Depth + Geometry + Metadata RF,7.7123895635944715,0.0989947568952183,10.863884873380792,0.9190613748411238,7.790667911668974,0.10103324866921826,10.864475853675268,0.9187427527495563
small_rf_depth_only_rf,Small RF Depth Only RF,20.65526515602696,0.35479827875642506,26.684441811542197,0.5116830953975684,21.275298404704564,0.3733123713347179,27.37535534165927,0.4841017223774463
stacked_rf_depth_geometry_metadata_rf,Stacked RF Depth + Geometry + Metadata RF,8.029981242422112,0.10479125506128847,11.127942171877418,0.915078973725497,8.146458183814273,0.10675106433418097,11.23093629152006,0.9131686656503559
