model_name,candidate_name,num_features,feature_names,oof_mae,oof_mean_relative_error,oof_rmse,oof_r2,oof_mean_signed_error,num_folds,mean_count,mean_mae,mean_median_absolute_error,mean_mean_relative_error,mean_median_relative_error,mean_rmse,mean_r2,mean_mean_signed_error,mean_median_signed_error,mean_p90_absolute_error,mean_p95_absolute_error,mean_max_absolute_error,mean_within_5m_rate,mean_within_10m_rate,mean_within_20m_rate,mean_overprediction_rate,mean_underprediction_rate,param_n_estimators,param_max_depth,param_min_samples_leaf,param_max_features,param_random_state
raw_depth_geometry_metadata_rf,rf_deep,21,bbox_only__inner50_median__object_depth__jitter_median | bbox_width_px__jitter_median | bbox_height_px__jitter_median | bbox_width_norm__jitter_median | bbox_height_norm__jitter_median | bbox_area_ratio__jitter_median | bbox_aspect_ratio__jitter_median | bbox_center_x_norm__jitter_median | bbox_center_y_norm__jitter_median | bbox_width_px__jitter_std | bbox_height_px__jitter_std | bbox_width_norm__jitter_std | bbox_height_norm__jitter_std | bbox_area_ratio__jitter_std | bbox_aspect_ratio__jitter_std | bbox_center_x_norm__jitter_std | bbox_center_y_norm__jitter_std | weather=clear_sky | weather=light_rain | time_of_day=10AM | time_of_day=8PM,5.3588626752974,0.07791768935904018,7.613296871642075,0.9463497558959815,-0.04663914113926507,5,2356.8,5.358839616684137,3.838724844216671,0.07791647136498983,0.054665092634219536,7.611823929011264,0.9463510837390761,-0.0467263089074898,0.03489285714285621,12.493163157721172,15.906570131907538,44.63540425932659,0.5854544325419045,0.840125292656813,0.9776815507671401,0.5133158830565172,0.4678435574004717,300,24,2,sqrt,20260520
raw_depth_geometry_metadata_rf,rf_unbounded,21,bbox_only__inner50_median__object_depth__jitter_median | bbox_width_px__jitter_median | bbox_height_px__jitter_median | bbox_width_norm__jitter_median | bbox_height_norm__jitter_median | bbox_area_ratio__jitter_median | bbox_aspect_ratio__jitter_median | bbox_center_x_norm__jitter_median | bbox_center_y_norm__jitter_median | bbox_width_px__jitter_std | bbox_height_px__jitter_std | bbox_width_norm__jitter_std | bbox_height_norm__jitter_std | bbox_area_ratio__jitter_std | bbox_aspect_ratio__jitter_std | bbox_center_x_norm__jitter_std | bbox_center_y_norm__jitter_std | weather=clear_sky | weather=light_rain | time_of_day=10AM | time_of_day=8PM,5.349765059873013,0.07779255355720698,7.605756822495115,0.9464559714205679,-0.050777896272634994,5,2356.8,5.349748661752129,3.840899528537972,0.07779151040003379,0.05468634074892731,7.604309779152312,0.9464571563209297,-0.050862693413591197,0.03162698412698006,12.461321059284485,15.848823407764414,44.83607372905884,0.5862195207629275,0.8403805017070273,0.9769189120972891,0.5120454557647188,0.46809714572775113,300,,2,sqrt,20260520
small_rf_depth_only_rf,rf_shallow,1,depth_lower_model_prediction,19.321168542213325,0.3762441498516664,24.46733668219609,0.44588543135251957,0.052513655220165045,5,2356.8,19.321351196352005,15.920762335879866,0.3762456085273947,0.22347177352171435,24.465623707260143,0.4457562101598029,0.05243790004839773,0.09325431483531901,40.63227885644985,48.74981455203756,81.86794076427945,0.176676356845819,0.3346042830762294,0.5940146039842092,0.5012671146978154,0.49873288530218457,300,10,5,sqrt,20260520
small_rf_depth_only_rf,rf_medium,1,depth_lower_model_prediction,19.940067633491026,0.3854646420002384,25.30440619802667,0.40732245486883867,0.03999033100117651,5,2356.8,19.940235414546024,16.35452055840733,0.3854659245859,0.23150832479682015,25.302470453780955,0.4071854870079603,0.03984150355253569,0.1964551417961374,42.05485745986427,50.73890478898677,85.03118702165644,0.17243932353873084,0.3232322960809494,0.5806136949799597,0.5025362120860162,0.49602041017986187,300,16,3,sqrt,20260520
small_rf_depth_only_rf,rf_deep,1,depth_lower_model_prediction,21.011317381034576,0.40114351240908336,26.769168306263417,0.3367214862749748,0.053999332216631835,5,2356.8,21.011470907887237,17.272554551046802,0.40114427374922723,0.2492627081601552,26.76822141068926,0.33657393410799574,0.053780054007833034,0.2842834182815821,44.95051620127559,53.719950083353595,90.94744822701361,0.16590259953717024,0.313815476403296,0.5616908780243992,0.5044024222387405,0.4933052300616085,300,24,2,sqrt,20260520
small_rf_depth_only_rf,rf_unbounded,1,depth_lower_model_prediction,21.44728136533625,0.40691392718433494,27.38740679329487,0.3057306424481333,0.05364928613241916,5,2356.8,21.44742221538876,17.540588624338614,0.40691445777844226,0.2564774685059209,27.386614269194617,0.30554142902050135,0.053419547921867386,0.23081349206348917,45.96785282587784,55.1438597282347,93.29862912087914,0.16505265631115468,0.3101674155001635,0.5531175866468907,0.5032137495131268,0.49449390278722233,300,,2,sqrt,20260520
stacked_rf_depth_geometry_metadata_rf,rf_shallow,21,depth_lower_model_prediction | bbox_width_px__jitter_median | bbox_height_px__jitter_median | bbox_width_norm__jitter_median | bbox_height_norm__jitter_median | bbox_area_ratio__jitter_median | bbox_aspect_ratio__jitter_median | bbox_center_x_norm__jitter_median | bbox_center_y_norm__jitter_median | bbox_width_px__jitter_std | bbox_height_px__jitter_std | bbox_width_norm__jitter_std | bbox_height_norm__jitter_std | bbox_area_ratio__jitter_std | bbox_aspect_ratio__jitter_std | bbox_center_x_norm__jitter_std | bbox_center_y_norm__jitter_std | weather=clear_sky | weather=light_rain | time_of_day=10AM | time_of_day=8PM,5.996243147141343,0.08782718262080569,8.345127790017319,0.9355397247877462,-0.0170579553867739,5,2356.8,5.996219936524392,4.39138477514548,0.08782600435798651,0.06474573382251766,8.343993936841056,0.9355385909861289,-0.017125446298008946,0.08364136430788385,13.450374770025075,17.18885155100778,45.05373179343295,0.5349658717376636,0.8031227525532753,0.9708929975724188,0.5356348713067483,0.4643651286932517,300,10,5,sqrt,20260520
stacked_rf_depth_geometry_metadata_rf,rf_medium,21,depth_lower_model_prediction | bbox_width_px__jitter_median | bbox_height_px__jitter_median | bbox_width_norm__jitter_median | bbox_height_norm__jitter_median | bbox_area_ratio__jitter_median | bbox_aspect_ratio__jitter_median | bbox_center_x_norm__jitter_median | bbox_center_y_norm__jitter_median | bbox_width_px__jitter_std | bbox_height_px__jitter_std | bbox_width_norm__jitter_std | bbox_height_norm__jitter_std | bbox_area_ratio__jitter_std | bbox_aspect_ratio__jitter_std | bbox_center_x_norm__jitter_std | bbox_center_y_norm__jitter_std | weather=clear_sky | weather=light_rain | time_of_day=10AM | time_of_day=8PM,5.568535896604131,0.08175289978805782,7.852647013388102,0.9429233698591734,-0.04248958383541401,5,2356.8,5.5685163974926315,4.045006809808962,0.08175174799775507,0.05784788067670893,7.850985188029166,0.9429246200293946,-0.04255245808627193,0.05493214670624198,12.823272897517693,16.334731021132136,44.23624886292536,0.5724718100789203,0.8296877061850628,0.9754754970632085,0.5190881341967489,0.4650450784601031,300,16,3,sqrt,20260520
stacked_rf_depth_geometry_metadata_rf,rf_deep,21,depth_lower_model_prediction | bbox_width_px__jitter_median | bbox_height_px__jitter_median | bbox_width_norm__jitter_median | bbox_height_norm__jitter_median | bbox_area_ratio__jitter_median | bbox_aspect_ratio__jitter_median | bbox_center_x_norm__jitter_median | bbox_center_y_norm__jitter_median | bbox_width_px__jitter_std | bbox_height_px__jitter_std | bbox_width_norm__jitter_std | bbox_height_norm__jitter_std | bbox_area_ratio__jitter_std | bbox_aspect_ratio__jitter_std | bbox_center_x_norm__jitter_std | bbox_center_y_norm__jitter_std | weather=clear_sky | weather=light_rain | time_of_day=10AM | time_of_day=8PM,5.49235418765853,0.08050610787827352,7.788876201403752,0.9438466365399735,-0.05531774749341576,5,2356.8,5.492355894089615,3.9311252065371276,0.08050521713322314,0.05610006531210378,7.787293568684379,0.9438469655772505,-0.05538587667692335,0.03511111111111056,12.818687119678895,16.239137819094367,44.55247022347497,0.5791725529382726,0.8343541564891461,0.9763247919375374,0.511791322639881,0.4686920976532508,300,24,2,sqrt,20260520
stacked_rf_depth_geometry_metadata_rf,rf_unbounded,21,depth_lower_model_prediction | bbox_width_px__jitter_median | bbox_height_px__jitter_median | bbox_width_norm__jitter_median | bbox_height_norm__jitter_median | bbox_area_ratio__jitter_median | bbox_aspect_ratio__jitter_median | bbox_center_x_norm__jitter_median | bbox_center_y_norm__jitter_median | bbox_width_px__jitter_std | bbox_height_px__jitter_std | bbox_width_norm__jitter_std | bbox_height_norm__jitter_std | bbox_area_ratio__jitter_std | bbox_aspect_ratio__jitter_std | bbox_center_x_norm__jitter_std | bbox_center_y_norm__jitter_std | weather=clear_sky | weather=light_rain | time_of_day=10AM | time_of_day=8PM,5.49735105752763,0.08060253136444995,7.792846250770198,0.9437893783594006,-0.055403873025308005,5,2356.8,5.497346326353265,3.9397590626727945,0.08060155611848219,0.05608721964529485,7.791168070509744,0.9437903881972259,-0.05546608396148519,0.03505555555555553,12.757479688039883,16.190708445479018,44.441301126348684,0.5790059449308801,0.8334195048318597,0.9759847287725808,0.5116212537254559,0.46903155004616004,300,,2,sqrt,20260520
