model_name,candidate_name,num_features,feature_names,oof_mae,oof_mean_relative_error,oof_rmse,oof_r2,oof_mean_signed_error,num_folds,mean_count,mean_mae,mean_median_absolute_error,mean_mean_relative_error,mean_median_relative_error,mean_rmse,mean_r2,mean_mean_signed_error,mean_median_signed_error,mean_p90_absolute_error,mean_p95_absolute_error,mean_max_absolute_error,mean_within_5m_rate,mean_within_10m_rate,mean_within_20m_rate,mean_overprediction_rate,mean_underprediction_rate,param_n_estimators,param_max_depth,param_min_samples_leaf,param_max_features,param_random_state
raw_depth_only_rf,rf_shallow,1,bbox_only__inner50_median__object_depth__jitter_median,23.5039996436571,0.49337109721693456,28.981399744868266,0.22256357100118018,0.03834640760391413,5,2356.8,23.504118628149637,19.830995108423206,0.4933674492095698,0.2718142908974052,28.98032318057573,0.2223887886510955,0.03822080776659337,-0.5215870127572757,47.19471332545992,55.36915633727904,82.26808734811924,0.13789923362362086,0.26850069038201674,0.5019504099850716,0.49490369876677465,0.5050963012332254,300,10,5,sqrt,20260520
raw_depth_only_rf,rf_medium,1,bbox_only__inner50_median__object_depth__jitter_median,23.986076044390032,0.5016163095146792,29.69727486514248,0.1836820059878378,0.04126854053439865,5,2356.8,23.986104759206032,20.68457235312031,0.501611899341619,0.27973413092591237,29.695641617058477,0.18346194686106768,0.04123553517838237,-0.608064334142244,49.20681978414741,56.92713070482735,88.7408345607241,0.13773035773492387,0.2687600448833188,0.48760947602659427,0.49202029600284797,0.5077251784581229,300,16,3,sqrt,20260520
raw_depth_only_rf,rf_deep,1,bbox_only__inner50_median__object_depth__jitter_median,25.07415017542334,0.5178707217924473,31.209045369270452,0.09845555542425899,-0.004659637574330404,5,2356.8,25.074140133051312,21.42261898858238,0.5178655687889413,0.289900213288624,31.20645299451553,0.09816829402623814,-0.004619149208769857,-0.5149897697027249,52.17488422254346,60.664788727922165,92.69532275194965,0.13127851894277648,0.2583217003041261,0.47514084413865787,0.4943124274223739,0.5052634836338157,300,24,2,sqrt,20260520
raw_depth_only_rf,rf_unbounded,1,bbox_only__inner50_median__object_depth__jitter_median,26.117883575543537,0.5317476231774926,32.7435571405062,0.007620262882196749,-0.06156731297197221,5,2356.8,26.117846888799892,21.94359920634919,0.5317423393961622,0.30386755347619954,32.74186937528318,0.007325892803388223,-0.061484716251835506,-0.34219841269840645,55.22990702260704,64.97390641534392,96.74870009620011,0.12601492145342916,0.25034101962414146,0.46555344957848127,0.4964346347586378,0.5031412762975516,300,,2,sqrt,20260520
geometry_metadata_rf,rf_shallow,20,bbox_width_px__jitter_median | bbox_height_px__jitter_median | bbox_width_norm__jitter_median | bbox_height_norm__jitter_median | bbox_area_ratio__jitter_median | bbox_aspect_ratio__jitter_median | bbox_center_x_norm__jitter_median | bbox_center_y_norm__jitter_median | bbox_width_px__jitter_std | bbox_height_px__jitter_std | bbox_width_norm__jitter_std | bbox_height_norm__jitter_std | bbox_area_ratio__jitter_std | bbox_aspect_ratio__jitter_std | bbox_center_x_norm__jitter_std | bbox_center_y_norm__jitter_std | weather=clear_sky | weather=light_rain | time_of_day=10AM | time_of_day=8PM,6.039632600791548,0.08856872397112382,8.453353537855362,0.9338569469299609,-0.03054808443633427,5,2356.8,6.039620149741454,4.426766213099692,0.08856757514917452,0.06405852344910086,8.452253587565417,0.9338527646400705,-0.03062317941990671,0.07052971693022876,13.667358438375294,17.54186356556658,47.425226097542016,0.5350464034102723,0.803461916421918,0.9692815359357084,0.5344486466332747,0.46555135336672526,300,10,5,sqrt,20260520
geometry_metadata_rf,rf_medium,20,bbox_width_px__jitter_median | bbox_height_px__jitter_median | bbox_width_norm__jitter_median | bbox_height_norm__jitter_median | bbox_area_ratio__jitter_median | bbox_aspect_ratio__jitter_median | bbox_center_x_norm__jitter_median | bbox_center_y_norm__jitter_median | bbox_width_px__jitter_std | bbox_height_px__jitter_std | bbox_width_norm__jitter_std | bbox_height_norm__jitter_std | bbox_area_ratio__jitter_std | bbox_aspect_ratio__jitter_std | bbox_center_x_norm__jitter_std | bbox_center_y_norm__jitter_std | weather=clear_sky | weather=light_rain | time_of_day=10AM | time_of_day=8PM,5.649022024663402,0.08299330674494593,8.028110978620672,0.9403441679620732,-0.06836883200875178,5,2356.8,5.648993360481393,4.0559406096994,0.08299198216407795,0.05788686322314347,8.026167121256249,0.940345277743007,-0.06845649981526869,0.033430985173545126,13.11763578064885,16.701303023727895,47.10210166583547,0.567803808308183,0.8260394611376777,0.9725916966537562,0.5125537824544824,0.46877694959643923,300,16,3,sqrt,20260520
geometry_metadata_rf,rf_deep,20,bbox_width_px__jitter_median | bbox_height_px__jitter_median | bbox_width_norm__jitter_median | bbox_height_norm__jitter_median | bbox_area_ratio__jitter_median | bbox_aspect_ratio__jitter_median | bbox_center_x_norm__jitter_median | bbox_center_y_norm__jitter_median | bbox_width_px__jitter_std | bbox_height_px__jitter_std | bbox_width_norm__jitter_std | bbox_height_norm__jitter_std | bbox_area_ratio__jitter_std | bbox_aspect_ratio__jitter_std | bbox_center_x_norm__jitter_std | bbox_center_y_norm__jitter_std | weather=clear_sky | weather=light_rain | time_of_day=10AM | time_of_day=8PM,5.591192125755071,0.08187492140701834,8.003492863277017,0.9407094749223879,-0.08187031401564111,5,2356.8,5.591165990134466,3.9515218380487895,0.0818736224337536,0.05581546117120055,8.00132400177344,0.9407096971988722,-0.08194478355433177,0.01575661375661248,13.1241907663731,16.79030531187734,47.42807592556986,0.5760345145094817,0.8275668645267485,0.9726758307247121,0.5056850974665728,0.47115062015775644,300,24,2,sqrt,20260520
geometry_metadata_rf,rf_unbounded,20,bbox_width_px__jitter_median | bbox_height_px__jitter_median | bbox_width_norm__jitter_median | bbox_height_norm__jitter_median | bbox_area_ratio__jitter_median | bbox_aspect_ratio__jitter_median | bbox_center_x_norm__jitter_median | bbox_center_y_norm__jitter_median | bbox_width_px__jitter_std | bbox_height_px__jitter_std | bbox_width_norm__jitter_std | bbox_height_norm__jitter_std | bbox_area_ratio__jitter_std | bbox_aspect_ratio__jitter_std | bbox_center_x_norm__jitter_std | bbox_center_y_norm__jitter_std | weather=clear_sky | weather=light_rain | time_of_day=10AM | time_of_day=8PM,5.589080808006568,0.08185684217344431,8.004468235724898,0.9406950227652078,-0.08071201646237307,5,2356.8,5.589057499334846,3.9454606535684738,0.08185556257261313,0.05627840264586777,8.002165937614913,0.9406951835428099,-0.0807812831722291,0.01333333333333293,13.082702315673817,16.857274814055764,47.436502893647784,0.5775609454974576,0.8268863038304382,0.972336451650652,0.5049213060058154,0.4725907558049684,300,,2,sqrt,20260520
raw_depth_geometry_metadata_rf,rf_shallow,21,bbox_only__inner50_median__object_depth__jitter_median | bbox_width_px__jitter_median | bbox_height_px__jitter_median | bbox_width_norm__jitter_median | bbox_height_norm__jitter_median | bbox_area_ratio__jitter_median | bbox_aspect_ratio__jitter_median | bbox_center_x_norm__jitter_median | bbox_center_y_norm__jitter_median | bbox_width_px__jitter_std | bbox_height_px__jitter_std | bbox_width_norm__jitter_std | bbox_height_norm__jitter_std | bbox_area_ratio__jitter_std | bbox_aspect_ratio__jitter_std | bbox_center_x_norm__jitter_std | bbox_center_y_norm__jitter_std | weather=clear_sky | weather=light_rain | time_of_day=10AM | time_of_day=8PM,5.903677988721308,0.085895568915566,8.234201668102717,0.9372419889816085,-0.02321735099866763,5,2356.8,5.903676001178158,4.322539638855228,0.08589456057307951,0.06324266508453322,8.233406885818969,0.9372389546083012,-0.02329703446273086,0.0890372690879424,13.429136621093173,16.997096069910512,44.30531810613974,0.5417512915080444,0.8103352482748729,0.9714857130143517,0.536397182990068,0.4633483640837234,300,10,5,sqrt,20260520
raw_depth_geometry_metadata_rf,rf_medium,21,bbox_only__inner50_median__object_depth__jitter_median | bbox_width_px__jitter_median | bbox_height_px__jitter_median | bbox_width_norm__jitter_median | bbox_height_norm__jitter_median | bbox_area_ratio__jitter_median | bbox_aspect_ratio__jitter_median | bbox_center_x_norm__jitter_median | bbox_center_y_norm__jitter_median | bbox_width_px__jitter_std | bbox_height_px__jitter_std | bbox_width_norm__jitter_std | bbox_height_norm__jitter_std | bbox_area_ratio__jitter_std | bbox_aspect_ratio__jitter_std | bbox_center_x_norm__jitter_std | bbox_center_y_norm__jitter_std | weather=clear_sky | weather=light_rain | time_of_day=10AM | time_of_day=8PM,5.443435080035094,0.07929116089745548,7.69671853275841,0.9451675839919725,-0.04646364913908851,5,2356.8,5.443420638365775,3.96207831225028,0.0792900633551652,0.05617949997069138,7.695540473245201,0.9451673602514976,-0.046557410478190966,0.05061621371177729,12.5855578939497,15.988050732266345,44.746503730215615,0.5779040695648741,0.8370686841242609,0.9761543637191348,0.5204448976129861,0.465383625343703,300,16,3,sqrt,20260520
