model_name,model_family,term,importance_type,importance_value
study06_small_rf,random_forest,bbox_expand_4x__bbox_midpoint__object_depth__jitter_median,feature_importance,0.07341814556009159
study06_small_rf,random_forest,bbox_expand_4x__bbox_mean__object_depth__jitter_median,feature_importance,0.046654196185721405
study06_small_rf,random_forest,bbox_expand_4x__inner50_median__object_depth__jitter_median,feature_importance,0.04755433669820798
study06_small_rf,random_forest,bbox_expand_2x__bbox_midpoint__object_depth__jitter_median,feature_importance,0.08759900706308829
study06_small_rf,random_forest,bbox_expand_2x__bbox_mean__object_depth__jitter_median,feature_importance,0.05267630599034719
study06_small_rf,random_forest,bbox_expand_2x__inner50_median__object_depth__jitter_median,feature_importance,0.05082104225113372
study06_small_rf,random_forest,bbox_expand_1_5x__bbox_midpoint__object_depth__jitter_median,feature_importance,0.12523392280192283
study06_small_rf,random_forest,bbox_expand_1_5x__bbox_mean__object_depth__jitter_median,feature_importance,0.057803555292578655
study06_small_rf,random_forest,bbox_expand_1_5x__inner50_median__object_depth__jitter_median,feature_importance,0.06379186579298331
study06_small_rf,random_forest,bbox_only__bbox_midpoint__object_depth__jitter_median,feature_importance,0.19876078693778673
study06_small_rf,random_forest,bbox_only__bbox_mean__object_depth__jitter_median,feature_importance,0.06718224965526189
study06_small_rf,random_forest,bbox_only__inner50_median__object_depth__jitter_median,feature_importance,0.1285045857708764
