model_name,candidate_name,model_family,term,importance_type,importance_value
raw_depth_only_rf,rf_shallow,random_forest,bbox_only__inner50_median__object_depth__jitter_median,feature_importance,1.0
geometry_metadata_rf,rf_unbounded,random_forest,bbox_width_px__jitter_median,feature_importance,0.15858637872971168
geometry_metadata_rf,rf_unbounded,random_forest,bbox_height_px__jitter_median,feature_importance,0.022523281693204365
geometry_metadata_rf,rf_unbounded,random_forest,bbox_width_norm__jitter_median,feature_importance,0.2056041004580101
geometry_metadata_rf,rf_unbounded,random_forest,bbox_height_norm__jitter_median,feature_importance,0.03983565386508136
geometry_metadata_rf,rf_unbounded,random_forest,bbox_area_ratio__jitter_median,feature_importance,0.0918693338329887
geometry_metadata_rf,rf_unbounded,random_forest,bbox_aspect_ratio__jitter_median,feature_importance,0.007930159415776713
geometry_metadata_rf,rf_unbounded,random_forest,bbox_center_x_norm__jitter_median,feature_importance,0.016598573590111975
geometry_metadata_rf,rf_unbounded,random_forest,bbox_center_y_norm__jitter_median,feature_importance,0.008732678982116639
geometry_metadata_rf,rf_unbounded,random_forest,bbox_width_px__jitter_std,feature_importance,0.048635079452096865
geometry_metadata_rf,rf_unbounded,random_forest,bbox_height_px__jitter_std,feature_importance,0.0030727112071112454
geometry_metadata_rf,rf_unbounded,random_forest,bbox_width_norm__jitter_std,feature_importance,0.08882986482773293
geometry_metadata_rf,rf_unbounded,random_forest,bbox_height_norm__jitter_std,feature_importance,0.007343022450171266
geometry_metadata_rf,rf_unbounded,random_forest,bbox_area_ratio__jitter_std,feature_importance,0.12646396974299867
geometry_metadata_rf,rf_unbounded,random_forest,bbox_aspect_ratio__jitter_std,feature_importance,0.006604838035359549
geometry_metadata_rf,rf_unbounded,random_forest,bbox_center_x_norm__jitter_std,feature_importance,0.13550339551710777
geometry_metadata_rf,rf_unbounded,random_forest,bbox_center_y_norm__jitter_std,feature_importance,0.021387288163900533
geometry_metadata_rf,rf_unbounded,random_forest,weather=clear_sky,feature_importance,0.002423179397308253
geometry_metadata_rf,rf_unbounded,random_forest,weather=light_rain,feature_importance,0.002278759571891657
geometry_metadata_rf,rf_unbounded,random_forest,time_of_day=10AM,feature_importance,0.0028892314065697075
geometry_metadata_rf,rf_unbounded,random_forest,time_of_day=8PM,feature_importance,0.002888499660750059
raw_depth_geometry_metadata_rf,rf_unbounded,random_forest,bbox_only__inner50_median__object_depth__jitter_median,feature_importance,0.01600696514545043
raw_depth_geometry_metadata_rf,rf_unbounded,random_forest,bbox_width_px__jitter_median,feature_importance,0.15540601440227425
raw_depth_geometry_metadata_rf,rf_unbounded,random_forest,bbox_height_px__jitter_median,feature_importance,0.031756293707738394
raw_depth_geometry_metadata_rf,rf_unbounded,random_forest,bbox_width_norm__jitter_median,feature_importance,0.19984161670227238
raw_depth_geometry_metadata_rf,rf_unbounded,random_forest,bbox_height_norm__jitter_median,feature_importance,0.03832309777559301
raw_depth_geometry_metadata_rf,rf_unbounded,random_forest,bbox_area_ratio__jitter_median,feature_importance,0.11125661147503266
raw_depth_geometry_metadata_rf,rf_unbounded,random_forest,bbox_aspect_ratio__jitter_median,feature_importance,0.007790285379556401
raw_depth_geometry_metadata_rf,rf_unbounded,random_forest,bbox_center_x_norm__jitter_median,feature_importance,0.013907659026841606
raw_depth_geometry_metadata_rf,rf_unbounded,random_forest,bbox_center_y_norm__jitter_median,feature_importance,0.0067572456154155035
raw_depth_geometry_metadata_rf,rf_unbounded,random_forest,bbox_width_px__jitter_std,feature_importance,0.042721597974384774
raw_depth_geometry_metadata_rf,rf_unbounded,random_forest,bbox_height_px__jitter_std,feature_importance,0.0030122898885062525
raw_depth_geometry_metadata_rf,rf_unbounded,random_forest,bbox_width_norm__jitter_std,feature_importance,0.06135727953855048
raw_depth_geometry_metadata_rf,rf_unbounded,random_forest,bbox_height_norm__jitter_std,feature_importance,0.01568857305399978
raw_depth_geometry_metadata_rf,rf_unbounded,random_forest,bbox_area_ratio__jitter_std,feature_importance,0.11220882975600488
raw_depth_geometry_metadata_rf,rf_unbounded,random_forest,bbox_aspect_ratio__jitter_std,feature_importance,0.004480395260345151
raw_depth_geometry_metadata_rf,rf_unbounded,random_forest,bbox_center_x_norm__jitter_std,feature_importance,0.14525843729357224
raw_depth_geometry_metadata_rf,rf_unbounded,random_forest,bbox_center_y_norm__jitter_std,feature_importance,0.024700853416982933
raw_depth_geometry_metadata_rf,rf_unbounded,random_forest,weather=clear_sky,feature_importance,0.002259109358509948
raw_depth_geometry_metadata_rf,rf_unbounded,random_forest,weather=light_rain,feature_importance,0.002134688831577441
raw_depth_geometry_metadata_rf,rf_unbounded,random_forest,time_of_day=10AM,feature_importance,0.0025799725775037044
raw_depth_geometry_metadata_rf,rf_unbounded,random_forest,time_of_day=8PM,feature_importance,0.0025521838198876625
small_rf_depth_only_rf,rf_shallow,random_forest,depth_lower_model_prediction,feature_importance,1.0
stacked_rf_depth_geometry_metadata_rf,rf_deep,random_forest,depth_lower_model_prediction,feature_importance,0.01644564281293457
stacked_rf_depth_geometry_metadata_rf,rf_deep,random_forest,bbox_width_px__jitter_median,feature_importance,0.15596400943022642
stacked_rf_depth_geometry_metadata_rf,rf_deep,random_forest,bbox_height_px__jitter_median,feature_importance,0.029753632954449587
stacked_rf_depth_geometry_metadata_rf,rf_deep,random_forest,bbox_width_norm__jitter_median,feature_importance,0.19801802357018056
stacked_rf_depth_geometry_metadata_rf,rf_deep,random_forest,bbox_height_norm__jitter_median,feature_importance,0.036773395905505844
stacked_rf_depth_geometry_metadata_rf,rf_deep,random_forest,bbox_area_ratio__jitter_median,feature_importance,0.11728401512601612
stacked_rf_depth_geometry_metadata_rf,rf_deep,random_forest,bbox_aspect_ratio__jitter_median,feature_importance,0.0072763248674111184
