model_name,split_name,grouping,weather,time_of_day,distance_range,count,mean_true_distance_m,std_true_distance_m,mean_prediction_m,mae,mean_relative_error
bbox_expand_2x__bbox_mean__object_minus_ring_normalized,leave_one_out,distance_range,,,far,24,130.0,14.719601443879744,86.3035844646513,43.696415535348706,0.32801196449110454
bbox_expand_2x__bbox_mean__object_minus_ring_normalized,leave_one_out,distance_range,,,mid,32,85.0,11.180339887498949,76.62939991474383,15.434521363181616,0.18301945501107764
bbox_expand_2x__bbox_mean__object_minus_ring_normalized,leave_one_out,distance_range,,,near,40,40.0,14.142135623730951,72.84804311499803,33.177514340941514,1.0903014471595376
bbox_expand_2x__bbox_mean__object_minus_ring_normalized,leave_one_out,weather__distance_range,clear_sky,,far,12,130.0,14.719601443879744,81.87139399044413,48.12860600955588,0.3597600265782958
bbox_expand_2x__bbox_mean__object_minus_ring_normalized,leave_one_out,weather__distance_range,clear_sky,,mid,16,85.0,11.180339887498949,71.46213169457003,17.279344805037237,0.20743265110205744
bbox_expand_2x__bbox_mean__object_minus_ring_normalized,leave_one_out,weather__distance_range,clear_sky,,near,20,40.0,14.142135623730951,71.80710437463165,31.807104374631667,1.0332253361950012
bbox_expand_2x__bbox_mean__object_minus_ring_normalized,leave_one_out,weather__distance_range,light_rain,,far,12,130.0,14.719601443879744,90.73577493885846,39.264225061141545,0.29626390240391326
bbox_expand_2x__bbox_mean__object_minus_ring_normalized,leave_one_out,weather__distance_range,light_rain,,mid,16,85.0,11.180339887498949,81.79666813491761,13.589697921325996,0.15860625892009786
bbox_expand_2x__bbox_mean__object_minus_ring_normalized,leave_one_out,weather__distance_range,light_rain,,near,20,40.0,14.142135623730951,73.8889818553644,34.547924307251364,1.1473775581240737
bbox_expand_2x__bbox_mean__object_minus_ring_normalized,leave_one_out,time_of_day__distance_range,,10AM,far,12,130.0,14.719601443879744,83.38440447425639,46.61559552574361,0.35389548209716243
bbox_expand_2x__bbox_mean__object_minus_ring_normalized,leave_one_out,time_of_day__distance_range,,10AM,mid,16,85.0,11.180339887498949,69.67349162108556,17.005892224662418,0.2033503571443084
bbox_expand_2x__bbox_mean__object_minus_ring_normalized,leave_one_out,time_of_day__distance_range,,10AM,near,20,40.0,14.142135623730951,71.05763178489062,31.716574236777586,1.0735951900854581
bbox_expand_2x__bbox_mean__object_minus_ring_normalized,leave_one_out,time_of_day__distance_range,,8PM,far,12,130.0,14.719601443879744,89.2227644550462,40.777235544953804,0.3021284468850466
bbox_expand_2x__bbox_mean__object_minus_ring_normalized,leave_one_out,time_of_day__distance_range,,8PM,mid,16,85.0,11.180339887498949,83.58530820840207,13.863150501700815,0.16268855287784684
bbox_expand_2x__bbox_mean__object_minus_ring_normalized,leave_one_out,time_of_day__distance_range,,8PM,near,20,40.0,14.142135623730951,74.63845444510541,34.63845444510544,1.1070077042336168
bbox_expand_2x__bbox_midpoint__object_depth,leave_one_out,weather,clear_sky,,,48,77.5,38.37859646556485,75.1185834095166,28.132432364466712,0.48830263153573883
bbox_expand_2x__bbox_midpoint__object_depth,leave_one_out,weather,light_rain,,,48,77.5,38.37859646556485,79.85931240124883,28.293555410931045,0.5902356468366766
bbox_expand_2x__bbox_midpoint__object_depth,leave_one_out,time_of_day,,10AM,,48,77.5,38.37859646556485,74.69679026713148,28.227702416047432,0.5516562111268414
bbox_expand_2x__bbox_midpoint__object_depth,leave_one_out,time_of_day,,8PM,,48,77.5,38.37859646556485,80.28110554363396,28.198285359350326,0.5268820672455741
bbox_expand_2x__bbox_midpoint__object_depth,leave_one_out,distance_range,,,far,24,130.0,14.719601443879744,88.85794164779715,41.142058352202845,0.3074842045673563
bbox_expand_2x__bbox_midpoint__object_depth,leave_one_out,distance_range,,,mid,32,85.0,11.180339887498949,76.99933758636548,12.788544368973575,0.15071661993938865
bbox_expand_2x__bbox_midpoint__object_depth,leave_one_out,distance_range,,,near,40,40.0,14.142135623730951,71.05923991514783,32.79511482397673,0.9891821153549738
bbox_expand_2x__bbox_midpoint__object_depth,leave_one_out,weather__distance_range,clear_sky,,far,12,130.0,14.719601443879744,85.2113294481248,44.78867055187521,0.33651048653203053
bbox_expand_2x__bbox_midpoint__object_depth,leave_one_out,weather__distance_range,clear_sky,,mid,16,85.0,11.180339887498949,76.25363524160827,12.610824316654474,0.1480928463420646
bbox_expand_2x__bbox_midpoint__object_depth,leave_one_out,weather__distance_range,clear_sky,,near,20,40.0,14.142135623730951,68.15489432067838,30.555975890271412,0.8515457466929034
bbox_expand_2x__bbox_midpoint__object_depth,leave_one_out,weather__distance_range,light_rain,,far,12,130.0,14.719601443879744,92.5045538474695,37.495446152530505,0.27845792260268215
bbox_expand_2x__bbox_midpoint__object_depth,leave_one_out,weather__distance_range,light_rain,,mid,16,85.0,11.180339887498949,77.74503993112272,12.966264421292674,0.1533403935367127
bbox_expand_2x__bbox_midpoint__object_depth,leave_one_out,weather__distance_range,light_rain,,near,20,40.0,14.142135623730951,73.9635855096173,35.034253757682066,1.1268184840170445
bbox_expand_2x__bbox_midpoint__object_depth,leave_one_out,time_of_day__distance_range,,10AM,far,12,130.0,14.719601443879744,89.59827081350267,40.40172918649733,0.30074991728367634
bbox_expand_2x__bbox_midpoint__object_depth,leave_one_out,time_of_day__distance_range,,10AM,mid,16,85.0,11.180339887498949,71.68631973688883,14.836775131818428,0.17504507685399356
bbox_expand_2x__bbox_midpoint__object_depth,leave_one_out,time_of_day__distance_range,,10AM,near,20,40.0,14.142135623730951,68.16427836350289,31.63602818116069,1.0034888948510188
bbox_expand_2x__bbox_midpoint__object_depth,leave_one_out,time_of_day__distance_range,,8PM,far,12,130.0,14.719601443879744,88.11761248209164,41.88238751790837,0.31421849185103623
bbox_expand_2x__bbox_midpoint__object_depth,leave_one_out,time_of_day__distance_range,,8PM,mid,16,85.0,11.180339887498949,82.31235543584215,10.74031360612872,0.12638816302478376
bbox_expand_2x__bbox_midpoint__object_depth,leave_one_out,time_of_day__distance_range,,8PM,near,20,40.0,14.142135623730951,73.9542014667928,33.95420146679278,0.974875335858929
bbox_expand_2x__bbox_midpoint__object_depth_percentile_5_95,leave_one_out,weather,clear_sky,,,48,77.5,38.37859646556485,75.58730537856097,31.304093208319404,0.6006299442247206
bbox_expand_2x__bbox_midpoint__object_depth_percentile_5_95,leave_one_out,weather,light_rain,,,48,77.5,38.37859646556485,79.35185861605339,28.148850249323157,0.581926782084981
bbox_expand_2x__bbox_midpoint__object_depth_percentile_5_95,leave_one_out,time_of_day,,10AM,,48,77.5,38.37859646556485,74.13047367162076,31.144373444611347,0.6164510988734198
bbox_expand_2x__bbox_midpoint__object_depth_percentile_5_95,leave_one_out,time_of_day,,8PM,,48,77.5,38.37859646556485,80.8086903229936,28.30857001303121,0.566105627436282
bbox_expand_2x__bbox_midpoint__object_depth_percentile_5_95,leave_one_out,distance_range,,,far,24,130.0,14.719601443879744,88.55680472467115,41.44319527532887,0.30785622555016007
bbox_expand_2x__bbox_midpoint__object_depth_percentile_5_95,leave_one_out,distance_range,,,mid,32,85.0,11.180339887498949,74.09788414450915,16.203760426058132,0.18712438965114464
bbox_expand_2x__bbox_midpoint__object_depth_percentile_5_95,leave_one_out,distance_range,,,near,40,40.0,14.142135623730951,73.51460664312724,33.51460664312724,1.0846548245206304
bbox_expand_2x__bbox_midpoint__object_depth_percentile_5_95,leave_one_out,weather__distance_range,clear_sky,,far,12,130.0,14.719601443879744,85.67932423165972,44.320675768340294,0.330667576592434
bbox_expand_2x__bbox_midpoint__object_depth_percentile_5_95,leave_one_out,weather__distance_range,clear_sky,,mid,16,85.0,11.180339887498949,69.82632675289352,17.995676589658373,0.20576761694051993
bbox_expand_2x__bbox_midpoint__object_depth_percentile_5_95,leave_one_out,weather__distance_range,clear_sky,,near,20,40.0,14.142135623730951,74.14087696723568,34.14087696723569,1.0784972266314532
bbox_expand_2x__bbox_midpoint__object_depth_percentile_5_95,leave_one_out,weather__distance_range,light_rain,,far,12,130.0,14.719601443879744,91.43428521768254,38.56571478231745,0.28504487450788635
bbox_expand_2x__bbox_midpoint__object_depth_percentile_5_95,leave_one_out,weather__distance_range,light_rain,,mid,16,85.0,11.180339887498949,78.36944153612478,14.411844262457894,0.16848116236176933
bbox_expand_2x__bbox_midpoint__object_depth_percentile_5_95,leave_one_out,weather__distance_range,light_rain,,near,20,40.0,14.142135623730951,72.8883363190188,32.88833631901879,1.0908124224098077
bbox_expand_2x__bbox_midpoint__object_depth_percentile_5_95,leave_one_out,time_of_day__distance_range,,10AM,far,12,130.0,14.719601443879744,83.47219216010193,46.52780783989806,0.3505459769927999
bbox_expand_2x__bbox_midpoint__object_depth_percentile_5_95,leave_one_out,time_of_day__distance_range,,10AM,mid,16,85.0,11.180339887498949,68.9955076394094,17.74549519853406,0.20427022310701565
bbox_expand_2x__bbox_midpoint__object_depth_percentile_5_95,leave_one_out,time_of_day__distance_range,,10AM,near,20,40.0,14.142135623730951,72.63341540430116,32.63341540430117,1.105738872614915
bbox_expand_2x__bbox_midpoint__object_depth_percentile_5_95,leave_one_out,time_of_day__distance_range,,8PM,far,12,130.0,14.719601443879744,93.64141728924032,36.35858271075967,0.2651664741075204
bbox_expand_2x__bbox_midpoint__object_depth_percentile_5_95,leave_one_out,time_of_day__distance_range,,8PM,mid,16,85.0,11.180339887498949,79.20026064960891,14.662025653582212,0.16997855619527363
bbox_expand_2x__bbox_midpoint__object_depth_percentile_5_95,leave_one_out,time_of_day__distance_range,,8PM,near,20,40.0,14.142135623730951,74.39579788195331,34.395797881953314,1.0635707764263456
bbox_expand_2x__bbox_midpoint__object_minus_ring,leave_one_out,weather,clear_sky,,,48,77.5,38.37859646556485,75.65289612837562,28.377148150287184,0.4880761550535058
bbox_expand_2x__bbox_midpoint__object_minus_ring,leave_one_out,weather,light_rain,,,48,77.5,38.37859646556485,79.20042661794504,27.822860897377137,0.5642099115772226
bbox_expand_2x__bbox_midpoint__object_minus_ring,leave_one_out,time_of_day,,10AM,,48,77.5,38.37859646556485,72.58941938729338,28.41536307017417,0.5254966573622534
bbox_expand_2x__bbox_midpoint__object_minus_ring,leave_one_out,time_of_day,,8PM,,48,77.5,38.37859646556485,82.26390335902731,27.78464597749014,0.526789409268475
bbox_expand_2x__bbox_midpoint__object_minus_ring,leave_one_out,distance_range,,,far,24,130.0,14.719601443879744,89.68141920597425,40.31858079402575,0.30121087716115097
bbox_expand_2x__bbox_midpoint__object_minus_ring,leave_one_out,distance_range,,,mid,32,85.0,11.180339887498949,77.63069127357372,14.144222566019813,0.17228143799579454
bbox_expand_2x__bbox_midpoint__object_minus_ring,leave_one_out,distance_range,,,near,40,40.0,14.142135623730951,69.9105827531413,31.93348432796588,0.9441916032635479
bbox_expand_2x__bbox_midpoint__object_minus_ring,leave_one_out,weather__distance_range,clear_sky,,far,12,130.0,14.719601443879744,88.42340190892543,41.57659809107456,0.3098242479521706
bbox_expand_2x__bbox_midpoint__object_minus_ring,leave_one_out,weather__distance_range,clear_sky,,mid,16,85.0,11.180339887498949,74.59945932153666,15.983225159237067,0.19845805767542296
bbox_expand_2x__bbox_midpoint__object_minus_ring,leave_one_out,weather__distance_range,clear_sky,,near,20,40.0,14.142135623730951,68.83334210551689,30.372616578654846,0.8267217772167733
bbox_expand_2x__bbox_midpoint__object_minus_ring,leave_one_out,weather__distance_range,light_rain,,far,12,130.0,14.719601443879744,90.93943650302306,39.06056349697693,0.29259750637013127
bbox_expand_2x__bbox_midpoint__object_minus_ring,leave_one_out,weather__distance_range,light_rain,,mid,16,85.0,11.180339887498949,80.66192322561076,12.305219972802558,0.1461048183161661
bbox_expand_2x__bbox_midpoint__object_minus_ring,leave_one_out,weather__distance_range,light_rain,,near,20,40.0,14.142135623730951,70.98782340076568,33.4943520772769,1.0616614293103226
bbox_expand_2x__bbox_midpoint__object_minus_ring,leave_one_out,time_of_day__distance_range,,10AM,far,12,130.0,14.719601443879744,87.49928007612324,42.50071992387675,0.3194713427117883
bbox_expand_2x__bbox_midpoint__object_minus_ring,leave_one_out,time_of_day__distance_range,,10AM,mid,16,85.0,11.180339887498949,69.8894443687951,16.704748622562274,0.20450148488053543
bbox_expand_2x__bbox_midpoint__object_minus_ring,leave_one_out,time_of_day__distance_range,,10AM,near,20,40.0,14.142135623730951,65.80348298879404,29.332640516042137,0.9059079841379069
bbox_expand_2x__bbox_midpoint__object_minus_ring,leave_one_out,time_of_day__distance_range,,8PM,far,12,130.0,14.719601443879744,91.86355833582525,38.13644166417475,0.2829504116105136
bbox_expand_2x__bbox_midpoint__object_minus_ring,leave_one_out,time_of_day__distance_range,,8PM,mid,16,85.0,11.180339887498949,85.37193817835231,11.583696509477349,0.14006139111105367
bbox_expand_2x__bbox_midpoint__object_minus_ring,leave_one_out,time_of_day__distance_range,,8PM,near,20,40.0,14.142135623730951,74.01768251748854,34.53432813988961,0.9824752223891886
bbox_expand_2x__bbox_midpoint__object_minus_ring_normalized,leave_one_out,weather,clear_sky,,,48,77.5,38.37859646556485,76.40995076721568,32.66212592820151,0.6274759886081608
bbox_expand_2x__bbox_midpoint__object_minus_ring_normalized,leave_one_out,weather,light_rain,,,48,77.5,38.37859646556485,78.37883860715867,29.05251008816063,0.5993353373968949
bbox_expand_2x__bbox_midpoint__object_minus_ring_normalized,leave_one_out,time_of_day,,10AM,,48,77.5,38.37859646556485,74.20498723883856,31.642981431131403,0.6180850173734415
bbox_expand_2x__bbox_midpoint__object_minus_ring_normalized,leave_one_out,time_of_day,,8PM,,48,77.5,38.37859646556485,80.58380213553578,30.071654585230743,0.6087263086316144
bbox_expand_2x__bbox_midpoint__object_minus_ring_normalized,leave_one_out,distance_range,,,far,24,130.0,14.719601443879744,85.48000973052608,44.519990269473915,0.3333549483482803
bbox_expand_2x__bbox_midpoint__object_minus_ring_normalized,leave_one_out,distance_range,,,mid,32,85.0,11.180339887498949,74.11139139634616,14.765028749919736,0.1757182645947834
bbox_expand_2x__bbox_midpoint__object_minus_ring_normalized,leave_one_out,distance_range,,,near,40,40.0,14.142135623730951,75.16942829385661,35.53354605801444,1.131586010521272
bbox_expand_2x__bbox_midpoint__object_minus_ring_normalized,leave_one_out,weather__distance_range,clear_sky,,far,12,130.0,14.719601443879744,84.12081269597279,45.879187304027205,0.3432935841160209
bbox_expand_2x__bbox_midpoint__object_minus_ring_normalized,leave_one_out,weather__distance_range,clear_sky,,mid,16,85.0,11.180339887498949,70.72084727068821,18.15859179760491,0.21784004979238777
bbox_expand_2x__bbox_midpoint__object_minus_ring_normalized,leave_one_out,weather__distance_range,clear_sky,,near,20,40.0,14.142135623730951,76.33471640718335,36.33471640718337,1.1256941823560633
bbox_expand_2x__bbox_midpoint__object_minus_ring_normalized,leave_one_out,weather__distance_range,light_rain,,far,12,130.0,14.719601443879744,86.83920676507937,43.160793234920625,0.3234163125805396
bbox_expand_2x__bbox_midpoint__object_minus_ring_normalized,leave_one_out,weather__distance_range,light_rain,,mid,16,85.0,11.180339887498949,77.50193552200415,11.371465702234563,0.133596479397179
bbox_expand_2x__bbox_midpoint__object_minus_ring_normalized,leave_one_out,weather__distance_range,light_rain,,near,20,40.0,14.142135623730951,74.00414018052986,34.73237570884549,1.137477838686481
bbox_expand_2x__bbox_midpoint__object_minus_ring_normalized,leave_one_out,time_of_day__distance_range,,10AM,far,12,130.0,14.719601443879744,82.76009004295209,47.2399099570479,0.35617802063461146
bbox_expand_2x__bbox_midpoint__object_minus_ring_normalized,leave_one_out,time_of_day__distance_range,,10AM,mid,16,85.0,11.180339887498949,69.04263592133886,17.086459152250992,0.2072311113055705
bbox_expand_2x__bbox_midpoint__object_minus_ring_normalized,leave_one_out,time_of_day__distance_range,,10AM,near,20,40.0,14.142135623730951,73.20180661037018,33.93004213868583,1.1039123402710362
bbox_expand_2x__bbox_midpoint__object_minus_ring_normalized,leave_one_out,time_of_day__distance_range,,8PM,far,12,130.0,14.719601443879744,88.19992941810007,41.80007058189994,0.3105318760619491
bbox_expand_2x__bbox_midpoint__object_minus_ring_normalized,leave_one_out,time_of_day__distance_range,,8PM,mid,16,85.0,11.180339887498949,79.18014687135351,12.44359834758848,0.14420541788399627
bbox_expand_2x__bbox_midpoint__object_minus_ring_normalized,leave_one_out,time_of_day__distance_range,,8PM,near,20,40.0,14.142135623730951,77.13704997734303,37.13704997734303,1.159259680771508
bbox_expand_2x__inner50_median__object_depth,leave_one_out,weather,clear_sky,,,48,77.5,38.37859646556485,75.83362420128749,30.440110653618223,0.5593043598665416
bbox_expand_2x__inner50_median__object_depth,leave_one_out,weather,light_rain,,,48,77.5,38.37859646556485,79.34821210215365,30.837961980742005,0.6529512720142908
bbox_expand_2x__inner50_median__object_depth,leave_one_out,time_of_day,,10AM,,48,77.5,38.37859646556485,76.47265822618067,30.22816996986219,0.612367658145282
bbox_expand_2x__inner50_median__object_depth,leave_one_out,time_of_day,,8PM,,48,77.5,38.37859646556485,78.70917807726049,31.049902664498045,0.5998879737355504
bbox_expand_2x__inner50_median__object_depth,leave_one_out,distance_range,,,far,24,130.0,14.719601443879744,82.36375389440364,47.63624610559636,0.358481293362025
bbox_expand_2x__inner50_median__object_depth,leave_one_out,distance_range,,,mid,32,85.0,11.180339887498949,77.10068111213668,12.240082785312406,0.13957869000053374
bbox_expand_2x__inner50_median__object_depth,leave_one_out,distance_range,,,near,40,40.0,14.142135623730951,75.11940633777786,35.15987326962454,1.1279550302393566
bbox_expand_2x__inner50_median__object_depth,leave_one_out,weather__distance_range,clear_sky,,far,12,130.0,14.719601443879744,79.75967066776722,50.24032933223278,0.3796915616365449
bbox_expand_2x__inner50_median__object_depth,leave_one_out,weather__distance_range,clear_sky,,mid,16,85.0,11.180339887498949,76.40977114436186,12.267569173388148,0.13850571707226397
bbox_expand_2x__inner50_median__object_depth,leave_one_out,weather__distance_range,clear_sky,,near,20,40.0,14.142135623730951,73.01707876694017,33.09801263063356,1.0037109530399615
bbox_expand_2x__inner50_median__object_depth,leave_one_out,weather__distance_range,light_rain,,far,12,130.0,14.719601443879744,84.96783712104009,45.032162878959916,0.3372710250875052
bbox_expand_2x__inner50_median__object_depth,leave_one_out,weather__distance_range,light_rain,,mid,16,85.0,11.180339887498949,77.7915910799115,12.212596397236663,0.14065166292880354
bbox_expand_2x__inner50_median__object_depth,leave_one_out,weather__distance_range,light_rain,,near,20,40.0,14.142135623730951,77.22173390861553,37.22173390861553,1.252199107438752
bbox_expand_2x__inner50_median__object_depth,leave_one_out,time_of_day__distance_range,,10AM,far,12,130.0,14.719601443879744,83.70712702619538,46.29287297380463,0.34700730815509334
bbox_expand_2x__inner50_median__object_depth,leave_one_out,time_of_day__distance_range,,10AM,mid,16,85.0,11.180339887498949,73.73854530777129,12.964603748492168,0.14708711052669163
bbox_expand_2x__inner50_median__object_depth,leave_one_out,time_of_day__distance_range,,10AM,near,20,40.0,14.142135623730951,74.31926728089937,34.40020114459274,1.1438083062342674
bbox_expand_2x__inner50_median__object_depth,leave_one_out,time_of_day__distance_range,,8PM,far,12,130.0,14.719601443879744,81.02038076261192,48.97961923738807,0.36995527856895666
bbox_expand_2x__inner50_median__object_depth,leave_one_out,time_of_day__distance_range,,8PM,mid,16,85.0,11.180339887498949,80.46281691650208,11.515561822132643,0.1320702694743759
bbox_expand_2x__inner50_median__object_depth,leave_one_out,time_of_day__distance_range,,8PM,near,20,40.0,14.142135623730951,75.91954539465632,35.91954539465634,1.112101754244446
bbox_expand_2x__inner50_median__object_depth_percentile_5_95,leave_one_out,weather,clear_sky,,,48,77.5,38.37859646556485,75.32601382842155,31.397062510585567,0.6080880965521882
bbox_expand_2x__inner50_median__object_depth_percentile_5_95,leave_one_out,weather,light_rain,,,48,77.5,38.37859646556485,79.57889173463127,29.920182031712176,0.6259117081870482
bbox_expand_2x__inner50_median__object_depth_percentile_5_95,leave_one_out,time_of_day,,10AM,,48,77.5,38.37859646556485,73.76256910783754,32.09198703975634,0.6425375698781592
bbox_expand_2x__inner50_median__object_depth_percentile_5_95,leave_one_out,time_of_day,,8PM,,48,77.5,38.37859646556485,81.14233645521529,29.225257502541407,0.5914622348610773
bbox_expand_2x__inner50_median__object_depth_percentile_5_95,leave_one_out,distance_range,,,far,24,130.0,14.719601443879744,85.30807015847692,44.69192984152307,0.33452902337887536
bbox_expand_2x__inner50_median__object_depth_percentile_5_95,leave_one_out,distance_range,,,mid,32,85.0,11.180339887498949,75.67246452348121,15.331812365509982,0.17713740430063418
bbox_expand_2x__inner50_median__object_depth_percentile_5_95,leave_one_out,distance_range,,,near,40,40.0,14.142135623730951,74.16307296179225,34.50008565343546,1.138372428219251
bbox_expand_2x__inner50_median__object_depth_percentile_5_95,leave_one_out,weather__distance_range,clear_sky,,far,12,130.0,14.719601443879744,82.8954692362479,47.10453076375208,0.3535493368805093
bbox_expand_2x__inner50_median__object_depth_percentile_5_95,leave_one_out,weather__distance_range,clear_sky,,mid,16,85.0,11.180339887498949,71.18733833112331,16.243688231987235,0.18480313160743583
bbox_expand_2x__inner50_median__object_depth_percentile_5_95,leave_one_out,weather__distance_range,clear_sky,,near,20,40.0,14.142135623730951,74.09528098156431,34.095280981564315,1.0994393243109974
bbox_expand_2x__inner50_median__object_depth_percentile_5_95,leave_one_out,weather__distance_range,light_rain,,far,12,130.0,14.719601443879744,87.72067108070594,42.279328919294045,0.3155087098772415
bbox_expand_2x__inner50_median__object_depth_percentile_5_95,leave_one_out,weather__distance_range,light_rain,,mid,16,85.0,11.180339887498949,80.15759071583912,14.419936499032731,0.1694716769938325
bbox_expand_2x__inner50_median__object_depth_percentile_5_95,leave_one_out,weather__distance_range,light_rain,,near,20,40.0,14.142135623730951,74.23086494202016,34.9048903253066,1.1773055321275048
bbox_expand_2x__inner50_median__object_depth_percentile_5_95,leave_one_out,time_of_day__distance_range,,10AM,far,12,130.0,14.719601443879744,81.22611329461188,48.77388670538812,0.3689040169553204
bbox_expand_2x__inner50_median__object_depth_percentile_5_95,leave_one_out,time_of_day__distance_range,,10AM,mid,16,85.0,11.180339887498949,69.57337346835239,18.0582654769186,0.2094788802881175
bbox_expand_2x__inner50_median__object_depth_percentile_5_95,leave_one_out,time_of_day__distance_range,,10AM,near,20,40.0,14.142135623730951,72.63579910736102,33.30982449064744,1.153164653303896
bbox_expand_2x__inner50_median__object_depth_percentile_5_95,leave_one_out,time_of_day__distance_range,,8PM,far,12,130.0,14.719601443879744,89.39002702234198,40.609972977658025,0.3001540298024304
bbox_expand_2x__inner50_median__object_depth_percentile_5_95,leave_one_out,time_of_day__distance_range,,8PM,mid,16,85.0,11.180339887498949,81.77155557861005,12.605359254101366,0.14479592831315086
bbox_expand_2x__inner50_median__object_depth_percentile_5_95,leave_one_out,time_of_day__distance_range,,8PM,near,20,40.0,14.142135623730951,75.69034681622345,35.690346816223474,1.1235802031346065
bbox_expand_2x__inner50_median__object_minus_ring,leave_one_out,weather,clear_sky,,,48,77.5,38.37859646556485,75.76139406410464,30.05688040103976,0.5466603943402002
bbox_expand_2x__inner50_median__object_minus_ring,leave_one_out,weather,light_rain,,,48,77.5,38.37859646556485,79.09813165506057,28.86717515211356,0.5989485738538972
bbox_expand_2x__inner50_median__object_minus_ring,leave_one_out,time_of_day,,10AM,,48,77.5,38.37859646556485,73.83517219730122,29.7313019862374,0.5812587371527341
bbox_expand_2x__inner50_median__object_minus_ring,leave_one_out,time_of_day,,8PM,,48,77.5,38.37859646556485,81.02435352186399,29.19275356691591,0.5643502310413632
bbox_expand_2x__inner50_median__object_minus_ring,leave_one_out,distance_range,,,far,24,130.0,14.719601443879744,85.17148111030143,44.82851888969858,0.33671046488863127
bbox_expand_2x__inner50_median__object_minus_ring,leave_one_out,distance_range,,,mid,32,85.0,11.180339887498949,77.62406140379565,12.920567726509361,0.15417880988678986
bbox_expand_2x__inner50_median__object_minus_ring,leave_one_out,distance_range,,,near,40,40.0,14.142135623730951,72.62929307378087,33.47530114875734,1.0493614349903062
bbox_expand_2x__inner50_median__object_minus_ring,leave_one_out,weather__distance_range,clear_sky,,far,12,130.0,14.719601443879744,84.24389904277982,45.75610095722018,0.3432328753369191
bbox_expand_2x__inner50_median__object_minus_ring,leave_one_out,weather__distance_range,clear_sky,,mid,16,85.0,11.180339887498949,74.57509244853287,14.868697798674223,0.18032063002835852
bbox_expand_2x__inner50_median__object_minus_ring,leave_one_out,weather__distance_range,clear_sky,,near,20,40.0,14.142135623730951,71.62093236935695,32.78789414922392,0.9617887171916424
bbox_expand_2x__inner50_median__object_minus_ring,leave_one_out,weather__distance_range,light_rain,,far,12,130.0,14.719601443879744,86.099063177823,43.90093682217698,0.3301880544403435
bbox_expand_2x__inner50_median__object_minus_ring,leave_one_out,weather__distance_range,light_rain,,mid,16,85.0,11.180339887498949,80.67303035905846,10.972437654344503,0.12803698974522118
bbox_expand_2x__inner50_median__object_minus_ring,leave_one_out,weather__distance_range,light_rain,,near,20,40.0,14.142135623730951,73.63765377820476,34.162708148290754,1.1369341527889703
bbox_expand_2x__inner50_median__object_minus_ring,leave_one_out,time_of_day__distance_range,,10AM,far,12,130.0,14.719601443879744,83.89406049707797,46.10593950292202,0.3476162498766264
bbox_expand_2x__inner50_median__object_minus_ring,leave_one_out,time_of_day__distance_range,,10AM,mid,16,85.0,11.180339887498949,70.97699739291183,15.393018092831047,0.18473227099820527
bbox_expand_2x__inner50_median__object_minus_ring,leave_one_out,time_of_day__distance_range,,10AM,near,20,40.0,14.142135623730951,70.08637906094665,31.377146590951714,1.038665402442022
bbox_expand_2x__inner50_median__object_minus_ring,leave_one_out,time_of_day__distance_range,,8PM,far,12,130.0,14.719601443879744,86.44890172352486,43.55109827647514,0.32580467990063616
bbox_expand_2x__inner50_median__object_minus_ring,leave_one_out,time_of_day__distance_range,,8PM,mid,16,85.0,11.180339887498949,84.2711254146795,10.448117360187677,0.12362534877537443
bbox_expand_2x__inner50_median__object_minus_ring,leave_one_out,time_of_day__distance_range,,8PM,near,20,40.0,14.142135623730951,75.17220708661506,35.57345570656296,1.0600574675385908
bbox_expand_2x__inner50_median__object_minus_ring_normalized,leave_one_out,weather,clear_sky,,,48,77.5,38.37859646556485,75.95232961039663,32.52080021037459,0.6362059311201865
bbox_expand_2x__inner50_median__object_minus_ring_normalized,leave_one_out,weather,light_rain,,,48,77.5,38.37859646556485,78.82996776576134,29.69451095059149,0.6225329262074286
bbox_expand_2x__inner50_median__object_minus_ring_normalized,leave_one_out,time_of_day,,10AM,,48,77.5,38.37859646556485,73.8010315435417,32.07438239077684,0.6422167804821352
bbox_expand_2x__inner50_median__object_minus_ring_normalized,leave_one_out,time_of_day,,8PM,,48,77.5,38.37859646556485,80.98126583261626,30.14092877018923,0.6165220768454799
bbox_expand_2x__inner50_median__object_minus_ring_normalized,leave_one_out,distance_range,,,far,24,130.0,14.719601443879744,83.72052302164785,46.27947697835214,0.34755528657350937
bbox_expand_2x__inner50_median__object_minus_ring_normalized,leave_one_out,distance_range,,,mid,32,85.0,11.180339887498949,75.32832150448935,14.060293256266913,0.16762734903360937
bbox_expand_2x__inner50_median__object_minus_ring_normalized,leave_one_out,distance_range,,,near,40,40.0,14.142135623730951,75.24378583480934,35.64245260113447,1.167851577622145
bbox_expand_2x__inner50_median__object_minus_ring_normalized,leave_one_out,weather__distance_range,clear_sky,,far,12,130.0,14.719601443879744,82.02542597647255,47.97457402352743,0.36009533521165354
bbox_expand_2x__inner50_median__object_minus_ring_normalized,leave_one_out,weather__distance_range,clear_sky,,mid,16,85.0,11.180339887498949,71.59128568991531,16.834836454558065,0.20295446305851814
bbox_expand_2x__inner50_median__object_minus_ring_normalized,leave_one_out,weather__distance_range,clear_sky,,near,20,40.0,14.142135623730951,75.79730692713609,35.797306927136106,1.148473463114641
