model_name,split_name,grouping,weather,time_of_day,distance_range,count,mean_true_distance_m,std_true_distance_m,mean_prediction_m,mae,mean_relative_error
bbox_expand_4x__bbox_midpoint__object_depth_percentile_5_95,leave_one_out,time_of_day,,10AM,,48,77.5,38.37859646556485,75.25982247258274,31.73104269551638,0.628401308869804
bbox_expand_4x__bbox_midpoint__object_depth_percentile_5_95,leave_one_out,time_of_day,,8PM,,48,77.5,38.37859646556485,79.69646007930747,31.354163925731303,0.6211895749938604
bbox_expand_4x__bbox_midpoint__object_depth_percentile_5_95,leave_one_out,distance_range,,,far,24,130.0,14.719601443879744,84.455676582502,45.54432341749803,0.3414197566038715
bbox_expand_4x__bbox_midpoint__object_depth_percentile_5_95,leave_one_out,distance_range,,,mid,32,85.0,11.180339887498949,75.00475221527543,16.3816531930646,0.18781795640830268
bbox_expand_4x__bbox_midpoint__object_depth_percentile_5_95,leave_one_out,distance_range,,,near,40,40.0,14.142135623730951,75.27033134054672,35.27033134054672,1.1444028415474323
bbox_expand_4x__bbox_midpoint__object_depth_percentile_5_95,leave_one_out,weather__distance_range,clear_sky,,far,12,130.0,14.719601443879744,83.36197805127398,46.63802194872601,0.34679286964596007
bbox_expand_4x__bbox_midpoint__object_depth_percentile_5_95,leave_one_out,weather__distance_range,clear_sky,,mid,16,85.0,11.180339887498949,73.26774361433147,16.432052751315872,0.1884101264446481
bbox_expand_4x__bbox_midpoint__object_depth_percentile_5_95,leave_one_out,weather__distance_range,clear_sky,,near,20,40.0,14.142135623730951,77.67564304652132,37.675643046521316,1.1940656118728472
bbox_expand_4x__bbox_midpoint__object_depth_percentile_5_95,leave_one_out,weather__distance_range,light_rain,,far,12,130.0,14.719601443879744,85.54937511372997,44.45062488627003,0.336046643561783
bbox_expand_4x__bbox_midpoint__object_depth_percentile_5_95,leave_one_out,weather__distance_range,light_rain,,mid,16,85.0,11.180339887498949,76.7417608162194,16.331253634813333,0.18722578637195725
bbox_expand_4x__bbox_midpoint__object_depth_percentile_5_95,leave_one_out,weather__distance_range,light_rain,,near,20,40.0,14.142135623730951,72.86501963457214,32.86501963457212,1.094740071222017
bbox_expand_4x__bbox_midpoint__object_depth_percentile_5_95,leave_one_out,time_of_day__distance_range,,10AM,far,12,130.0,14.719601443879744,83.19234515527141,46.8076548447286,0.3539397203537627
bbox_expand_4x__bbox_midpoint__object_depth_percentile_5_95,leave_one_out,time_of_day__distance_range,,10AM,mid,16,85.0,11.180339887498949,70.7830271834961,17.48520558520412,0.19772081954334053
bbox_expand_4x__bbox_midpoint__object_depth_percentile_5_95,leave_one_out,time_of_day__distance_range,,10AM,near,20,40.0,14.142135623730951,74.08174509423885,34.081745094238855,1.1376226534405993
bbox_expand_4x__bbox_midpoint__object_depth_percentile_5_95,leave_one_out,time_of_day__distance_range,,8PM,far,12,130.0,14.719601443879744,85.71900800973255,44.280991990267445,0.32889979285398036
bbox_expand_4x__bbox_midpoint__object_depth_percentile_5_95,leave_one_out,time_of_day__distance_range,,8PM,mid,16,85.0,11.180339887498949,79.22647724705476,15.278100800925085,0.17791509327326482
bbox_expand_4x__bbox_midpoint__object_depth_percentile_5_95,leave_one_out,time_of_day__distance_range,,8PM,near,20,40.0,14.142135623730951,76.4589175868546,36.45891758685458,1.1511830296542649
bbox_expand_4x__bbox_midpoint__object_minus_ring,leave_one_out,weather,clear_sky,,,48,77.5,38.37859646556485,76.11618944575345,29.84198529951274,0.5343400474366877
bbox_expand_4x__bbox_midpoint__object_minus_ring,leave_one_out,weather,light_rain,,,48,77.5,38.37859646556485,78.81081357988698,30.532893114978336,0.5914083490297731
bbox_expand_4x__bbox_midpoint__object_minus_ring,leave_one_out,time_of_day,,10AM,,48,77.5,38.37859646556485,73.77393780238884,30.63753950413238,0.5388308124455871
bbox_expand_4x__bbox_midpoint__object_minus_ring,leave_one_out,time_of_day,,8PM,,48,77.5,38.37859646556485,81.15306522325159,29.73733891035869,0.5869175840208739
bbox_expand_4x__bbox_midpoint__object_minus_ring,leave_one_out,distance_range,,,far,24,130.0,14.719601443879744,85.47538722096535,44.52461277903465,0.3346224047729753
bbox_expand_4x__bbox_midpoint__object_minus_ring,leave_one_out,distance_range,,,mid,32,85.0,11.180339887498949,76.81173152496595,15.011758537148499,0.17866348038295105
bbox_expand_4x__bbox_midpoint__object_minus_ring,leave_one_out,distance_range,,,near,40,40.0,14.142135623730951,73.17778607821654,33.7256796002497,1.0071938485896073
bbox_expand_4x__bbox_midpoint__object_minus_ring,leave_one_out,weather__distance_range,clear_sky,,far,12,130.0,14.719601443879744,85.29884260378415,44.70115739621585,0.3345852625578581
bbox_expand_4x__bbox_midpoint__object_minus_ring,leave_one_out,weather__distance_range,clear_sky,,mid,16,85.0,11.180339887498949,75.29173963292453,15.54765729479577,0.18759396854058322
bbox_expand_4x__bbox_midpoint__object_minus_ring,leave_one_out,weather__distance_range,clear_sky,,near,20,40.0,14.142135623730951,71.26615740119814,32.36194444526444,0.9315897814808691
bbox_expand_4x__bbox_midpoint__object_minus_ring,leave_one_out,weather__distance_range,light_rain,,far,12,130.0,14.719601443879744,85.65193183814655,44.34806816185344,0.33465954698809247
bbox_expand_4x__bbox_midpoint__object_minus_ring,leave_one_out,weather__distance_range,light_rain,,mid,16,85.0,11.180339887498949,78.33172341700737,14.47585977950123,0.16973299222531882
bbox_expand_4x__bbox_midpoint__object_minus_ring,leave_one_out,weather__distance_range,light_rain,,near,20,40.0,14.142135623730951,75.08941475523497,35.089414755234955,1.0827979156983452
bbox_expand_4x__bbox_midpoint__object_minus_ring,leave_one_out,time_of_day__distance_range,,10AM,far,12,130.0,14.719601443879744,83.93709036804766,46.06290963195235,0.3481112349457309
bbox_expand_4x__bbox_midpoint__object_minus_ring,leave_one_out,time_of_day__distance_range,,10AM,mid,16,85.0,11.180339887498949,70.17784454482036,17.804551397039575,0.210477147582189
bbox_expand_4x__bbox_midpoint__object_minus_ring,leave_one_out,time_of_day__distance_range,,10AM,near,20,40.0,14.142135623730951,70.55292086904835,31.648707913114652,0.9159454908362191
bbox_expand_4x__bbox_midpoint__object_minus_ring,leave_one_out,time_of_day__distance_range,,8PM,far,12,130.0,14.719601443879744,87.01368407388304,42.98631592611695,0.3211335746002197
bbox_expand_4x__bbox_midpoint__object_minus_ring,leave_one_out,time_of_day__distance_range,,8PM,mid,16,85.0,11.180339887498949,83.44561850511155,12.218965677257428,0.14684981318371304
bbox_expand_4x__bbox_midpoint__object_minus_ring,leave_one_out,time_of_day__distance_range,,8PM,near,20,40.0,14.142135623730951,75.80265128738475,35.80265128738474,1.098442206342995
bbox_expand_4x__bbox_midpoint__object_minus_ring_normalized,leave_one_out,weather,clear_sky,,,48,77.5,38.37859646556485,77.65060143253594,32.44912807472735,0.6491967379217822
bbox_expand_4x__bbox_midpoint__object_minus_ring_normalized,leave_one_out,weather,light_rain,,,48,77.5,38.37859646556485,76.71912378096594,32.78085618067771,0.65252646771262
bbox_expand_4x__bbox_midpoint__object_minus_ring_normalized,leave_one_out,time_of_day,,10AM,,48,77.5,38.37859646556485,74.832848095644,32.88022146778584,0.6383975847059377
bbox_expand_4x__bbox_midpoint__object_minus_ring_normalized,leave_one_out,time_of_day,,8PM,,48,77.5,38.37859646556485,79.53687711785788,32.34976278761922,0.6633256209284646
bbox_expand_4x__bbox_midpoint__object_minus_ring_normalized,leave_one_out,distance_range,,,far,24,130.0,14.719601443879744,81.4807987345902,48.519201265409805,0.3654953724649888
bbox_expand_4x__bbox_midpoint__object_minus_ring_normalized,leave_one_out,distance_range,,,mid,32,85.0,11.180339887498949,74.3464401501376,15.331325595612222,0.17278741668455927
bbox_expand_4x__bbox_midpoint__object_minus_ring_normalized,leave_one_out,distance_range,,,near,40,40.0,14.142135623730951,76.87803889533807,36.8993998707504,1.204540689934642
bbox_expand_4x__bbox_midpoint__object_minus_ring_normalized,leave_one_out,weather__distance_range,clear_sky,,far,12,130.0,14.719601443879744,81.40183558406544,48.59816441593457,0.3657021166650238
bbox_expand_4x__bbox_midpoint__object_minus_ring_normalized,leave_one_out,weather__distance_range,clear_sky,,mid,16,85.0,11.180339887498949,75.04260574466099,14.040939047333389,0.15897197336277416
bbox_expand_4x__bbox_midpoint__object_minus_ring_normalized,leave_one_out,weather__distance_range,clear_sky,,near,20,40.0,14.142135623730951,77.48625749191818,37.48625749191818,1.2114733223230438
bbox_expand_4x__bbox_midpoint__object_minus_ring_normalized,leave_one_out,weather__distance_range,light_rain,,far,12,130.0,14.719601443879744,81.55976188511495,48.440238114885055,0.3652886282649539
bbox_expand_4x__bbox_midpoint__object_minus_ring_normalized,leave_one_out,weather__distance_range,light_rain,,mid,16,85.0,11.180339887498949,73.65027455561419,16.621712143891056,0.1866028600063444
bbox_expand_4x__bbox_midpoint__object_minus_ring_normalized,leave_one_out,weather__distance_range,light_rain,,near,20,40.0,14.142135623730951,76.26982029875798,36.31254224958262,1.19760805754624
bbox_expand_4x__bbox_midpoint__object_minus_ring_normalized,leave_one_out,time_of_day__distance_range,,10AM,far,12,130.0,14.719601443879744,80.64994907257612,49.350050927423894,0.3725398596525054
bbox_expand_4x__bbox_midpoint__object_minus_ring_normalized,leave_one_out,time_of_day__distance_range,,10AM,mid,16,85.0,11.180339887498949,69.91759510178,17.481236388538854,0.19393638839304778
bbox_expand_4x__bbox_midpoint__object_minus_ring_normalized,leave_one_out,time_of_day__distance_range,,10AM,near,20,40.0,14.142135623730951,75.27478990457594,35.31751185540058,1.1534811767883089
bbox_expand_4x__bbox_midpoint__object_minus_ring_normalized,leave_one_out,time_of_day__distance_range,,8PM,far,12,130.0,14.719601443879744,82.31164839660428,47.68835160339572,0.3584508852774722
bbox_expand_4x__bbox_midpoint__object_minus_ring_normalized,leave_one_out,time_of_day__distance_range,,8PM,mid,16,85.0,11.180339887498949,78.77528519849518,13.181414802685591,0.15163844497607076
bbox_expand_4x__bbox_midpoint__object_minus_ring_normalized,leave_one_out,time_of_day__distance_range,,8PM,near,20,40.0,14.142135623730951,78.4812878861002,38.48128788610021,1.255600203080975
bbox_expand_4x__inner50_median__object_depth,leave_one_out,weather,clear_sky,,,48,77.5,38.37859646556485,75.59416087770161,31.46744788658603,0.5819254694263518
bbox_expand_4x__inner50_median__object_depth,leave_one_out,weather,light_rain,,,48,77.5,38.37859646556485,79.4361830425453,30.92691440873148,0.6396858474765948
bbox_expand_4x__inner50_median__object_depth,leave_one_out,time_of_day,,10AM,,48,77.5,38.37859646556485,75.92490892314284,29.2872002081522,0.5690945924252396
bbox_expand_4x__inner50_median__object_depth,leave_one_out,time_of_day,,8PM,,48,77.5,38.37859646556485,79.10543499710407,33.107162087165314,0.652516724477707
bbox_expand_4x__inner50_median__object_depth,leave_one_out,distance_range,,,far,24,130.0,14.719601443879744,79.31007247690415,50.68992752309584,0.38082009918464604
bbox_expand_4x__inner50_median__object_depth,leave_one_out,distance_range,,,mid,32,85.0,11.180339887498949,79.1975180496002,11.708654327562336,0.1369459866972445
bbox_expand_4x__inner50_median__object_depth,leave_one_out,distance_range,,,near,40,40.0,14.142135623730951,75.09235477847365,35.092354778473634,1.1278847314149527
bbox_expand_4x__inner50_median__object_depth,leave_one_out,weather__distance_range,clear_sky,,far,12,130.0,14.719601443879744,76.3319919207408,53.66800807925919,0.402925185123207
bbox_expand_4x__inner50_median__object_depth,leave_one_out,weather__distance_range,clear_sky,,mid,16,85.0,11.180339887498949,77.8177076271813,12.435556534945766,0.14295414272171458
bbox_expand_4x__inner50_median__object_depth,leave_one_out,weather__distance_range,clear_sky,,near,20,40.0,14.142135623730951,73.37262485229435,33.37262485229434,1.0405027013719486
bbox_expand_4x__inner50_median__object_depth,leave_one_out,weather__distance_range,light_rain,,far,12,130.0,14.719601443879744,82.2881530330675,47.71184696693249,0.35871501324608507
bbox_expand_4x__inner50_median__object_depth,leave_one_out,weather__distance_range,light_rain,,mid,16,85.0,11.180339887498949,80.5773284720191,10.981752120178903,0.13093783067277445
bbox_expand_4x__inner50_median__object_depth,leave_one_out,weather__distance_range,light_rain,,near,20,40.0,14.142135623730951,76.81208470465293,36.81208470465293,1.2152667614579569
bbox_expand_4x__inner50_median__object_depth,leave_one_out,time_of_day__distance_range,,10AM,far,12,130.0,14.719601443879744,80.62988656743802,49.370113432561986,0.3722946131148858
bbox_expand_4x__inner50_median__object_depth,leave_one_out,time_of_day__distance_range,,10AM,mid,16,85.0,11.180339887498949,77.21430794256497,10.746011648750086,0.12227742806246589
bbox_expand_4x__inner50_median__object_depth,leave_one_out,time_of_day__distance_range,,10AM,near,20,40.0,14.142135623730951,72.07040312102804,32.07040312102803,1.0446283115016708
bbox_expand_4x__inner50_median__object_depth,leave_one_out,time_of_day__distance_range,,8PM,far,12,130.0,14.719601443879744,77.99025838637029,52.00974161362972,0.3893455852544063
bbox_expand_4x__inner50_median__object_depth,leave_one_out,time_of_day__distance_range,,8PM,mid,16,85.0,11.180339887498949,81.18072815663544,12.671297006374584,0.15161454533202318
bbox_expand_4x__inner50_median__object_depth,leave_one_out,time_of_day__distance_range,,8PM,near,20,40.0,14.142135623730951,78.11430643591925,38.11430643591924,1.2111411513282344
bbox_expand_4x__inner50_median__object_depth_percentile_5_95,leave_one_out,weather,clear_sky,,,48,77.5,38.37859646556485,77.73575168907108,32.904735763551756,0.6612616800161163
bbox_expand_4x__inner50_median__object_depth_percentile_5_95,leave_one_out,weather,light_rain,,,48,77.5,38.37859646556485,77.15857187072676,30.837931936049984,0.6250358960711754
bbox_expand_4x__inner50_median__object_depth_percentile_5_95,leave_one_out,time_of_day,,10AM,,48,77.5,38.37859646556485,75.24083959219122,31.95747438643588,0.6417547347801338
bbox_expand_4x__inner50_median__object_depth_percentile_5_95,leave_one_out,time_of_day,,8PM,,48,77.5,38.37859646556485,79.65348396760662,31.78519331316586,0.644542841307158
bbox_expand_4x__inner50_median__object_depth_percentile_5_95,leave_one_out,distance_range,,,far,24,130.0,14.719601443879744,82.41161702919366,47.58838297080634,0.35730276075234385
bbox_expand_4x__inner50_median__object_depth_percentile_5_95,leave_one_out,distance_range,,,mid,32,85.0,11.180339887498949,75.31654658606487,14.70648833956121,0.16685347462129452
bbox_expand_4x__inner50_median__object_depth_percentile_5_95,leave_one_out,distance_range,,,near,40,40.0,14.142135623730951,76.17298078538931,36.17298078538932,1.195692655156308
bbox_expand_4x__inner50_median__object_depth_percentile_5_95,leave_one_out,weather__distance_range,clear_sky,,far,12,130.0,14.719601443879744,81.79375553627882,48.20624446372116,0.3594001272226716
bbox_expand_4x__inner50_median__object_depth_percentile_5_95,leave_one_out,weather__distance_range,clear_sky,,mid,16,85.0,11.180339887498949,73.99698244346905,14.69456797132936,0.16616501321829974
bbox_expand_4x__inner50_median__object_depth_percentile_5_95,leave_one_out,weather__distance_range,clear_sky,,near,20,40.0,14.142135623730951,78.29196477722803,38.29196477722803,1.2384559451304362
bbox_expand_4x__inner50_median__object_depth_percentile_5_95,leave_one_out,weather__distance_range,light_rain,,far,12,130.0,14.719601443879744,83.02947852210849,46.97052147789151,0.3552053942820162
bbox_expand_4x__inner50_median__object_depth_percentile_5_95,leave_one_out,weather__distance_range,light_rain,,mid,16,85.0,11.180339887498949,76.6361107286607,14.71840870779306,0.16754193602428932
bbox_expand_4x__inner50_median__object_depth_percentile_5_95,leave_one_out,weather__distance_range,light_rain,,near,20,40.0,14.142135623730951,74.05399679355061,34.05399679355061,1.15292936518218
bbox_expand_4x__inner50_median__object_depth_percentile_5_95,leave_one_out,time_of_day__distance_range,,10AM,far,12,130.0,14.719601443879744,81.7625136623388,48.237486337661174,0.3648002247304904
bbox_expand_4x__inner50_median__object_depth_percentile_5_95,leave_one_out,time_of_day__distance_range,,10AM,mid,16,85.0,11.180339887498949,71.21471914680151,16.50839402304372,0.18535437401455956
bbox_expand_4x__inner50_median__object_depth_percentile_5_95,leave_one_out,time_of_day__distance_range,,10AM,near,20,40.0,14.142135623730951,74.54873150641443,34.548731506414434,1.1730477294223793
bbox_expand_4x__inner50_median__object_depth_percentile_5_95,leave_one_out,time_of_day__distance_range,,8PM,far,12,130.0,14.719601443879744,83.06072039604851,46.93927960395149,0.3498052967741975
bbox_expand_4x__inner50_median__object_depth_percentile_5_95,leave_one_out,time_of_day__distance_range,,8PM,mid,16,85.0,11.180339887498949,79.41837402532823,12.904582656078698,0.14835257522802947
bbox_expand_4x__inner50_median__object_depth_percentile_5_95,leave_one_out,time_of_day__distance_range,,8PM,near,20,40.0,14.142135623730951,77.7972300643642,37.7972300643642,1.218337580890237
bbox_expand_4x__inner50_median__object_minus_ring,leave_one_out,weather,clear_sky,,,48,77.5,38.37859646556485,76.38378868972325,31.419023298390954,0.6028292215976038
bbox_expand_4x__inner50_median__object_minus_ring,leave_one_out,weather,light_rain,,,48,77.5,38.37859646556485,78.54224827845134,31.53269809510161,0.6260145171312863
bbox_expand_4x__inner50_median__object_minus_ring,leave_one_out,time_of_day,,10AM,,48,77.5,38.37859646556485,74.46068097974423,31.867006719816477,0.5986529078759945
bbox_expand_4x__inner50_median__object_minus_ring,leave_one_out,time_of_day,,8PM,,48,77.5,38.37859646556485,80.46535598843036,31.08471467367609,0.6301908308528956
bbox_expand_4x__inner50_median__object_minus_ring,leave_one_out,distance_range,,,far,24,130.0,14.719601443879744,82.75998322280542,47.240016777194576,0.3557612929956973
bbox_expand_4x__inner50_median__object_minus_ring,leave_one_out,distance_range,,,mid,32,85.0,11.180339887498949,76.2059249720797,14.20255214401703,0.1659250492446185
bbox_expand_4x__inner50_median__object_minus_ring,leave_one_out,distance_range,,,near,40,40.0,14.142135623730951,75.29051445046248,35.836013890660695,1.1284156712815547
bbox_expand_4x__inner50_median__object_minus_ring,leave_one_out,weather__distance_range,clear_sky,,far,12,130.0,14.719601443879744,82.89236907608117,47.10763092391884,0.35364945933347736
bbox_expand_4x__inner50_median__object_minus_ring,leave_one_out,weather__distance_range,clear_sky,,mid,16,85.0,11.180339887498949,74.58949566350134,15.170004503130665,0.1801153817319752
bbox_expand_4x__inner50_median__object_minus_ring,leave_one_out,weather__distance_range,clear_sky,,near,20,40.0,14.142135623730951,73.91407487888604,35.00507375928245,1.0905081508485825
bbox_expand_4x__inner50_median__object_minus_ring,leave_one_out,weather__distance_range,light_rain,,far,12,130.0,14.719601443879744,82.62759736952968,47.37240263047031,0.3578731266579173
bbox_expand_4x__inner50_median__object_minus_ring,leave_one_out,weather__distance_range,light_rain,,mid,16,85.0,11.180339887498949,77.82235428065806,13.235099784903397,0.15173471675726186
bbox_expand_4x__inner50_median__object_minus_ring,leave_one_out,weather__distance_range,light_rain,,near,20,40.0,14.142135623730951,76.66695402203895,36.66695402203895,1.1663231917145271
bbox_expand_4x__inner50_median__object_minus_ring,leave_one_out,time_of_day__distance_range,,10AM,far,12,130.0,14.719601443879744,81.75742716121069,48.24257283878932,0.36505577739951284
bbox_expand_4x__inner50_median__object_minus_ring,leave_one_out,time_of_day__distance_range,,10AM,mid,16,85.0,11.180339887498949,70.79792574087729,16.789295102414556,0.19577079834289418
bbox_expand_4x__inner50_median__object_minus_ring,leave_one_out,time_of_day__distance_range,,10AM,near,20,40.0,14.142135623730951,73.0128374619579,34.103836342354306,1.061116873788364
bbox_expand_4x__inner50_median__object_minus_ring,leave_one_out,time_of_day__distance_range,,8PM,far,12,130.0,14.719601443879744,83.76253928440015,46.237460715599845,0.3464668085918819
bbox_expand_4x__inner50_median__object_minus_ring,leave_one_out,time_of_day__distance_range,,8PM,mid,16,85.0,11.180339887498949,81.61392420328211,11.615809185619504,0.13607930014634287
bbox_expand_4x__inner50_median__object_minus_ring,leave_one_out,time_of_day__distance_range,,8PM,near,20,40.0,14.142135623730951,77.5681914389671,37.5681914389671,1.1957144687747459
bbox_expand_4x__inner50_median__object_minus_ring_normalized,leave_one_out,weather,clear_sky,,,48,77.5,38.37859646556485,77.64377490050053,32.70475491066629,0.6679165028418442
bbox_expand_4x__inner50_median__object_minus_ring_normalized,leave_one_out,weather,light_rain,,,48,77.5,38.37859646556485,76.7473849805764,32.9605371327794,0.6608492044292912
bbox_expand_4x__inner50_median__object_minus_ring_normalized,leave_one_out,time_of_day,,10AM,,48,77.5,38.37859646556485,75.40356593592963,33.128018021647016,0.6592500846786641
bbox_expand_4x__inner50_median__object_minus_ring_normalized,leave_one_out,time_of_day,,8PM,,48,77.5,38.37859646556485,78.9875939451473,32.53727402179868,0.6695156225924715
bbox_expand_4x__inner50_median__object_minus_ring_normalized,leave_one_out,distance_range,,,far,24,130.0,14.719601443879744,80.00047074367906,49.99952925632093,0.3769850404838655
bbox_expand_4x__inner50_median__object_minus_ring_normalized,leave_one_out,distance_range,,,mid,32,85.0,11.180339887498949,74.69862575811756,14.11053011718932,0.15764619614249908
bbox_expand_4x__inner50_median__object_minus_ring_normalized,leave_one_out,distance_range,,,near,40,40.0,14.142135623730951,77.51020880459082,37.51020880459082,1.2422108675210441
bbox_expand_4x__inner50_median__object_minus_ring_normalized,leave_one_out,weather__distance_range,clear_sky,,far,12,130.0,14.719601443879744,80.00762939328067,49.99237060671934,0.3766003267676697
bbox_expand_4x__inner50_median__object_minus_ring_normalized,leave_one_out,weather__distance_range,clear_sky,,mid,16,85.0,11.180339887498949,75.36001423304344,13.054398353461718,0.1465897092587732
bbox_expand_4x__inner50_median__object_minus_ring_normalized,leave_one_out,weather__distance_range,clear_sky,,near,20,40.0,14.142135623730951,78.05247073879812,38.052470738798114,1.2597676433528062
bbox_expand_4x__inner50_median__object_minus_ring_normalized,leave_one_out,weather__distance_range,light_rain,,far,12,130.0,14.719601443879744,79.99331209407747,50.00668790592254,0.37736975420006114
bbox_expand_4x__inner50_median__object_minus_ring_normalized,leave_one_out,weather__distance_range,light_rain,,mid,16,85.0,11.180339887498949,74.03723728319167,15.166661880916923,0.168702683026225
bbox_expand_4x__inner50_median__object_minus_ring_normalized,leave_one_out,weather__distance_range,light_rain,,near,20,40.0,14.142135623730951,76.96794687038351,36.96794687038351,1.2246540916892823
bbox_expand_4x__inner50_median__object_minus_ring_normalized,leave_one_out,time_of_day__distance_range,,10AM,far,12,130.0,14.719601443879744,79.42698418890602,50.573015811093995,0.381959310237675
bbox_expand_4x__inner50_median__object_minus_ring_normalized,leave_one_out,time_of_day__distance_range,,10AM,mid,16,85.0,11.180339887498949,71.15189130872282,15.965723849234,0.17626937907450724
bbox_expand_4x__inner50_median__object_minus_ring_normalized,leave_one_out,time_of_day__distance_range,,10AM,near,20,40.0,14.142135623730951,76.39085468590923,36.39085468590925,1.2120091138265825
bbox_expand_4x__inner50_median__object_minus_ring_normalized,leave_one_out,time_of_day__distance_range,,8PM,far,12,130.0,14.719601443879744,80.57395729845211,49.426042701547885,0.3720107707300559
bbox_expand_4x__inner50_median__object_minus_ring_normalized,leave_one_out,time_of_day__distance_range,,8PM,mid,16,85.0,11.180339887498949,78.2453602075123,12.255336385144641,0.13902301321049093
bbox_expand_4x__inner50_median__object_minus_ring_normalized,leave_one_out,time_of_day__distance_range,,8PM,near,20,40.0,14.142135623730951,78.6295629232724,38.62956292327239,1.2724126212155054
bbox_only__bbox_mean__object_depth,leave_one_out,weather,clear_sky,,,48,77.5,38.37859646556485,78.41082045077428,31.591743384705993,0.6399498802230799
bbox_only__bbox_mean__object_depth,leave_one_out,weather,light_rain,,,48,77.5,38.37859646556485,76.85200315638734,32.73232493050681,0.6406536617406663
bbox_only__bbox_mean__object_depth,leave_one_out,time_of_day,,10AM,,48,77.5,38.37859646556485,74.86386922871067,32.84168048109666,0.640659300019924
bbox_only__bbox_mean__object_depth,leave_one_out,time_of_day,,8PM,,48,77.5,38.37859646556485,80.39895437845094,31.48238783411614,0.639944241943822
bbox_only__bbox_mean__object_depth,leave_one_out,distance_range,,,far,24,130.0,14.719601443879744,77.97661961280144,52.02338038719856,0.39106722972489566
bbox_only__bbox_mean__object_depth,leave_one_out,distance_range,,,mid,32,85.0,11.180339887498949,79.55500399520284,12.611800476481779,0.14394953576740627
bbox_only__bbox_mean__object_depth,leave_one_out,distance_range,,,near,40,40.0,14.142135623730951,75.8854133647508,35.885413364750804,1.186924283907633
bbox_only__bbox_mean__object_depth,leave_one_out,weather__distance_range,clear_sky,,far,12,130.0,14.719601443879744,79.39763885395674,50.60236114604326,0.38059558683782124
bbox_only__bbox_mean__object_depth,leave_one_out,weather__distance_range,clear_sky,,mid,16,85.0,11.180339887498949,80.02873555937131,11.167962642101548,0.12706561067435285
bbox_only__bbox_mean__object_depth,leave_one_out,weather__distance_range,clear_sky,,near,20,40.0,14.142135623730951,76.5243973219872,36.524397321987195,1.2058698718932166
bbox_only__bbox_mean__object_depth,leave_one_out,weather__distance_range,light_rain,,far,12,130.0,14.719601443879744,76.55560037164615,53.44439962835386,0.40153887261197013
bbox_only__bbox_mean__object_depth,leave_one_out,weather__distance_range,light_rain,,mid,16,85.0,11.180339887498949,79.08127243103436,14.055638310862008,0.1608334608604597
bbox_only__bbox_mean__object_depth,leave_one_out,weather__distance_range,light_rain,,near,20,40.0,14.142135623730951,75.2464294075144,35.24642940751442,1.1679786959220493
bbox_only__bbox_mean__object_depth,leave_one_out,time_of_day__distance_range,,10AM,far,12,130.0,14.719601443879744,73.88025893001348,56.119741069986524,0.42315182664806533
bbox_only__bbox_mean__object_depth,leave_one_out,time_of_day__distance_range,,10AM,mid,16,85.0,11.180339887498949,76.01805762446725,13.271879776645406,0.14588636844590247
bbox_only__bbox_mean__object_depth,leave_one_out,time_of_day__distance_range,,10AM,near,20,40.0,14.142135623730951,74.53068469132376,34.530684691323756,1.1669821293022566
bbox_only__bbox_mean__object_depth,leave_one_out,time_of_day__distance_range,,8PM,far,12,130.0,14.719601443879744,82.0729802955894,47.92701970441058,0.3589826328017261
bbox_only__bbox_mean__object_depth,leave_one_out,time_of_day__distance_range,,8PM,mid,16,85.0,11.180339887498949,83.09195036593843,11.951721176318152,0.14201270308891006
bbox_only__bbox_mean__object_depth,leave_one_out,time_of_day__distance_range,,8PM,near,20,40.0,14.142135623730951,77.24014203817784,37.24014203817786,1.2068664385130092
bbox_only__bbox_mean__object_depth_percentile_5_95,leave_one_out,weather,clear_sky,,,48,77.5,38.37859646556485,78.46562171740018,33.0831954352464,0.6636861662136956
bbox_only__bbox_mean__object_depth_percentile_5_95,leave_one_out,weather,light_rain,,,48,77.5,38.37859646556485,76.86046559110785,32.81581146871409,0.6604312882874602
bbox_only__bbox_mean__object_depth_percentile_5_95,leave_one_out,time_of_day,,10AM,,48,77.5,38.37859646556485,77.42094312245241,32.43408180145007,0.6515760856272166
bbox_only__bbox_mean__object_depth_percentile_5_95,leave_one_out,time_of_day,,8PM,,48,77.5,38.37859646556485,77.90514418605564,33.46492510251043,0.6725413688739392
bbox_only__bbox_mean__object_depth_percentile_5_95,leave_one_out,distance_range,,,far,24,130.0,14.719601443879744,77.12642909861479,52.8735709013852,0.39987813505700975
bbox_only__bbox_mean__object_depth_percentile_5_95,leave_one_out,distance_range,,,mid,32,85.0,11.180339887498949,77.33123569211148,11.380258733212345,0.12651419786413753
bbox_only__bbox_mean__object_depth_percentile_5_95,leave_one_out,distance_range,,,near,40,40.0,14.142135623730951,78.2504587573516,38.25045875735159,1.247802706075871
bbox_only__bbox_mean__object_depth_percentile_5_95,leave_one_out,weather__distance_range,clear_sky,,far,12,130.0,14.719601443879744,77.99575220611727,52.00424779388273,0.3928042287657301
bbox_only__bbox_mean__object_depth_percentile_5_95,leave_one_out,weather__distance_range,clear_sky,,mid,16,85.0,11.180339887498949,78.60777243472577,11.954121897440341,0.13459991970264945
bbox_only__bbox_mean__object_depth_percentile_5_95,leave_one_out,weather__distance_range,clear_sky,,near,20,40.0,14.142135623730951,78.63382285030946,38.633822850309464,1.2494843258913118
