method_id,context_window,aggregation_method,score_field,count,pearson_correlation,spearman_correlation,loocv_mae,loocv_median_absolute_error,loocv_mean_relative_error,loocv_median_relative_error,loocv_rmse,loocv_r2,loocv_mean_signed_error,loocv_median_signed_error,loocv_p90_absolute_error,loocv_p95_absolute_error,loocv_max_absolute_error,loocv_within_5m_rate,loocv_within_10m_rate,loocv_within_20m_rate,loocv_overprediction_rate,loocv_underprediction_rate,full_fit_intercept,full_fit_slope,rank,mae_gap_from_winner
bbox_only__bbox_midpoint__object_minus_ring_normalized,bbox_only,bbox_midpoint,object_minus_ring_normalized,480,0.0,0.0,32.567849686847595,32.5678496868476,0.6621463077984818,0.35378052101297996,38.45871879639066,-0.0041797237634075834,-1.8947806286936005e-15,2.505219206680586,57.62004175365344,72.65135699373695,72.65135699373695,0.08333333333333333,0.16666666666666666,0.3333333333333333,0.5,0.5,77.5,0.0,51,7.106095010580898
bbox_only__inner50_median__object_minus_ring,bbox_only,inner50_median,object_minus_ring,480,0.0,0.0,32.567849686847595,32.5678496868476,0.6621463077984818,0.35378052101297996,38.45871879639066,-0.0041797237634075834,-1.8947806286936005e-15,2.505219206680586,57.62004175365344,72.65135699373695,72.65135699373695,0.08333333333333333,0.16666666666666666,0.3333333333333333,0.5,0.5,77.5,0.0,52,7.106095010580898
bbox_only__inner50_median__object_minus_ring_normalized,bbox_only,inner50_median,object_minus_ring_normalized,480,0.0,0.0,32.567849686847595,32.5678496868476,0.6621463077984818,0.35378052101297996,38.45871879639066,-0.0041797237634075834,-1.8947806286936005e-15,2.505219206680586,57.62004175365344,72.65135699373695,72.65135699373695,0.08333333333333333,0.16666666666666666,0.3333333333333333,0.5,0.5,77.5,0.0,53,7.106095010580898
bbox_expand_2x__bbox_mean__object_depth,bbox_expand_2x,bbox_mean,object_depth,480,-0.02405612816225689,0.018954862599146683,32.631831956901316,32.42030381009,0.6635274845070447,0.3565287345606529,38.52503086276757,-0.007645603152833136,0.020143245860803443,1.0448568156201858,58.7502933107403,72.65482994316703,74.14968335552038,0.08541666666666667,0.16666666666666666,0.3333333333333333,0.5,0.5,81.26707335449466,-1.8880633663607855,54,7.170077280634619
full_image__bbox_midpoint__object_depth_percentile_5_95,full_image,bbox_midpoint,object_depth_percentile_5_95,480,-0.10527499432179187,-0.0932075559346245,32.67130578513191,31.591795113965745,0.6597926849251036,0.3602675293563567,38.3192761643944,0.00308893300381885,0.003917794573222485,2.868362086567501,60.412771614002054,70.06802059172632,80.52269583706621,0.075,0.15625,0.31666666666666665,0.525,0.475,83.7065771617389,-16.33615702963539,55,7.209551108865217
full_image__bbox_mean__object_depth,full_image,bbox_mean,object_depth,480,-0.05551272306010477,-0.04606411701211916,32.67377286061916,31.02631503221781,0.6627772473299773,0.3573436027003949,38.473927268249064,-0.004974085052912303,0.0029642188163734318,1.7793231713436128,59.34875785298181,71.7040195134495,77.12398504661735,0.08541666666666667,0.15625,0.3333333333333333,0.5145833333333333,0.48541666666666666,80.80603036231398,-1.6505330655017054,56,7.212018184352463
full_image__bbox_midpoint__object_depth,full_image,bbox_midpoint,object_depth,480,-0.07767277991240211,-0.06810093807503576,32.67511534506723,32.4172676196161,0.6612296844722593,0.35666181576253664,38.41595424978638,-0.001947750555030714,0.0016782050092236508,2.1989411828229493,59.51664974550472,71.26643034042577,78.65742089533155,0.08333333333333333,0.15833333333333333,0.32916666666666666,0.51875,0.48125,82.18305390348706,-2.315591325594601,57,7.2133606688005365
full_image__inner50_median__object_depth,full_image,inner50_median,object_depth,480,-0.07148954650551392,-0.06256723155059492,32.67801020408688,32.02909163114748,0.6617110436238166,0.35628325426178653,38.433812224401365,-0.0028794944954184665,0.00182157474839831,1.811612212413607,59.3768282515563,71.39028489082271,78.24108770909163,0.08541666666666667,0.15416666666666667,0.33125,0.5166666666666667,0.48333333333333334,81.79857378635991,-2.1317532007867275,58,7.216255527820184
full_image__inner50_median__object_depth_percentile_5_95,full_image,inner50_median,object_depth_percentile_5_95,480,-0.09748132570924675,-0.08456169749765355,32.682476345188114,32.00077488187982,0.6605986438009751,0.35882749255838786,38.349984078380515,0.0014905037768333518,0.004235748696095243,2.6477754210667754,60.219732978488196,70.29011048330537,80.00653352267027,0.07291666666666667,0.15625,0.32708333333333334,0.5229166666666667,0.47708333333333336,83.22183761998971,-15.120662097775297,59,7.220721668921417
full_image__bbox_mean__object_depth_percentile_5_95,full_image,bbox_mean,object_depth_percentile_5_95,480,-0.07118776066473544,-0.06200623240332772,32.695192598376394,31.894041298330045,0.6628031708585425,0.3557601159487769,38.43490836961153,-0.002936700229997591,0.0027753022625726467,2.0187025034255583,59.91397851542187,70.97473420282289,78.30309286267847,0.08125,0.15416666666666667,0.32916666666666666,0.5208333333333334,0.4791666666666667,81.67260856006072,-11.17272617018585,60,7.233437922109697
