drone_type,count,mae,median_absolute_error,mean_relative_error,median_relative_error,rmse,r2,mean_signed_error,median_signed_error,p90_absolute_error,p95_absolute_error,max_absolute_error,within_2m_rate,within_5m_rate,within_10m_rate,within_20m_rate,overprediction_rate,underprediction_rate,mean_true_distance_m,mean_predicted_distance_m
Kongsberg,203,36.153620863639354,34.72367773283307,1.5833192554107416,1.391963545854087,39.865941815795786,-6.303495280503555,36.153620863639354,34.72367773283307,60.63264458592139,63.72563573536289,70.9320843327598,0.0,0.0,0.0,0.22660098522167488,1.0,0.0,27.295566502463053,63.4491873661024
Vestfold,286,18.97735155392105,15.375163185079266,0.5863885908269921,0.5148955819508387,21.464087139179686,-0.07303107062262115,18.97735155392105,15.375163185079266,35.385398876842764,39.716783064544686,47.311339969808955,0.0,0.0034965034965034965,0.12937062937062938,0.6363636363636364,1.0,0.0,39.86013986013986,58.837491414060906
