seed,calibration_fraction,calibration_count,test_count,model,global_intercept,global_slope,global_scale,mae,median_absolute_error,mean_relative_error,median_relative_error,rmse,mean_signed_error,within_5m_rate,within_10m_rate,within_20m_rate
27,0.2,97,392,global_scale_only,-1.3340450923142957,0.5951283925907301,0.5772564661047556,7.797581541492454,7.37815496356704,0.3074067443569065,0.2128850296141381,9.537618346752701,0.4678112199065495,0.3826530612244898,0.6811224489795918,0.9668367346938775
27,0.2,97,392,per_drone_affine,-1.3340450923142957,0.5951283925907301,0.5772564661047556,3.360229205588917,2.399174041336373,0.14141130966186088,0.09267202790866713,4.573945643464212,0.0586680082137769,0.7806122448979592,0.951530612244898,1.0
28,0.2,97,392,raw_uncalibrated,-1.3432609804197682,0.5911581653414106,0.5732706172911518,26.076146304295605,21.86054826456637,0.9978626632979897,0.7350073220145573,30.531459210871173,26.076146304295605,0.002551020408163265,0.07653061224489796,0.4719387755102041
28,0.2,97,392,global_affine,-1.3432609804197682,0.5911581653414106,0.5732706172911518,7.768719279856452,6.569176206480801,0.2900034857930079,0.2115373570990568,9.527301652105008,-0.0915834440993062,0.3852040816326531,0.6887755102040817,0.9668367346938775
28,0.2,97,392,global_scale_only,-1.3432609804197682,0.5911581653414106,0.5732706172911518,7.799556503840164,7.399772936926069,0.3060914344463265,0.20981783654998964,9.5104632688353,0.16556344459568684,0.3852040816326531,0.6836734693877551,0.9693877551020408
28,0.2,97,392,per_drone_affine,-1.3432609804197682,0.5911581653414106,0.5732706172911518,3.3145536560527002,2.2898478396945947,0.13527523904841698,0.08345468804150362,4.599329922502828,-0.266778235296243,0.7780612244897959,0.9489795918367347,1.0
29,0.2,97,392,raw_uncalibrated,-1.0763865343664547,0.5889142722480337,0.5745611900697324,26.130876502493177,22.036594096331406,0.9988946177014648,0.7339558860779429,30.565511577093524,26.130876502493177,0.002551020408163265,0.07653061224489796,0.4719387755102041
29,0.2,97,392,global_affine,-1.0763865343664547,0.5889142722480337,0.5745611900697324,7.712575761858255,6.701295749495345,0.29227579975239326,0.2140594319660425,9.512184007844793,0.0712754443237275,0.39540816326530615,0.7040816326530612,0.9668367346938775
29,0.2,97,392,global_scale_only,-1.0763865343664547,0.5889142722480337,0.5745611900697324,7.744685011053996,7.380622595280215,0.3055822875780175,0.2110630847742815,9.502920446293126,0.27537158539627343,0.3903061224489796,0.701530612244898,0.9668367346938775
29,0.2,97,392,per_drone_affine,-1.0763865343664547,0.5889142722480337,0.5745611900697324,3.445973192822428,2.3723488834700763,0.13847213640044465,0.09066092320613552,4.711227707822403,-0.03020455850782306,0.7602040816326531,0.9387755102040817,1.0
30,0.2,97,392,raw_uncalibrated,-0.3209341960004559,0.5668512248877647,0.5626703549489228,25.876387026463807,21.903794034441802,0.9928223922083824,0.7313491183720342,30.220120023843982,25.876387026463807,0.002551020408163265,0.08418367346938775,0.46938775510204084
30,0.2,97,392,global_affine,-0.3209341960004559,0.5668512248877647,0.5626703549489228,7.785554908649373,7.086426721575111,0.29433926510362274,0.2083015983537742,9.48787232404138,-0.6583836521963059,0.38010204081632654,0.6938775510204082,0.9693877551020408
30,0.2,97,392,global_scale_only,-0.3209341960004559,0.5668512248877647,0.5626703549489228,7.7920995969187965,7.290503840172461,0.2982177506481086,0.2071220529188128,9.488339139985753,-0.5904725448647978,0.37755102040816324,0.6989795918367347,0.9693877551020408
30,0.2,97,392,per_drone_affine,-0.3209341960004559,0.5668512248877647,0.5626703549489228,3.3963569327469445,2.578592152451023,0.14194286144834412,0.0856386072054021,4.676836549183912,-0.775704033073435,0.7831632653061225,0.9387755102040817,1.0
31,0.2,97,392,raw_uncalibrated,-1.8051480216881828,0.6156123164763782,0.5909973442989708,26.488957903476575,22.036594096331406,1.009483968427056,0.7468095440210952,31.015276828011388,26.488957903476575,0.002551020408163265,0.07397959183673469,0.461734693877551
31,0.2,97,392,global_affine,-1.8051480216881828,0.6156123164763782,0.5909973442989708,7.808990516458303,6.559680155779391,0.2954568130542432,0.21622154130842597,9.847969964497354,1.185493106533684,0.3826530612244898,0.6989795918367347,0.9566326530612245
31,0.2,97,392,global_scale_only,-1.8051480216881828,0.6156123164763782,0.5909973442989708,7.886677107578592,7.441775077034883,0.31890265952229974,0.21601454706112677,9.806695473354758,1.4858832017019492,0.3647959183673469,0.6964285714285714,0.9668367346938775
31,0.2,97,392,per_drone_affine,-1.8051480216881828,0.6156123164763782,0.5909973442989708,3.668549673709466,2.819152883300937,0.1546257448484329,0.10323832723961898,4.88997744753596,0.9394078304676899,0.7551020408163265,0.9489795918367347,1.0
32,0.2,97,392,raw_uncalibrated,-0.5114939471603362,0.5785343583504737,0.5717298891842997,26.103162972848224,21.272185664949383,0.9966483676089918,0.7253225219227089,30.47221107378566,26.103162972848224,0.0,0.07653061224489796,0.46938775510204084
32,0.2,97,392,global_affine,-0.5114939471603362,0.5785343583504737,0.5717298891842997,7.639649552923861,6.96819449125691,0.29452755488009896,0.2045183320551865,9.388231761782095,-0.010691320032904338,0.3826530612244898,0.6938775510204082,0.9642857142857143
32,0.2,97,392,global_scale_only,-0.5114939471603362,0.5785343583504737,0.5717298891842997,7.653922748576209,7.169274771539235,0.30073912614289,0.19994654231114886,9.388225552971567,0.0874582062823272,0.38010204081632654,0.701530612244898,0.9642857142857143
32,0.2,97,392,per_drone_affine,-0.5114939471603362,0.5785343583504737,0.5717298891842997,3.4759797785006854,2.476416769614011,0.13947008391461613,0.09204622427841541,4.715273409843859,-0.014736920615776021,0.7576530612244898,0.9387755102040817,1.0
33,0.2,97,392,raw_uncalibrated,-0.9680035072804513,0.5928373154182848,0.5798794811730242,26.27545072020659,22.245108456988525,1.003874898700124,0.7324005543086487,30.721414999080267,26.27545072020659,0.002551020408163265,0.07397959183673469,0.45918367346938777
33,0.2,97,392,global_affine,-0.9680035072804513,0.5928373154182848,0.5798794811730242,7.7520150766472185,6.853542988337726,0.2975919694876282,0.21073622006611392,9.624200071626497,0.5037854432256996,0.3826530612244898,0.6989795918367347,0.9591836734693877
33,0.2,97,392,global_scale_only,-0.9680035072804513,0.5928373154182848,0.5798794811730242,7.7801671289494605,7.2950736774488725,0.3094343063352142,0.21061574218064447,9.617105456703259,0.682419614714818,0.38010204081632654,0.6913265306122449,0.9591836734693877
33,0.2,97,392,per_drone_affine,-0.9680035072804513,0.5928373154182848,0.5798794811730242,3.4674930910466166,2.6284569475712374,0.14584442310287468,0.09076270373369807,4.740968876819241,0.3454766189202123,0.7857142857142857,0.9387755102040817,1.0
34,0.2,97,392,raw_uncalibrated,-0.89946407316628,0.5993411517011132,0.5870950130946091,26.46507617536997,22.181918758149727,1.0073224867112627,0.7400535333471302,30.889409200846867,26.46507617536997,0.002551020408163265,0.07397959183673469,0.45918367346938777
34,0.2,97,392,global_affine,-0.89946407316628,0.5993411517011132,0.5870950130946091,7.697323384061495,6.941485173349317,0.3012656010375364,0.20908612402907018,9.579580601543777,1.082177916997646,0.37755102040816324,0.7040816326530612,0.9642857142857143
34,0.2,97,392,global_scale_only,-0.89946407316628,0.5993411517011132,0.5870950130946091,7.739238576729168,7.285100252303659,0.31305813544361466,0.21145830977053764,9.57161220276547,1.2333057687919025,0.37244897959183676,0.7066326530612245,0.9642857142857143
34,0.2,97,392,per_drone_affine,-0.89946407316628,0.5993411517011132,0.5870950130946091,3.4442975338322794,2.731546453614957,0.1495974666478703,0.08998760532497022,4.624902249305524,0.9395895688477531,0.7755102040816326,0.9489795918367347,1.0
35,0.2,97,392,raw_uncalibrated,-0.2823369342955023,0.5768135388954081,0.5730578616053283,26.156603733639884,22.181918758149727,0.9997518814438804,0.7372221727871737,30.512026331837273,26.156603733639884,0.0,0.08673469387755102,0.46683673469387754
35,0.2,97,392,global_affine,-0.2823369342955023,0.5768135388954081,0.5730578616053283,7.705891456218846,7.242928671885495,0.30014335360784533,0.21016385873620536,9.410936134486644,0.1447581139525146,0.375,0.6964285714285714,0.9668367346938775
35,0.2,97,392,global_scale_only,-0.2823369342955023,0.5768135388954081,0.5730578616053283,7.716008719513513,7.446968177464608,0.3037225588326028,0.2078943611657322,9.411915454736834,0.19875189378506475,0.37755102040816324,0.6938775510204082,0.9668367346938775
35,0.2,97,392,per_drone_affine,-0.2823369342955023,0.5768135388954081,0.5730578616053283,3.354754344562328,2.4817780170866612,0.14064483157235505,0.08066010566592038,4.631744131256131,0.06795830847609442,0.7755102040816326,0.9336734693877551,1.0
36,0.2,97,392,raw_uncalibrated,1.3646701594185853,0.5473767309283075,0.5652247191623944,26.095265210901996,22.181918758149727,0.9991865513772922,0.743645978338117,30.273058412246524,26.095265210901996,0.002551020408163265,0.06377551020408163,0.45918367346938777
36,0.2,97,392,global_affine,1.3646701594185853,0.5473767309283075,0.5652247191623944,7.692727593305084,7.897575137144628,0.31476481555317065,0.22826793699669834,9.332474473667054,-0.03155212671431945,0.3494897959183674,0.7040816326530612,0.9744897959183674
36,0.2,97,392,global_scale_only,1.3646701594185853,0.5473767309283075,0.5652247191623944,7.611802110655336,7.288640827561026,0.29532295415340465,0.20628479826928467,9.293773856194303,-0.3121689930024851,0.3852040816326531,0.7040816326530612,0.9744897959183674
36,0.2,97,392,per_drone_affine,1.3646701594185853,0.5473767309283075,0.5652247191623944,3.525629546720457,2.898396287888449,0.1559025932151542,0.08913079793900419,4.72117936598792,0.05752116391173537,0.7729591836734694,0.9413265306122449,1.0
37,0.2,97,392,raw_uncalibrated,-1.4492595238515626,0.595602432517685,0.5762123050050884,26.14452739125901,21.86054826456637,0.9983922909642875,0.7313491183720342,30.614335080509598,26.14452739125901,0.0,0.07397959183673469,0.4719387755102041
37,0.2,97,392,global_affine,-1.4492595238515626,0.595602432517685,0.5762123050050884,7.754083432026466,6.605993706744446,0.2894080048968448,0.2099806393996239,9.556551912553061,0.11299742819877727,0.3877551020408163,0.7066326530612245,0.9617346938775511
37,0.2,97,392,global_scale_only,-1.4492595238515626,0.595602432517685,0.5762123050050884,7.784477869647742,7.427804791147711,0.30662953765185613,0.21019151927586538,9.535812360478447,0.3835818147765842,0.375,0.7040816326530612,0.9617346938775511
37,0.2,97,392,per_drone_affine,-1.4492595238515626,0.595602432517685,0.5762123050050884,3.382061162965012,2.4272416372983514,0.138539551468243,0.09092620103479604,4.627590475124146,-0.040959453540775424,0.7831632653061225,0.9489795918367347,1.0
38,0.2,97,392,raw_uncalibrated,0.2807050109249477,0.564987895482744,0.5686905779556456,26.089541920768948,22.181918758149727,0.999647482969406,0.7456659431180332,30.383383777145063,26.089541920768948,0.002551020408163265,0.07142857142857142,0.46683673469387754
38,0.2,97,392,global_affine,0.2807050109249477,0.564987895482744,0.5686905779556456,7.687345610216369,7.481209860402141,0.3037328912323211,0.21058248121154166,9.368563898550775,-0.04908179735591614,0.37755102040816324,0.7091836734693877,0.9668367346938775
38,0.2,97,392,global_scale_only,0.2807050109249477,0.564987895482744,0.5686905779556456,7.675570491367663,7.300163575181452,0.30005914991786864,0.20989979375181586,9.365199145152939,-0.10491401873070795,0.37755102040816324,0.7066326530612245,0.9668367346938775
38,0.2,97,392,per_drone_affine,0.2807050109249477,0.564987895482744,0.5686905779556456,3.4336852616815032,2.588735225735106,0.14465104088219116,0.08444581209211513,4.672605193010109,-0.05998848248644459,0.7729591836734694,0.9489795918367347,1.0
39,0.2,97,392,raw_uncalibrated,-1.0993764844962235,0.5983832900638926,0.5835609282219291,26.358912296768437,22.35616821383886,1.0071780109990884,0.7328114068205842,30.815926475971846,26.358912296768437,0.002551020408163265,0.06887755102040816,0.46683673469387754
39,0.2,97,392,global_affine,-1.0993764844962235,0.5983832900638926,0.5835609282219291,7.7396724316678185,6.735060385602265,0.29920516862798757,0.2137423474750392,9.648314306870413,0.760205869648805,0.3877551020408163,0.7066326530612245,0.9591836734693877
39,0.2,97,392,global_scale_only,-1.0993764844962235,0.5983832900638926,0.5835609282219291,7.779341581505825,7.109301234809802,0.31309714479080636,0.2132973124037379,9.637143337842932,0.9553920545108673,0.3826530612244898,0.701530612244898,0.9642857142857143
39,0.2,97,392,per_drone_affine,-1.0993764844962235,0.5983832900638926,0.5835609282219291,3.458038763809668,2.704641919867276,0.14560370475566328,0.08558389908369152,4.714798197182804,0.5764965944274368,0.7755102040816326,0.9489795918367347,1.0
40,0.2,97,392,raw_uncalibrated,-0.29231604961744045,0.572944580467579,0.5691034480374663,26.051100288339164,21.928558375541243,0.9979725074473724,0.7328114068205842,30.415464804772053,26.051100288339164,0.002551020408163265,0.07397959183673469,0.4642857142857143
40,0.2,97,392,global_affine,-0.29231604961744045,0.572944580467579,0.5691034480374663,7.808762534587944,7.21347955840284,0.2995816164117236,0.20381853147901308,9.517229173786538,-0.16089921514071415,0.37755102040816324,0.6709183673469388,0.9642857142857143
40,0.2,97,392,global_scale_only,-0.29231604961744045,0.572944580467579,0.5691034480374663,7.816486069685416,7.378686919002496,0.30321715993212567,0.20331871753923905,9.518125328562688,-0.10171669372412416,0.37755102040816324,0.6785714285714286,0.9693877551020408
