dataset,dataset_group,distance_m,bbox_width_norm,bbox_area_ratio,bbox_height_norm
Original,Original,60.0,0.01129738,0.00015632,0.01383648
Original,Original,60.0,0.01056851,9.306e-05,0.00880503
Original,Original,60.0,0.01311953,0.00028879,0.02201258
Original,Original,60.0,0.01202624,9.833e-05,0.0081761
Original,Original,60.0,0.01202624,0.00019666,0.0163522
Original,Original,60.0,0.01093294,0.00016503,0.01509434
Original,Original,60.0,0.01749271,0.00031905,0.01823899
Original,Original,60.0,0.01457726,0.00015586,0.01069182
Original,Original,60.0,0.01311953,0.00024754,0.01886792
Original,Original,60.0,0.01348397,0.00027138,0.02012579
Original,Original,60.0,0.01421283,0.00023241,0.0163522
Original,Original,60.0,0.01129738,0.00021316,0.01886792
Original,Original,60.0,0.01166181,0.00022737,0.01949686
Original,Original,60.0,0.01567055,0.00029567,0.01886792
Original,Original,60.0,0.01093294,0.00019941,0.01823899
Original,Original,60.0,0.01567055,0.00031538,0.02012579
Original,Original,60.0,0.01567055,0.00024639,0.01572327
Original,Original,60.0,0.01603499,0.00022187,0.01383648
Original,Original,60.0,0.01603499,0.00032272,0.02012579
Original,Original,60.0,0.01202624,0.00019666,0.0163522
Original,Original,60.0,0.01530612,0.00028879,0.01886792
Original,Original,60.0,0.01020408,0.00017328,0.01698113
Original,Original,60.0,0.01166181,0.00014669,0.01257862
Original,Original,60.0,0.01166181,0.00015402,0.01320755
Original,Original,60.0,0.01530612,0.00011552,0.00754717
Original,Original,60.0,0.01567055,0.00010841,0.00691824
Original,Original,60.0,0.00947522,8.939e-05,0.00943396
Original,Original,60.0,0.01020408,0.00017328,0.01698113
Original,Original,60.0,0.00801749,0.00013615,0.01698113
Original,Original,60.0,0.00911079,0.00016044,0.01761006
Original,Original,60.0,0.00947522,0.00014898,0.01572327
Original,Original,60.0,0.00983965,0.00014233,0.01446541
Original,Original,60.0,0.01056851,0.00016617,0.01572327
Original,Original,60.0,0.01093294,0.00015815,0.01446541
Original,Original,60.0,0.01020408,0.00014761,0.01446541
Original,Original,60.0,0.00728863,0.0001146,0.01572327
Original,Original,60.0,0.00801749,9.581e-05,0.01194969
Original,Original,60.0,0.01020408,0.00017328,0.01698113
Original,Original,60.0,0.01166181,8.801e-05,0.00754717
Original,Original,60.0,0.01093294,0.00013752,0.01257862
Original,Original,60.0,0.00801749,0.00013615,0.01698113
Original,Original,60.0,0.01093294,0.00015127,0.01383648
Original,Original,60.0,0.01056851,0.00012629,0.01194969
Original,Original,60.0,0.00947522,8.939e-05,0.00943396
Original,Original,60.0,0.00801749,0.00013615,0.01698113
Original,Original,60.0,0.00947522,0.00011919,0.01257862
Original,Original,60.0,0.01166181,0.00011735,0.01006289
Original,Original,60.0,0.01056851,0.000113,0.01069182
Original,Original,60.0,0.01020408,5.134e-05,0.00503145
Original,Original,60.0,0.01020408,0.00016686,0.0163522
Original,Original,60.0,0.00838192,0.0001107,0.01320755
Original,Original,60.0,0.00728863,9.626e-05,0.01320755
Original,Original,60.0,0.01020408,8.343e-05,0.0081761
Original,Original,60.0,0.00983965,8.045e-05,0.0081761
Original,Original,60.0,0.00947522,0.00014302,0.01509434
Original,Original,60.0,0.01020408,0.00014119,0.01383648
Original,Original,60.0,0.00983965,5.57e-05,0.00566038
Original,Original,60.0,0.00911079,5.73e-05,0.00628931
Original,Original,60.0,0.00728863,7.334e-05,0.01006289
Original,Original,60.0,0.00765306,7.22e-05,0.00943396
Original,Original,60.0,0.00838192,0.00011598,0.01383648
Original,Original,60.0,0.01166181,5.868e-05,0.00503145
Original,Original,60.0,0.00874636,0.00015952,0.01823899
Original,Original,60.0,0.01093294,0.00016503,0.01509434
Original,Original,60.0,0.01311953,6.601e-05,0.00503145
Original,Original,60.0,0.00874636,9.351e-05,0.01069182
Original,Original,60.0,0.01166181,0.00011002,0.00943396
Original,Original,60.0,0.01020408,0.00017328,0.01698113
Original,Original,60.0,0.0069242,5.226e-05,0.00754717
Original,Original,60.0,0.00728863,9.626e-05,0.01320755
Original,Original,60.0,0.01056851,0.00012629,0.01194969
Original,Original,60.0,0.0138484,6.968e-05,0.00503145
Original,Original,60.0,0.01020408,5.776e-05,0.00566038
Original,Original,60.0,0.01056851,9.306e-05,0.00880503
Original,Original,60.0,0.01020408,5.776e-05,0.00566038
Original,Original,60.0,0.01166181,8.801e-05,0.00754717
Original,Original,60.0,0.0069242,6.968e-05,0.01006289
Original,Original,60.0,0.0069242,0.00010016,0.01446541
Original,Original,60.0,0.00655977,5.776e-05,0.00880503
Original,Original,60.0,0.00947522,4.767e-05,0.00503145
Original,Original,60.0,0.01093294,0.00010314,0.00943396
Original,Original,60.0,0.01056851,7.976e-05,0.00754717
Original,Original,60.0,0.0127551,0.00013638,0.01069182
Original,Original,60.0,0.00728863,6.418e-05,0.00880503
Original,Original,60.0,0.00874636,4.401e-05,0.00503145
Original,Original,60.0,0.00801749,9.581e-05,0.01194969
Original,Original,60.0,0.01166181,0.00015402,0.01320755
Original,Original,60.0,0.00874636,0.00010452,0.01194969
Original,Original,60.0,0.00801749,8.572e-05,0.01069182
Original,Original,60.0,0.01056851,0.0002127,0.02012579
Original,Original,60.0,0.00619534,7.014e-05,0.01132075
Original,Original,60.0,0.01129738,6.395e-05,0.00566038
Original,Original,60.0,0.01020408,0.00019253,0.01886792
Original,Original,60.0,0.00838192,0.00012652,0.01509434
Original,Original,60.0,0.00801749,0.00015127,0.01886792
Original,Original,60.0,0.00947522,0.00011919,0.01257862
Original,Original,60.0,0.01239067,6.234e-05,0.00503145
Original,Original,60.0,0.00874636,0.00015402,0.01761006
Original,Original,60.0,0.00945455,0.00015701,0.01660735
Original,Original,60.0,0.01054545,0.00015011,0.01423488
Original,Original,60.0,0.01381818,0.00027046,0.01957295
Original,Original,60.0,0.01163636,0.00020015,0.01720047
Original,Original,60.0,0.01309091,0.000132,0.01008304
Original,Original,60.0,0.00981818,0.0001747,0.01779359
Original,Original,60.0,0.01418182,0.00026076,0.01838671
Original,Original,60.0,0.01163636,0.00021395,0.01838671
Original,Original,60.0,0.012,0.00024911,0.02075919
Original,Original,60.0,0.01418182,0.00023552,0.01660735
Original,Original,60.0,0.01781818,0.00017966,0.01008304
Original,Original,60.0,0.01818182,0.00031274,0.01720047
Original,Original,60.0,0.01418182,0.000143,0.01008304
Original,Original,60.0,0.01127273,0.00017384,0.01542112
Original,Original,60.0,0.01345455,0.00018354,0.01364176
Original,Original,60.0,0.01090909,0.00010353,0.00948992
Original,Original,60.0,0.01345455,0.00026335,0.01957295
Original,Original,60.0,0.01309091,0.00023293,0.01779359
Original,Original,60.0,0.01490909,0.00014149,0.00948992
Original,Original,60.0,0.012,0.00024199,0.02016607
Original,Original,60.0,0.01381818,0.00026227,0.01897983
Original,Original,60.0,0.01309091,5.435e-05,0.00415184
Original,Original,60.0,0.012,0.00011388,0.00948992
Original,Original,60.0,0.01745455,9.317e-05,0.00533808
Original,Original,60.0,0.01345455,6.384e-05,0.00474496
Original,Original,60.0,0.01345455,0.00031123,0.02313167
Original,Original,60.0,0.01163636,0.00010353,0.0088968
Original,Original,60.0,0.01345455,0.00016758,0.01245552
Original,Original,60.0,0.01272727,0.00012833,0.01008304
Original,Original,60.0,0.01345455,0.00021546,0.01601423
Original,Original,60.0,0.01490909,0.00022991,0.01542112
Original,Original,60.0,0.016,0.00017082,0.01067616
Original,Original,60.0,0.01309091,7.764e-05,0.0059312
Original,Original,60.0,0.01381818,0.00014753,0.01067616
Original,Original,60.0,0.01381818,8.196e-05,0.0059312
Original,Original,60.0,0.01345455,0.00015162,0.01126928
Original,Original,60.0,0.01381818,0.00012294,0.0088968
Original,Original,60.0,0.00945455,0.0001458,0.01542112
Original,Original,60.0,0.01345455,0.00021546,0.01601423
Original,Original,60.0,0.01345455,0.0002394,0.01779359
Original,Original,60.0,0.01454545,0.00020705,0.01423488
Original,Original,60.0,0.00872727,3.623e-05,0.00415184
Original,Original,60.0,0.01381818,0.0001967,0.01423488
Original,Original,60.0,0.01054545,0.00018139,0.01720047
Original,Original,60.0,0.01272727,0.00026421,0.02075919
Original,Original,60.0,0.01490909,6.19e-05,0.00415184
Original,Original,60.0,0.01127273,8.023e-05,0.00711744
Original,Original,60.0,0.01527273,0.0002627,0.01720047
Original,Original,60.0,0.012,0.00019929,0.01660735
Original,Original,60.0,0.01236364,0.00019799,0.01601423
Original,Original,60.0,0.01454545,0.00019843,0.01364176
Original,Original,60.0,0.01054545,0.00017513,0.01660735
Original,Original,60.0,0.01090909,0.00015529,0.01423488
Original,Original,60.0,0.01018182,0.00015701,0.01542112
Original,Original,60.0,0.01272727,0.00014343,0.01126928
Original,Original,60.0,0.01309091,0.00016305,0.01245552
Original,Original,60.0,0.01418182,0.0002187,0.01542112
Original,Original,60.0,0.01709091,0.00011151,0.00652432
Original,Original,60.0,0.01309091,0.00017082,0.01304864
Original,Original,60.0,0.016,0.00025623,0.01601423
Original,Original,60.0,0.01163636,8.282e-05,0.00711744
Original,Original,60.0,0.01163636,0.00018635,0.01601423
Original,Original,60.0,0.01272727,9.813e-05,0.00771056
Original,Original,60.0,0.01163636,0.00015184,0.01304864
Original,Original,60.0,0.012,0.00010676,0.0088968
Original,Original,60.0,0.01527273,0.00016305,0.01067616
Original,Original,60.0,0.01745455,0.00020705,0.0118624
Original,Original,60.0,0.01418182,0.00015982,0.01126928
Original,Original,60.0,0.01163636,0.00015874,0.01364176
Original,Original,60.0,0.01309091,0.00012423,0.00948992
Original,Original,60.0,0.00981818,9.9e-05,0.01008304
Original,Original,60.0,0.01090909,0.00010353,0.00948992
Original,Original,60.0,0.01272727,6.039e-05,0.00474496
Original,Original,60.0,0.01454545,0.00023293,0.01601423
Original,Original,60.0,0.01272727,0.00018872,0.014828
Original,Original,60.0,0.01345455,0.00027931,0.02075919
Original,Original,60.0,0.01345455,0.0002394,0.01779359
Original,Original,60.0,0.01345455,0.00022344,0.01660735
Original,Original,60.0,0.01272727,6.039e-05,0.00474496
Original,Original,60.0,0.01272727,0.00021137,0.01660735
Original,Original,60.0,0.01418182,0.00026917,0.01897983
Original,Original,60.0,0.01272727,6.039e-05,0.00474496
Original,Original,60.0,0.01418182,0.00026076,0.01838671
Original,Original,60.0,0.01381818,0.0001885,0.01364176
Original,Original,60.0,0.01381818,0.00022948,0.01660735
Original,Original,60.0,0.01309091,0.00014753,0.01126928
Original,Original,60.0,0.01309091,6.212e-05,0.00474496
Original,Original,60.0,0.01527273,0.00018117,0.0118624
Original,Original,60.0,0.01236364,9.533e-05,0.00771056
Original,Original,60.0,0.01236364,0.00023466,0.01897983
Original,Original,60.0,0.01527273,0.00023552,0.01542112
Original,Original,60.0,0.01454545,0.00033646,0.02313167
Original,Original,60.0,0.01418182,0.00026917,0.01897983
Original,Original,60.0,0.01381818,0.0001885,0.01364176
Original,Original,60.0,0.01054545,0.00015637,0.014828
Original,Original,60.0,0.01090909,0.00019411,0.01779359
Original,Original,60.0,0.01345455,0.00023142,0.01720047
Original,Original,60.0,0.01781818,0.00024307,0.01364176
Original,Original,60.0,0.01527273,0.00019929,0.01304864
Original,Original,60.0,0.01418182,0.00028599,0.02016607
Original,Original,60.0,0.01527273,0.00030799,0.02016607
Original,Original,60.0,0.01781818,0.00029591,0.01660735
Original,Original,60.0,0.01309091,0.00028729,0.02194543
Original,Original,60.0,0.01272727,0.00013588,0.01067616
Original,Original,60.0,0.01454545,0.00027607,0.01897983
Original,Original,60.0,0.01090909,0.0001747,0.01601423
Original,Original,60.0,0.01272727,0.00027931,0.02194543
Original,Original,60.0,0.01054545,4.378e-05,0.00415184
Original,Original,60.0,0.01163636,6.212e-05,0.00533808
Original,Original,60.0,0.01272727,0.00020382,0.01601423
Original,Original,60.0,0.01345455,0.00018354,0.01364176
Original,Original,60.0,0.01381818,0.00030325,0.02194543
Original,Original,60.0,0.01236364,0.000132,0.01067616
Original,Original,60.0,0.01381818,0.00030325,0.02194543
Original,Original,60.0,0.01163636,8.972e-05,0.00771056
Original,Original,60.0,0.01418182,0.00011776,0.00830368
Original,Original,60.0,0.01272727,0.00023401,0.01838671
Original,Original,60.0,0.01418182,0.00025235,0.01779359
Original,Original,60.0,0.01490909,7.074e-05,0.00474496
Original,Original,60.0,0.01418182,0.00010094,0.00711744
Original,Original,60.0,0.01418182,0.00031123,0.02194543
Original,Original,60.0,0.01054545,0.00015637,0.014828
Original,Original,60.0,0.01272727,0.00024911,0.01957295
Original,Original,60.0,0.01636364,0.00026205,0.01601423
Original,Original,60.0,0.012,0.00018505,0.01542112
Original,Original,60.0,0.01745455,0.00035199,0.02016607
Original,Original,60.0,0.01418182,0.00020188,0.01423488
Original,Original,60.0,0.01090909,0.0001747,0.01601423
Original,Original,60.0,0.01163636,0.00016564,0.01423488
Original,Original,60.0,0.01127273,0.00017384,0.01542112
Original,Original,60.0,0.01054545,0.0001939,0.01838671
Original,Original,60.0,0.01490909,0.00016801,0.01126928
Original,Original,60.0,0.01090909,0.00018764,0.01720047
Original,Original,60.0,0.01418182,0.00024393,0.01720047
Original,Original,60.0,0.01381818,0.00031144,0.02253855
Original,Original,60.0,0.01381818,0.00029505,0.02135231
Original,Original,60.0,0.01454545,6.902e-05,0.00474496
Original,Original,60.0,0.01345455,0.0002394,0.01779359
Original,Original,60.0,0.01418182,7.57e-05,0.00533808
Original,Original,60.0,0.01745455,0.0001967,0.01126928
Original,Original,60.0,0.01309091,0.00023293,0.01779359
Original,Original,60.0,0.01163636,5.521e-05,0.00474496
Original,Original,60.0,0.01418182,0.00026076,0.01838671
Original,Original,60.0,0.01418182,0.00026076,0.01838671
Original,Original,60.0,0.01345455,0.00019152,0.01423488
Original,Original,60.0,0.01127273,0.00022064,0.01957295
Original,Original,60.0,0.01272727,0.00021137,0.01660735
Original,Original,60.0,0.01418182,0.00025235,0.01779359
Original,Original,60.0,0.01345455,7.98e-05,0.0059312
Original,Original,60.0,0.01490909,8.843e-05,0.0059312
Original,Original,60.0,0.01527273,0.00021741,0.01423488
Original,Original,60.0,0.01672727,0.00019843,0.0118624
Original,Original,60.0,0.012,0.00024199,0.02016607
Original,Original,60.0,0.01527273,0.00020835,0.01364176
Original,Original,60.0,0.01236364,7.333e-05,0.0059312
Original,Original,60.0,0.01272727,0.00024156,0.01897983
Original,Original,60.0,0.01381818,0.00024588,0.01779359
Original,Original,60.0,0.01236364,0.00017599,0.01423488
Original,Original,60.0,0.01018182,0.00015098,0.014828
Original,Original,60.0,0.01163636,8.282e-05,0.00711744
Original,Original,60.0,0.01345455,0.00012768,0.00948992
Original,Original,60.0,0.01454545,0.00020705,0.01423488
Original,Original,60.0,0.01272727,0.00024156,0.01897983
Original,Original,60.0,0.01163636,6.212e-05,0.00533808
Original,Original,60.0,0.01345455,0.00011172,0.00830368
Original,Original,60.0,0.01418182,0.00010094,0.00711744
Original,Original,60.0,0.01127273,0.00012704,0.01126928
Original,Original,60.0,0.01163636,0.00016564,0.01423488
Original,Original,60.0,0.01345455,8.778e-05,0.00652432
Original,Original,60.0,0.01490909,0.00034487,0.02313167
Original,Original,60.0,0.01490909,0.00028297,0.01897983
Original,Original,60.0,0.01090909,0.00014235,0.01304864
Original,Original,60.0,0.01418182,0.00015982,0.01126928
Original,Original,60.0,0.01418182,7.57e-05,0.00533808
Original,Original,60.0,0.01381818,0.00018031,0.01304864
Original,Original,60.0,0.01345455,0.00015162,0.01126928
Original,Original,60.0,0.01272727,0.00024156,0.01897983
Original,Original,60.0,0.01309091,0.00022517,0.01720047
Original,Original,60.0,0.01054545,6.88e-05,0.00652432
Original,Original,60.0,0.01418182,0.00025235,0.01779359
Original,Original,60.0,0.01054545,0.00013135,0.01245552
Original,Original,60.0,0.01345455,0.00028729,0.02135231
Original,Original,60.0,0.01127273,6.017e-05,0.00533808
Original,Original,60.0,0.01236364,8.8e-05,0.00711744
Original,Original,60.0,0.01418182,0.000143,0.01008304
Original,Original,60.0,0.00945455,0.00011776,0.01245552
Original,Original,60.0,0.01345455,0.00025537,0.01897983
Original,Original,60.0,0.01345455,0.0001995,0.014828
Original,Original,60.0,0.01490909,0.00025644,0.01720047
Original,Original,60.0,0.01236364,0.00014666,0.0118624
Original,Original,60.0,0.01236364,0.00026399,0.02135231
Original,Original,60.0,0.01272727,0.00014343,0.01126928
Original,Original,60.0,0.01345455,0.00027133,0.02016607
Original,Original,60.0,0.01454545,0.00013804,0.00948992
Original,Original,60.0,0.012,0.00020641,0.01720047
Original,Original,60.0,0.01490909,0.00023876,0.01601423
Original,Original,60.0,0.00981818,5.241e-05,0.00533808
Original,Original,60.0,0.01672727,0.00010913,0.00652432
Original,Original,60.0,0.01454545,0.0002847,0.01957295
Original,Original,60.0,0.01527273,0.00017211,0.01126928
Original,Original,60.0,0.01309091,0.00028729,0.02194543
Original,Original,60.0,0.01236364,0.00011733,0.00948992
Original,Original,60.0,0.01418182,0.00027758,0.01957295
Original,Original,60.0,0.01527273,0.00029893,0.01957295
Original,Original,60.0,0.00909091,4.314e-05,0.00474496
Original,Original,60.0,0.01054545,0.00016888,0.01601423
Original,Original,60.0,0.01018182,0.00015701,0.01542112
Original,Original,60.0,0.01272727,0.00017362,0.01364176
Original,Original,60.0,0.01709091,0.00017233,0.01008304
Original,Original,60.0,0.00945455,0.00012898,0.01364176
Original,Original,60.0,0.012,0.00022064,0.01838671
Original,Original,60.0,0.01309091,0.00028729,0.02194543
Original,Original,60.0,0.01345455,0.00027931,0.02075919
Original,Original,60.0,0.01636364,0.00032028,0.01957295
Original,Original,60.0,0.01236364,0.00010266,0.00830368
Original,Original,60.0,0.00981818,0.00010482,0.01067616
Original,Original,60.0,0.01163636,0.00015874,0.01364176
Original,Original,60.0,0.01345455,0.00015162,0.01126928
Original,Original,60.0,0.01309091,0.00020964,0.01601423
Original,Original,60.0,0.01345455,0.00012768,0.00948992
Original,Original,60.0,0.01309091,0.00028729,0.02194543
Original,Original,60.0,0.01236364,0.00023466,0.01897983
Original,Original,60.0,0.012,7.117e-05,0.0059312
Original,Original,60.0,0.01563636,9.274e-05,0.0059312
Original,Original,60.0,0.01345455,0.00028729,0.02135231
Original,Original,60.0,0.01527273,0.00019023,0.01245552
Original,Original,60.0,0.01381818,0.00030325,0.02194543
Original,Original,60.0,0.01163636,0.00022776,0.01957295
Original,Original,60.0,0.01163636,0.00020015,0.01720047
Original,Original,60.0,0.01018182,9.059e-05,0.0088968
Original,Original,60.0,0.01236364,0.00017599,0.01423488
Original,Original,60.0,0.01345455,0.00022344,0.01660735
Original,Original,60.0,0.01345455,0.00021546,0.01601423
Original,Original,60.0,0.01345455,0.00023142,0.01720047
Original,Original,60.0,0.01236364,0.00016866,0.01364176
Original,Original,60.0,0.00909091,8.088e-05,0.0088968
Original,Original,60.0,0.012,0.00012811,0.01067616
Original,Original,60.0,0.01490909,7.959e-05,0.00533808
Original,Original,60.0,0.01345455,0.00025537,0.01897983
Original,Original,60.0,0.01345455,0.00015162,0.01126928
Original,Original,60.0,0.01381818,9.835e-05,0.00711744
Original,Original,60.0,0.01309091,0.00012423,0.00948992
Original,Original,60.0,0.016,0.00019929,0.01245552
Original,Original,60.0,0.01309091,0.00031058,0.02372479
Original,Original,60.0,0.01345455,0.0001197,0.0088968
Original,Original,60.0,0.01236364,0.00011733,0.00948992
Original,Original,60.0,0.01272727,0.00015098,0.0118624
Original,Original,60.0,0.01563636,0.00016694,0.01067616
Original,Original,70.0,0.01060071,7.545e-05,0.00711744
Original,Original,70.0,0.01095406,0.00019491,0.01779359
Original,Original,70.0,0.01060071,0.0001006,0.00948992
Original,Original,70.0,0.01413428,0.00017605,0.01245552
Original,Original,70.0,0.01342756,0.00023096,0.01720047
Original,Original,70.0,0.01236749,0.00016138,0.01304864
Original,Original,70.0,0.01166078,7.608e-05,0.00652432
Original,Original,70.0,0.00883392,8.383e-05,0.00948992
Original,Original,70.0,0.00918728,0.00016347,0.01779359
Original,Original,70.0,0.00918728,8.719e-05,0.00948992
Original,Original,70.0,0.01413428,0.00018443,0.01304864
Original,Original,70.0,0.01024735,9.117e-05,0.0088968
Original,Original,70.0,0.00918728,0.00013078,0.01423488
Original,Original,70.0,0.01201413,0.00023515,0.01957295
Original,Original,70.0,0.01201413,0.00020665,0.01720047
Original,Original,70.0,0.01696113,0.00022132,0.01304864
Original,Original,70.0,0.01413428,0.00022635,0.01601423
Original,Original,70.0,0.01272085,0.00024144,0.01897983
Original,Original,70.0,0.01024735,3.647e-05,0.00355872
Original,Original,70.0,0.01236749,0.00022006,0.01779359
Original,Original,70.0,0.01060071,7.545e-05,0.00711744
Original,Original,70.0,0.01166078,0.00010374,0.0088968
Original,Original,70.0,0.01095406,4.548e-05,0.00415184
Original,Original,70.0,0.01272085,0.00022635,0.01779359
Original,Original,70.0,0.00954064,0.00011883,0.01245552
Original,Original,70.0,0.01201413,0.00021377,0.01779359
Original,Original,70.0,0.01484099,0.00018485,0.01245552
Original,Original,70.0,0.01060071,3.772e-05,0.00355872
Original,Original,70.0,0.01024735,0.00012764,0.01245552
Original,Original,70.0,0.00989399,0.00011737,0.0118624
Original,Original,70.0,0.01378092,8.991e-05,0.00652432
Original,Original,70.0,0.01236749,0.00018339,0.014828
Original,Original,70.0,0.01201413,0.00013539,0.01126928
Original,Original,70.0,0.01378092,9.808e-05,0.00711744
Original,Original,70.0,0.00989399,9.976e-05,0.01008304
Original,Original,70.0,0.01908127,9.054e-05,0.00474496
Original,Original,70.0,0.0155477,0.00024898,0.01601423
Original,Original,70.0,0.01378092,0.000188,0.01364176
Original,Original,70.0,0.01731449,0.00022593,0.01304864
Original,Original,70.0,0.01236749,0.00022006,0.01779359
Original,Original,70.0,0.01342756,0.00021503,0.01601423
Original,Original,70.0,0.01272085,0.0001509,0.0118624
Original,Original,70.0,0.01201413,0.00016389,0.01364176
Original,Original,70.0,0.01342756,0.00020707,0.01542112
Original,Original,70.0,0.01201413,7.126e-05,0.0059312
Original,Original,70.0,0.01413428,8.383e-05,0.0059312
Original,Original,70.0,0.00989399,4.695e-05,0.00474496
Original,Original,70.0,0.01519435,6.308e-05,0.00415184
Original,Original,70.0,0.01130742,5.365e-05,0.00474496
Original,Original,70.0,0.00989399,3.521e-05,0.00355872
Original,Original,70.0,0.01095406,0.00017542,0.01601423
Original,Original,70.0,0.00848057,0.00010563,0.01245552
Original,Original,70.0,0.00954064,9.62e-05,0.01008304
Original,Original,70.0,0.01060071,5.659e-05,0.00533808
Original,Original,70.0,0.01095406,7.147e-05,0.00652432
Original,Original,70.0,0.00989399,0.00014084,0.01423488
Original,Original,70.0,0.01236749,0.00019806,0.01601423
Original,Original,70.0,0.01166078,0.00012449,0.01067616
Original,Original,70.0,0.01731449,0.00012323,0.00711744
Original,Original,70.0,0.01130742,0.00016096,0.01423488
Original,Original,70.0,0.01413428,0.0001509,0.01067616
Original,Original,70.0,0.01236749,0.0002274,0.01838671
Original,Original,70.0,0.01378092,0.00020434,0.014828
Original,Original,70.0,0.01660777,0.00029551,0.01779359
Original,Original,70.0,0.01236749,0.00011003,0.0088968
Original,Original,70.0,0.00989399,0.00010563,0.01067616
Original,Original,70.0,0.0130742,0.00019386,0.014828
Original,Original,70.0,0.00989399,7.629e-05,0.00771056
Original,Original,70.0,0.0130742,0.00018611,0.01423488
Original,Original,70.0,0.01342756,0.00017521,0.01304864
Original,Original,70.0,0.0130742,0.00027141,0.02075919
Original,Original,70.0,0.01696113,0.00022132,0.01304864
Original,Original,70.0,0.01130742,9.389e-05,0.00830368
Original,Original,70.0,0.01166078,0.00018674,0.01601423
Original,Original,70.0,0.01130742,0.00018779,0.01660735
Original,Original,70.0,0.01272085,0.00024898,0.01957295
Original,Original,70.0,0.00989399,5.868e-05,0.0059312
Original,Original,70.0,0.01095406,0.00020141,0.01838671
Original,Original,70.0,0.01484099,0.00014964,0.01008304
Original,Original,70.0,0.00918728,8.719e-05,0.00948992
Original,Original,70.0,0.01943463,0.00014985,0.00771056
Original,Original,70.0,0.01378092,0.00021252,0.01542112
Original,Original,70.0,0.01024735,0.00011548,0.01126928
Original,Original,70.0,0.01060071,8.174e-05,0.00771056
Original,Original,70.0,0.01095406,0.00018192,0.01660735
Original,Original,70.0,0.00954064,0.00014147,0.014828
Original,Original,70.0,0.01413428,0.00024312,0.01720047
Original,Original,70.0,0.01166078,0.00017982,0.01542112
Original,Original,70.0,0.00954064,0.00013015,0.01364176
Original,Original,70.0,0.01060071,0.00012575,0.0118624
Original,Original,70.0,0.00989399,4.695e-05,0.00474496
Original,Original,70.0,0.01590106,0.00027351,0.01720047
Original,Original,70.0,0.01519435,0.00014419,0.00948992
Original,Original,70.0,0.01201413,7.838e-05,0.00652432
Original,Original,70.0,0.01166078,0.00011066,0.00948992
Original,Original,70.0,0.01201413,0.0002209,0.01838671
Original,Original,70.0,0.01060071,8.802e-05,0.00830368
Original,Original,70.0,0.0130742,0.00013958,0.01067616
Original,Original,70.0,0.01448763,0.00023201,0.01601423
Original,Original,70.0,0.01272085,0.00021126,0.01660735
Original,Original,70.0,0.01342756,0.00015928,0.0118624
Original,Original,70.0,0.01378092,0.00023704,0.01720047
Original,Original,70.0,0.01272085,0.00012826,0.01008304
Original,Original,70.0,0.01236749,0.00018339,0.014828
Original,Original,70.0,0.01024735,0.00013979,0.01364176
Original,Original,70.0,0.01095406,0.00015593,0.01423488
Original,Original,70.0,0.01024735,4.255e-05,0.00415184
Original,Original,70.0,0.01166078,0.00017291,0.014828
Original,Original,70.0,0.01378092,0.000188,0.01364176
Original,Original,70.0,0.01166078,0.00023515,0.02016607
Original,Original,70.0,0.00954064,6.225e-05,0.00652432
Original,Original,70.0,0.01236749,7.335e-05,0.0059312
Original,Original,70.0,0.01378092,7.356e-05,0.00533808
Original,Original,70.0,0.01766784,0.00012575,0.00711744
Original,Original,70.0,0.01236749,0.00019072,0.01542112
Original,Original,70.0,0.01625442,0.00013497,0.00830368
Original,Original,70.0,0.00918728,0.00013078,0.01423488
Original,Original,70.0,0.01095406,9.746e-05,0.0088968
Original,Original,70.0,0.01413428,0.00021797,0.01542112
Original,Original,70.0,0.01166078,0.00019365,0.01660735
Original,Original,70.0,0.00989399,0.00010563,0.01067616
Original,Original,70.0,0.01236749,0.00014671,0.0118624
Original,Original,70.0,0.00989399,5.281e-05,0.00533808
Original,Original,70.0,0.01024735,0.00017018,0.01660735
Original,Original,70.0,0.01166078,0.0002144,0.01838671
Original,Original,70.0,0.01095406,0.00015593,0.01423488
Original,Original,70.0,0.01060071,3.772e-05,0.00355872
Original,Original,70.0,0.01236749,0.00019072,0.01542112
Original,Original,70.0,0.01590106,8.488e-05,0.00533808
Original,Original,70.0,0.01696113,0.0001006,0.0059312
Original,Original,70.0,0.01060071,0.00018862,0.01779359
Original,Original,70.0,0.01201413,0.00016389,0.01364176
Original,Original,70.0,0.00989399,0.00012323,0.01245552
Original,Original,70.0,0.01130742,0.00019449,0.01720047
Original,Original,70.0,0.01272085,0.00017353,0.01364176
Original,Original,70.0,0.0130742,0.00021713,0.01660735
Original,Original,70.0,0.01660777,9.85e-05,0.0059312
Original,Original,70.0,0.01166078,0.00018674,0.01601423
Original,Original,70.0,0.01201413,0.0002209,0.01838671
Original,Original,70.0,0.0130742,0.00018611,0.01423488
Original,Original,70.0,0.01060071,8.174e-05,0.00771056
Original,Original,70.0,0.01236749,5.135e-05,0.00415184
Original,Original,70.0,0.01201413,0.00020665,0.01720047
Original,Original,70.0,0.01166078,0.00014524,0.01245552
Original,Original,70.0,0.00918728,4.904e-05,0.00533808
Original,Original,70.0,0.01342756,0.00017521,0.01304864
Original,Original,70.0,0.01660777,0.00017731,0.01067616
Original,Original,70.0,0.01872792,0.00023327,0.01245552
Original,Original,70.0,0.01590106,8.488e-05,0.00533808
