dataset,dataset_group,distance_m,bbox_width_norm,bbox_area_ratio,bbox_height_norm
Original,Original,50.0,0.01484099,0.00029928,0.02016607
Original,Original,50.0,0.01519435,0.00036949,0.02431791
Original,Original,50.0,0.01696113,0.0004024,0.02372479
Original,Original,50.0,0.01130742,0.00020791,0.01838671
Original,Original,50.0,0.01448763,0.00026638,0.01838671
Original,Original,50.0,0.01272085,0.00010563,0.00830368
Original,Original,50.0,0.0130742,0.00011632,0.0088968
Original,Original,50.0,0.01484099,0.00026407,0.01779359
Original,Original,50.0,0.01413428,0.00029342,0.02075919
Original,Original,50.0,0.01272085,0.00019617,0.01542112
Original,Original,50.0,0.01660777,0.00015761,0.00948992
Original,Original,50.0,0.01201413,0.00015677,0.01304864
Original,Original,50.0,0.01519435,0.00035147,0.02313167
Original,Original,50.0,0.01590106,0.00028294,0.01779359
Original,Original,50.0,0.02014134,0.00033449,0.01660735
Original,Original,50.0,0.01625442,0.00017353,0.01067616
Original,Original,50.0,0.0130742,0.00019386,0.014828
Original,Original,50.0,0.01625442,0.00015425,0.00948992
Original,Original,50.0,0.01625442,0.00038563,0.02372479
Original,Original,50.0,0.0155477,0.00033198,0.02135231
Original,Original,50.0,0.0155477,0.00035964,0.02313167
Original,Original,50.0,0.0130742,7.755e-05,0.0059312
Original,Original,50.0,0.01484099,0.00025527,0.01720047
Original,Original,50.0,0.01448763,0.00017186,0.0118624
Original,Original,50.0,0.01413428,0.00017605,0.01245552
Original,Original,50.0,0.01590106,0.00033952,0.02135231
Original,Original,50.0,0.01378092,0.00021252,0.01542112
Original,Original,50.0,0.01660777,0.00028566,0.01720047
Original,Original,50.0,0.01943463,0.00043803,0.02253855
Original,Original,50.0,0.01484099,0.00011443,0.00771056
Original,Original,50.0,0.01731449,0.00026701,0.01542112
Original,Original,50.0,0.01519435,0.0002974,0.01957295
Original,Original,50.0,0.01413428,0.00020958,0.014828
Original,Original,50.0,0.01342756,0.00015928,0.0118624
Original,Original,50.0,0.01378092,0.000188,0.01364176
Original,Original,50.0,0.01872792,0.00041099,0.02194543
Original,Original,50.0,0.01519435,0.00025234,0.01660735
Original,Original,50.0,0.0155477,0.00028587,0.01838671
Original,Original,50.0,0.01413428,0.00017605,0.01245552
Original,Original,50.0,0.02367491,0.00051956,0.02194543
Original,Original,50.0,0.00954064,0.00018108,0.01897983
Original,Original,50.0,0.0180212,0.00024584,0.01364176
Original,Original,50.0,0.02155477,0.0001662,0.00771056
Original,Original,50.0,0.01484099,0.00011443,0.00771056
Original,Original,50.0,0.01378092,0.00021252,0.01542112
Original,Original,50.0,0.01236749,0.00014671,0.0118624
Original,Original,50.0,0.01448763,0.00011171,0.00771056
Original,Original,50.0,0.01413428,0.00023473,0.01660735
Original,Original,50.0,0.01272085,0.00012826,0.01008304
Original,Original,50.0,0.01590106,0.00014147,0.0088968
Original,Original,50.0,0.0180212,0.00023515,0.01304864
Original,Original,50.0,0.01413428,0.00028503,0.02016607
Original,Original,50.0,0.00989399,7.042e-05,0.00711744
Original,Original,50.0,0.01448763,0.0002406,0.01660735
Original,Original,50.0,0.01413428,0.00018443,0.01304864
Original,Original,50.0,0.01413428,0.00025988,0.01838671
Original,Original,50.0,0.0155477,0.00037809,0.02431791
Original,Original,50.0,0.01448763,0.0001203,0.00830368
Original,Original,50.0,0.01413428,0.0002012,0.01423488
Original,Original,50.0,0.01872792,0.00011108,0.0059312
Original,Original,50.0,0.01413428,0.00023473,0.01660735
Original,Original,50.0,0.01236749,0.00014671,0.0118624
Original,Original,50.0,0.01731449,0.00030809,0.01779359
Original,Original,50.0,0.01201413,0.00020665,0.01720047
Original,Original,50.0,0.01696113,0.00022132,0.01304864
Original,Original,50.0,0.01201413,0.00015677,0.01304864
Original,Original,50.0,0.01448763,0.00023201,0.01601423
Original,Original,50.0,0.01625442,0.00036635,0.02253855
Original,Original,50.0,0.01413428,0.0002515,0.01779359
Original,Original,50.0,0.01201413,5.701e-05,0.00474496
Original,Original,50.0,0.0155477,0.00032276,0.02075919
Original,Original,50.0,0.01095406,0.00011045,0.01008304
Original,Original,50.0,0.01342756,0.0003106,0.02313167
Original,Original,50.0,0.01130742,8.048e-05,0.00711744
Original,Original,50.0,0.01342756,0.00012743,0.00948992
Original,Original,50.0,0.0155477,0.00023054,0.014828
Original,Original,50.0,0.01413428,0.00024312,0.01720047
Original,Original,50.0,0.01130742,7.377e-05,0.00652432
Original,Original,50.0,0.01413428,0.0003018,0.02135231
Original,Original,50.0,0.01095406,0.00019491,0.01779359
Original,Original,50.0,0.0229682,0.00031333,0.01364176
Original,Original,50.0,0.01060071,0.00022006,0.02075919
Original,Original,50.0,0.0155477,0.00026743,0.01720047
Original,Original,50.0,0.01342756,9.557e-05,0.00711744
Original,Original,50.0,0.01519435,0.00013518,0.0088968
Original,Original,50.0,0.01413428,0.00014252,0.01008304
Original,Original,50.0,0.01519435,0.00028839,0.01897983
Original,Original,50.0,0.00954064,0.00013015,0.01364176
Original,Original,50.0,0.01484099,0.00025527,0.01720047
Original,Original,50.0,0.01590106,0.00016033,0.01008304
Original,Original,50.0,0.01413428,0.0003018,0.02135231
Original,Original,50.0,0.01378092,0.00017165,0.01245552
Original,Original,50.0,0.01413428,9.222e-05,0.00652432
Original,Original,50.0,0.01272085,0.00026407,0.02075919
Original,Original,50.0,0.01590106,0.00025464,0.01601423
Original,Original,50.0,0.0180212,0.00011758,0.00652432
Original,Original,50.0,0.00989399,0.0001115,0.01126928
Original,Original,50.0,0.02120141,0.00036467,0.01720047
Original,Original,50.0,0.01201413,0.0001924,0.01601423
Original,Original,50.0,0.01236749,0.00013937,0.01126928
Original,Original,50.0,0.01484099,0.0003521,0.02372479
Original,Original,50.0,0.01519435,0.00021629,0.01423488
Original,Original,50.0,0.0180212,0.00016033,0.0088968
Original,Original,50.0,0.0155477,0.00017521,0.01126928
Original,Original,50.0,0.01731449,0.00014377,0.00830368
Original,Original,50.0,0.01519435,0.00024333,0.01601423
Original,Original,50.0,0.01943463,0.00010374,0.00533808
Original,Original,50.0,0.01342756,0.00028671,0.02135231
Original,Original,50.0,0.01872792,0.00038878,0.02075919
Original,Original,50.0,0.01448763,0.00024919,0.01720047
Original,Original,50.0,0.01130742,8.719e-05,0.00771056
Original,Original,50.0,0.01625442,0.00039527,0.02431791
Original,Original,50.0,0.01448763,0.00032653,0.02253855
Original,Original,50.0,0.01519435,0.00025234,0.01660735
Original,Original,50.0,0.01201413,0.00010689,0.0088968
Original,Original,50.0,0.01908127,0.00012449,0.00652432
Original,Original,50.0,0.01519435,0.00013518,0.0088968
Original,Original,50.0,0.01484099,0.00014964,0.01008304
Original,Original,50.0,0.01625442,0.00026994,0.01660735
Original,Original,50.0,0.01342756,0.00010353,0.00771056
Original,Original,50.0,0.01448763,0.00013749,0.00948992
Original,Original,50.0,0.01766784,0.00015719,0.0088968
Original,Original,50.0,0.01908127,0.0005206,0.02728351
Original,Original,50.0,0.01272085,0.00021126,0.01660735
Original,Original,50.0,0.0155477,0.00030431,0.01957295
Original,Original,50.0,0.01484099,0.00018485,0.01245552
Original,Original,50.0,0.0155477,0.00015677,0.01008304
Original,Original,50.0,0.01872792,0.00045542,0.02431791
Original,Original,50.0,0.01342756,0.0003106,0.02313167
Original,Original,50.0,0.01095406,0.00023389,0.02135231
Original,Original,50.0,0.0204947,0.00038899,0.01897983
Original,Original,50.0,0.01448763,0.00018904,0.01304864
Original,Original,50.0,0.01696113,0.00031186,0.01838671
Original,Original,50.0,0.01484099,0.00019365,0.01304864
Original,Original,50.0,0.01519435,0.00030641,0.02016607
Original,Original,50.0,0.02084806,0.00038333,0.01838671
Original,Original,50.0,0.01766784,0.00016767,0.00948992
Original,Original,50.0,0.01731449,0.00014377,0.00830368
Original,Original,50.0,0.01590106,0.0003018,0.01897983
Original,Original,50.0,0.01519435,0.00026135,0.01720047
Original,Original,50.0,0.0130742,0.00018611,0.01423488
Original,Original,50.0,0.0130742,0.0002559,0.01957295
Original,Original,50.0,0.01978799,0.00023473,0.0118624
Original,Original,50.0,0.01448763,0.00014608,0.01008304
Original,Original,50.0,0.01484099,8.802e-05,0.0059312
Original,Original,50.0,0.01766784,0.0001991,0.01126928
Original,Original,50.0,0.0204947,0.00019449,0.00948992
Original,Original,50.0,0.0254417,0.00025653,0.01008304
Original,Original,50.0,0.01236749,0.00022006,0.01779359
Original,Original,50.0,0.01378092,0.00026973,0.01957295
Original,Original,50.0,0.01378092,0.00026156,0.01897983
Original,Original,50.0,0.01024735,0.0002188,0.02135231
Original,Original,50.0,0.01590106,0.00021692,0.01364176
Original,Original,50.0,0.01413428,0.0002012,0.01423488
Original,Original,50.0,0.01625442,0.00012533,0.00771056
Original,Original,50.0,0.01696113,0.0003018,0.01779359
Original,Original,50.0,0.01378092,0.00035147,0.02550415
Original,Original,50.0,0.01519435,0.00021629,0.01423488
Original,Original,50.0,0.01448763,0.00026638,0.01838671
Original,Original,50.0,0.01378092,0.0001553,0.01126928
Original,Original,50.0,0.0155477,0.00013832,0.0088968
Original,Original,50.0,0.01272085,0.00021126,0.01660735
Original,Original,50.0,0.0130742,0.00032569,0.02491103
Original,Original,50.0,0.01484099,0.00027288,0.01838671
Original,Original,50.0,0.01413428,0.00024312,0.01720047
Original,Original,50.0,0.01837456,0.00037054,0.02016607
Original,Original,50.0,0.0130742,0.00012407,0.00948992
Original,Original,50.0,0.01590106,0.00016033,0.01008304
Original,Original,50.0,0.0155477,0.00010144,0.00652432
Original,Original,50.0,0.0180212,0.00025653,0.01423488
Original,Original,50.0,0.01378092,7.356e-05,0.00533808
Original,Original,50.0,0.013435,0.00014341,0.01067416
Original,Original,50.0,0.01198257,0.00012117,0.01011236
Original,Original,50.0,0.013435,0.00025662,0.01910112
Original,Original,50.0,0.0130719,0.00017625,0.01348315
Original,Original,50.0,0.01053014,6.507e-05,0.00617978
Original,Original,50.0,0.01234568,0.0001942,0.01573034
Original,Original,50.0,0.01234568,9.017e-05,0.00730337
Original,Original,50.0,0.01270879,0.00026417,0.02078652
Original,Original,50.0,0.00980392,0.00018727,0.01910112
Original,Original,50.0,0.01016703,5.712e-05,0.00561798
Original,Original,50.0,0.01597676,9.873e-05,0.00617978
Original,Original,50.0,0.01198257,0.00015483,0.01292135
Original,Original,50.0,0.00944081,0.00017503,0.01853933
Original,Original,50.0,0.01234568,0.00020807,0.01685393
Original,Original,50.0,0.01270879,0.00012852,0.01011236
Original,Original,50.0,0.01452433,7.344e-05,0.00505618
Original,Original,50.0,0.01161946,0.00022847,0.01966292
Original,Original,50.0,0.01416122,7.16e-05,0.00505618
Original,Original,50.0,0.0130719,0.0001175,0.00898876
Original,Original,50.0,0.0130719,0.00013219,0.01011236
Original,Original,50.0,0.01452433,0.00019583,0.01348315
Original,Original,50.0,0.00835149,9.853e-05,0.01179775
Original,Original,50.0,0.00907771,0.00016829,0.01853933
Original,Original,50.0,0.0130719,0.00020563,0.01573034
Original,Original,50.0,0.01089325,9.18e-05,0.00842697
Original,Original,50.0,0.01488744,0.00024255,0.01629213
Original,Original,50.0,0.01379811,0.00013953,0.01011236
Original,Original,50.0,0.01016703,0.00014851,0.01460674
Original,Original,50.0,0.01379811,0.00024806,0.01797753
Original,Original,50.0,0.01379811,0.00011628,0.00842697
Original,Original,50.0,0.01125635,6.956e-05,0.00617978
Original,Original,50.0,0.01416122,0.00015911,0.01123596
Original,Original,50.0,0.01198257,0.00016156,0.01348315
Original,Original,50.0,0.01198257,0.00024234,0.02022472
Original,Original,50.0,0.0130719,0.00011016,0.00842697
Original,Original,50.0,0.01379811,0.00027131,0.01966292
Original,Original,50.0,0.01561365,9.649e-05,0.00617978
Original,Original,50.0,0.01234568,0.00020807,0.01685393
Original,Original,50.0,0.01089325,9.18e-05,0.00842697
Original,Original,50.0,0.01125635,0.00016442,0.01460674
Original,Original,50.0,0.01270879,0.00022133,0.01741573
Original,Original,50.0,0.01198257,0.00018849,0.01573034
Original,Original,50.0,0.01089325,0.00016523,0.01516854
Original,Original,50.0,0.01525054,0.00016279,0.01067416
Original,Original,50.0,0.01161946,0.00012403,0.01067416
Original,Original,50.0,0.01525054,0.00025703,0.01685393
Original,Original,50.0,0.01161946,6.528e-05,0.00561798
Original,Original,50.0,0.01161946,0.00014361,0.01235955
Original,Original,50.0,0.0130719,0.00027172,0.02078652
Original,Original,50.0,0.01053014,6.507e-05,0.00617978
Original,Original,50.0,0.0138484,0.00015677,0.01132075
Original,Original,50.0,0.01056851,0.00015288,0.01446541
Original,Original,50.0,0.01093294,0.00020628,0.01886792
Original,Original,50.0,0.01895044,0.00025029,0.01320755
Original,Original,50.0,0.01421283,8.939e-05,0.00628931
Original,Original,50.0,0.01494169,0.00011277,0.00754717
Original,Original,50.0,0.01348397,0.00028834,0.02138365
Original,Original,50.0,0.0138484,0.00016548,0.01194969
Original,Original,50.0,0.01603499,0.00024204,0.01509434
Original,Original,50.0,0.01166181,8.801e-05,0.00754717
Original,Original,50.0,0.01530612,0.00016365,0.01069182
Original,Original,50.0,0.01348397,0.00022049,0.0163522
Original,Original,50.0,0.01676385,0.00014761,0.00880503
Original,Original,50.0,0.0138484,0.00032226,0.02327044
Original,Original,50.0,0.0138484,0.00019161,0.01383648
Original,Original,50.0,0.01457726,0.00030255,0.02075472
Original,Original,50.0,0.01239067,0.00018703,0.01509434
Original,Original,50.0,0.01311953,0.00029705,0.02264151
Original,Original,50.0,0.0196793,0.00033418,0.01698113
Original,Original,50.0,0.01421283,0.00035756,0.02515723
Original,Original,50.0,0.01421283,0.00014302,0.01006289
Original,Original,50.0,0.0138484,0.00020032,0.01446541
Original,Original,50.0,0.01457726,0.00026587,0.01823899
Original,Original,50.0,0.01457726,0.00021087,0.01446541
Original,Original,50.0,0.02040816,0.00032088,0.01572327
Original,Original,50.0,0.01567055,0.00016755,0.01069182
Original,Original,50.0,0.01494169,0.0003383,0.02264151
Original,Original,50.0,0.01311953,0.00018153,0.01383648
Original,Original,50.0,0.01239067,0.00022599,0.01823899
Original,Original,50.0,0.01494169,8.458e-05,0.00566038
Original,Original,50.0,0.01348397,5.936e-05,0.00440252
Original,Original,50.0,0.00983965,0.00019184,0.01949686
Original,Original,50.0,0.01202624,0.00011346,0.00943396
Original,Original,50.0,0.01457726,9.168e-05,0.00628931
Original,Original,50.0,0.01311953,0.00019803,0.01509434
Original,Original,50.0,0.01931487,0.00017007,0.00880503
Original,Original,50.0,0.01202624,0.00019666,0.0163522
Original,Original,50.0,0.01239067,0.00025716,0.02075472
Original,Original,50.0,0.01239067,0.00028834,0.02327044
Original,Original,50.0,0.01567055,0.00015769,0.01006289
Original,Original,50.0,0.01421283,0.00022347,0.01572327
Original,Original,50.0,0.01530612,0.00026954,0.01761006
Original,Original,50.0,0.01567055,0.00028582,0.01823899
Original,Original,50.0,0.01858601,0.00018703,0.01006289
Original,Original,50.0,0.01567055,0.00029567,0.01886792
Original,Original,50.0,0.01020408,0.00019895,0.01949686
Original,Original,50.0,0.02040816,0.00037222,0.01823899
Original,Original,50.0,0.01202624,8.32e-05,0.00691824
Original,Original,50.0,0.01530612,0.00017328,0.01132075
Original,Original,50.0,0.02223032,0.00029361,0.01320755
Original,Original,50.0,0.02150146,0.00025694,0.01194969
Original,Original,50.0,0.01129738,0.00021316,0.01886792
Original,Original,50.0,0.01603499,0.00031263,0.01949686
Original,Original,50.0,0.0196793,0.00028467,0.01446541
Original,Original,50.0,0.01858601,0.00012858,0.00691824
Original,Original,50.0,0.01202624,0.00014371,0.01194969
Original,Original,50.0,0.0127551,0.00020055,0.01572327
Original,Original,50.0,0.01020408,0.00021178,0.02075472
Original,Original,50.0,0.01494169,0.00036649,0.0245283
Original,Original,50.0,0.01567055,0.00024639,0.01572327
Original,Original,50.0,0.01457726,0.00035756,0.0245283
Original,Original,50.0,0.02405248,0.00018153,0.00754717
Original,Original,50.0,0.01822157,0.00036672,0.02012579
Original,Original,50.0,0.01056851,0.000113,0.01069182
Original,Original,50.0,0.01822157,0.00013752,0.00754717
Original,Original,50.0,0.01421283,0.00028604,0.02012579
Original,Original,50.0,0.01311953,0.00025579,0.01949686
Original,Original,50.0,0.01457726,0.00033922,0.02327044
Original,Original,50.0,0.01530612,0.00012514,0.0081761
Original,Original,50.0,0.01239067,0.00014027,0.01132075
Original,Original,50.0,0.01056851,0.00014623,0.01383648
Original,Original,50.0,0.02113703,0.00025258,0.01194969
Original,Original,50.0,0.01348397,0.00022049,0.0163522
Original,Original,50.0,0.01603499,0.0004034,0.02515723
Original,Original,50.0,0.01239067,0.00011689,0.00943396
Original,Original,50.0,0.01494169,7.518e-05,0.00503145
Original,Original,50.0,0.01494169,0.0003383,0.02264151
Original,Original,50.0,0.01311953,0.00013202,0.01006289
Original,Original,50.0,0.01457726,0.00021087,0.01446541
Original,Original,50.0,0.01239067,5.455e-05,0.00440252
Original,Original,50.0,0.01457726,0.00011002,0.00754717
Original,Original,50.0,0.02077259,0.00036581,0.01761006
Original,Original,50.0,0.01457726,0.00023837,0.0163522
Original,Original,50.0,0.01421283,0.00031286,0.02201258
Original,Original,50.0,0.01093294,0.00015815,0.01446541
Original,Original,50.0,0.02040816,0.00017969,0.00880503
Original,Original,50.0,0.01567055,0.00038437,0.0245283
Original,Original,50.0,0.01639942,0.00019597,0.01194969
Original,Original,50.0,0.01567055,0.00038437,0.0245283
Original,Original,50.0,0.01639942,0.00041256,0.02515723
Original,Original,50.0,0.01093294,0.00022003,0.02012579
Original,Original,50.0,0.01421283,8.939e-05,0.00628931
Original,Original,50.0,0.0127551,0.00019253,0.01509434
Original,Original,50.0,0.0138484,9.581e-05,0.00691824
Original,Original,50.0,0.01858601,0.00030392,0.0163522
Original,Original,50.0,0.01603499,0.00026221,0.0163522
Original,Original,50.0,0.01348397,9.329e-05,0.00691824
Original,Original,50.0,0.02368805,0.00023837,0.01006289
Original,Original,50.0,0.01603499,0.00018153,0.01132075
Original,Original,50.0,0.01822157,0.00013752,0.00754717
Original,Original,50.0,0.01858601,0.00012858,0.00691824
Original,Original,50.0,0.01567055,0.00032524,0.02075472
Original,Original,50.0,0.01858601,0.00030392,0.0163522
Original,Original,50.0,0.0127551,0.00019253,0.01509434
Original,Original,50.0,0.00983965,0.00012996,0.01320755
Original,Original,50.0,0.01567055,0.0001774,0.01132075
Original,Original,50.0,0.01056851,0.00021935,0.02075472
Original,Original,50.0,0.01348397,0.00022049,0.0163522
Original,Original,50.0,0.01166181,0.00013935,0.01194969
Original,Original,50.0,0.01457726,0.00023837,0.0163522
Original,Original,50.0,0.01166181,8.801e-05,0.00754717
Original,Original,50.0,0.01530612,0.00034655,0.02264151
Original,Original,50.0,0.02004373,0.00035297,0.01761006
Original,Original,50.0,0.01421283,0.00015196,0.01069182
Original,Original,50.0,0.01676385,0.00028467,0.01698113
Original,Original,50.0,0.01603499,0.00019161,0.01194969
Original,Original,50.0,0.01530612,9.626e-05,0.00628931
Original,Original,50.0,0.0196793,0.00025992,0.01320755
Original,Original,50.0,0.0138484,0.00028742,0.02075472
Original,Original,50.0,0.0138484,0.00016548,0.01194969
Original,Original,50.0,0.0138484,0.00021774,0.01572327
Original,Original,50.0,0.01421283,0.00011621,0.0081761
Original,Original,50.0,0.01348397,0.00027138,0.02012579
Original,Original,50.0,0.01421283,0.00021453,0.01509434
Original,Original,50.0,0.01712828,0.00010773,0.00628931
Original,Original,50.0,0.01239067,0.00024937,0.02012579
Original,Original,50.0,0.01421283,0.00012514,0.00880503
Original,Original,50.0,0.02368805,0.00032776,0.01383648
Original,Original,50.0,0.01129738,0.00018474,0.0163522
Original,Original,50.0,0.01166181,8.801e-05,0.00754717
Original,Original,50.0,0.02004373,0.00036558,0.01823899
Original,Original,50.0,0.01348397,0.00020353,0.01509434
Original,Original,50.0,0.01166181,0.0001907,0.0163522
Original,Original,50.0,0.01603499,0.00034289,0.02138365
Original,Original,50.0,0.01494169,0.00013156,0.00880503
Original,Original,50.0,0.01129738,0.00018474,0.0163522
Original,Original,50.0,0.01494169,0.00021614,0.01446541
Original,Original,50.0,0.01494169,0.0003477,0.02327044
Original,Original,50.0,0.01494169,0.0003477,0.02327044
Original,Original,50.0,0.01603499,0.0002017,0.01257862
Original,Original,50.0,0.01020408,5.776e-05,0.00566038
Original,Original,50.0,0.01603499,0.00021178,0.01320755
Original,Original,50.0,0.01348397,0.00010177,0.00754717
Original,Original,50.0,0.00983965,0.00013615,0.01383648
Original,Original,50.0,0.01749271,0.00047307,0.02704403
Original,Original,50.0,0.01676385,0.00018978,0.01132075
Original,Original,50.0,0.01093294,0.00024066,0.02201258
Original,Original,50.0,0.0127551,0.00025671,0.02012579
Original,Original,50.0,0.01311953,0.00022278,0.01698113
Original,Original,50.0,0.01093294,0.00016503,0.01509434
Original,Original,50.0,0.01712828,0.00014004,0.0081761
Original,Original,50.0,0.01348397,0.00026289,0.01949686
Original,Original,50.0,0.01457726,0.00032088,0.02201258
Original,Original,50.0,0.01348397,0.00016113,0.01194969
Original,Original,50.0,0.01603499,0.00037314,0.02327044
Original,Original,50.0,0.01494169,0.00015036,0.01006289
Original,Original,50.0,0.01712828,0.00039858,0.02327044
Original,Original,50.0,0.01056851,0.00013294,0.01257862
Original,Original,50.0,0.01239067,0.00010131,0.0081761
Original,Original,50.0,0.01639942,0.00030942,0.01886792
Original,Original,50.0,0.01421283,0.00031286,0.02201258
Original,Original,50.0,0.01239067,0.00020261,0.0163522
Original,Original,50.0,0.01129738,0.00017053,0.01509434
Original,Original,50.0,0.01166181,7.334e-05,0.00628931
Original,Original,50.0,0.01311953,0.00010727,0.0081761
Original,Original,50.0,0.01129738,0.00015632,0.01383648
Original,Original,50.0,0.01239067,0.00017924,0.01446541
Original,Original,50.0,0.01530612,0.00017328,0.01132075
Original,Original,50.0,0.01311953,0.00024754,0.01886792
Original,Original,50.0,0.01494169,0.00020674,0.01383648
Original,Original,50.0,0.01785714,0.00020216,0.01132075
Original,Original,50.0,0.01311953,0.00013202,0.01006289
Original,Original,50.0,0.01056851,7.976e-05,0.00754717
Original,Original,50.0,0.01639942,0.00039194,0.02389937
Original,Original,50.0,0.01494169,0.00017855,0.01194969
Original,Original,50.0,0.0138484,0.00021774,0.01572327
Original,Original,50.0,0.01676385,0.00021087,0.01257862
Original,Original,50.0,0.01056851,0.00016617,0.01572327
Original,Original,50.0,0.01311953,0.00018978,0.01446541
Original,Original,50.0,0.01494169,0.00013156,0.00880503
Original,Original,50.0,0.01239067,0.00017144,0.01383648
Original,Original,50.0,0.01129738,0.00024158,0.02138365
Original,Original,50.0,0.01348397,0.00023745,0.01761006
Original,Original,50.0,0.01494169,0.00019734,0.01320755
Original,Original,50.0,0.01202624,0.00021935,0.01823899
Original,Original,50.0,0.02150146,0.00024341,0.01132075
Original,Original,50.0,0.01457726,0.00034839,0.02389937
Original,Original,50.0,0.0138484,0.00033097,0.02389937
Original,Original,50.0,0.01093294,0.00024066,0.02201258
Original,Original,50.0,0.01129738,6.395e-05,0.00566038
Original,Original,50.0,0.00983965,0.00012377,0.01257862
Original,Original,50.0,0.01421283,0.00025923,0.01823899
Original,Original,50.0,0.01494169,0.00020674,0.01383648
Original,Original,50.0,0.01494169,0.00017855,0.01194969
Original,Original,50.0,0.01676385,0.00015815,0.00943396
Original,Original,50.0,0.01895044,9.535e-05,0.00503145
Original,Original,50.0,0.01421283,0.00031286,0.02201258
Original,Original,50.0,0.01348397,0.00027986,0.02075472
Original,Original,50.0,0.01858601,0.00018703,0.01006289
Original,Original,50.0,0.0127551,0.00026473,0.02075472
Original,Original,50.0,0.01603499,0.00016136,0.01006289
Original,Original,50.0,0.01020408,8.343e-05,0.0081761
Original,Original,50.0,0.0138484,0.00030484,0.02201258
Original,Original,50.0,0.01421283,0.00030392,0.02138365
Original,Original,50.0,0.00947522,0.00017878,0.01886792
Original,Original,50.0,0.0127551,0.00028077,0.02201258
Original,Original,50.0,0.0127551,0.00015242,0.01194969
Original,Original,50.0,0.01239067,0.00010131,0.0081761
Original,Original,50.0,0.00983965,8.664e-05,0.00880503
Original,Original,50.0,0.01239067,0.00010131,0.0081761
Original,Original,50.0,0.01202624,9.076e-05,0.00754717
Original,Original,50.0,0.0127551,9.626e-05,0.00754717
Original,Original,50.0,0.01239067,0.00018703,0.01509434
Original,Original,50.0,0.00947522,0.00016686,0.01761006
Original,Original,50.0,0.01093294,6.876e-05,0.00628931
Original,Original,50.0,0.0138484,9.581e-05,0.00691824
Original,Original,50.0,0.01202624,0.00021935,0.01823899
Original,Original,50.0,0.00874636,0.00015952,0.01823899
Original,Original,50.0,0.0127551,0.00012835,0.01006289
Original,Original,50.0,0.01348397,0.00027986,0.02075472
Original,Original,50.0,0.01239067,0.00013248,0.01069182
Original,Original,50.0,0.0138484,0.00026129,0.01886792
Original,Original,50.0,0.0127551,0.00020055,0.01572327
Original,Original,50.0,0.00765306,0.0001444,0.01886792
Original,Original,50.0,0.01239067,0.00022599,0.01823899
Original,Original,50.0,0.01348397,0.00013569,0.01006289
Original,Original,50.0,0.0127551,0.00022462,0.01761006
Original,Original,50.0,0.01311953,0.00023104,0.01761006
Original,Original,50.0,0.01202624,0.00010589,0.00880503
Original,Original,50.0,0.01311953,0.00028879,0.02201258
Original,Original,50.0,0.00801749,0.00015127,0.01886792
Original,Original,50.0,0.01348397,0.00022897,0.01698113
Original,Original,50.0,0.01348397,0.00014417,0.01069182
Original,Original,50.0,0.01129738,5.684e-05,0.00503145
Original,Original,50.0,0.0127551,0.00020857,0.0163522
Original,Original,50.0,0.01129738,0.00017763,0.01572327
Original,Original,50.0,0.01311953,9.902e-05,0.00754717
Original,Original,50.0,0.00983965,0.00014233,0.01446541
Original,Original,50.0,0.0138484,0.00020903,0.01509434
Original,Original,50.0,0.0127551,0.00030484,0.02389937
Original,Original,50.0,0.01348397,8.48e-05,0.00628931
Original,Original,50.0,0.01129738,0.00010658,0.00943396
Original,Original,50.0,0.01712828,0.00025854,0.01509434
Original,Original,50.0,0.01202624,0.00021178,0.01761006
Original,Original,50.0,0.01311953,0.00018978,0.01446541
Original,Original,50.0,0.01202624,0.00022691,0.01886792
Original,Original,50.0,0.01311953,0.00010727,0.0081761
Original,Original,50.0,0.01166181,0.00020537,0.01761006
Original,Original,50.0,0.01348397,0.0003053,0.02264151
Original,Original,50.0,0.00947522,8.343e-05,0.00880503
Original,Original,50.0,0.01202624,0.00026473,0.02201258
Original,Original,50.0,0.00947522,5.959e-05,0.00628931
Original,Original,50.0,0.00838192,0.00012125,0.01446541
Original,Original,50.0,0.01129738,0.00016342,0.01446541
Original,Original,50.0,0.00838192,5.799e-05,0.00691824
Original,Original,50.0,0.0127551,0.00025671,0.02012579
Original,Original,50.0,0.01530612,9.626e-05,0.00628931
Original,Original,50.0,0.01202624,0.00020422,0.01698113
Original,Original,50.0,0.01311953,0.00028054,0.02138365
Original,Original,50.0,0.00947522,0.00010727,0.01132075
Original,Original,50.0,0.01421283,0.00012514,0.00880503
Original,Original,50.0,0.00911079,0.00014898,0.0163522
Original,Original,50.0,0.00911079,0.00018336,0.02012579
Original,Original,50.0,0.01202624,9.076e-05,0.00754717
Original,Original,50.0,0.00911079,0.00016617,0.01823899
Original,Original,50.0,0.01676385,0.00027413,0.0163522
Original,Original,50.0,0.01348397,0.00022897,0.01698113
Original,Original,50.0,0.0127551,0.00018451,0.01446541
Original,Original,50.0,0.01348397,0.00023745,0.01761006
Original,Original,50.0,0.01530612,0.00029842,0.01949686
Original,Original,50.0,0.01676385,0.00012652,0.00754717
Original,Original,50.0,0.01239067,0.00020261,0.0163522
Original,Original,50.0,0.01129738,0.00011368,0.01006289
Original,Original,50.0,0.0127551,0.00015242,0.01194969
Original,Original,50.0,0.01421283,0.00028604,0.02012579
