is_multiple_of_10,count,mae,median_absolute_error,mean_relative_error,median_relative_error,mean_signed_error,median_signed_error,within_5m_rate,within_10m_rate,within_20m_rate
False,285,25.32889075504263,18.967740706896905,1.1165500736986096,0.707379403421069,25.32889075504263,18.967740706896905,0.0035087719298245615,0.08771929824561403,0.5157894736842106
True,204,27.195949581142457,23.896487817607472,0.837765562847042,0.8040981498226059,27.195949581142457,23.896487817607472,0.0,0.058823529411764705,0.39705882352941174
