is_exact_training_distance,count,mae,median_absolute_error,mean_relative_error,median_relative_error,mean_signed_error,median_signed_error,within_5m_rate,within_10m_rate,within_20m_rate
False,304,24.382309188020407,17.176863004847927,1.1104131046092414,0.7513190472235571,24.382309188020407,17.176863004847927,0.003289473684210526,0.10197368421052631,0.5460526315789473
True,185,28.94316533287571,25.58888224245105,0.8192181731010323,0.6783352185583371,28.94316533287571,25.58888224245105,0.0,0.032432432432432434,0.33513513513513515
