is_below_min_training_distance,count,mae,median_absolute_error,mean_relative_error,median_relative_error,mean_signed_error,median_signed_error,within_5m_rate,within_10m_rate,within_20m_rate
False,376,29.6732819691528,27.731688842999493,0.779854630360455,0.6004131753200954,29.6732819691528,27.731688842999493,0.0026595744680851063,0.05319148936170213,0.34308510638297873
True,113,14.243836808307602,13.625576871551033,1.7335894230917634,1.4744423746960083,14.243836808307602,13.625576871551033,0.0,0.1504424778761062,0.8761061946902655
