model_name,selected_candidate_name,num_features,feature_names,oof_mae,oof_mean_relative_error,oof_rmse,oof_r2,num_folds,mean_count,mean_mae,mean_median_absolute_error,mean_mean_relative_error,mean_median_relative_error,mean_rmse,mean_r2,mean_mean_signed_error,mean_median_signed_error,mean_p90_absolute_error,mean_p95_absolute_error,mean_max_absolute_error,mean_within_5m_rate,mean_within_10m_rate,mean_within_20m_rate,mean_overprediction_rate,mean_underprediction_rate,param_n_estimators,param_max_depth,param_min_samples_leaf,param_max_features,param_random_state,param_n_jobs
raw_depth_geometry_metadata_rf,rf_deep,13,bbox_only__bbox_midpoint__object_depth | bbox_width_px | bbox_height_px | bbox_width_norm | bbox_height_norm | bbox_area_ratio | bbox_aspect_ratio | bbox_center_x_norm | bbox_center_y_norm | weather=clear_sky | weather=light_rain | time_of_day=10AM | time_of_day=8PM,7.971709570695885,0.10602839043194552,10.969108784747764,0.9171700813712147,5,10243.2,7.971698780501894,5.9196015485650655,0.10602804322770658,0.08160147377491452,10.96893281699136,0.9171541909593731,-0.10087325380843186,0.08954064916565478,18.453331515869174,23.227241767975,57.72932165501161,0.4479656040569263,0.6993327685171729,0.9193610357380585,0.5179023763967194,0.47055870496183766,300,24,2,sqrt,20260520,1
