model_name,split_name,grouping,weather,time_of_day,distance_range,count,mean_true_distance_m,std_true_distance_m,mean_prediction_m,mae,median_absolute_error,mean_relative_error,median_relative_error,rmse,r2,mean_signed_error,median_signed_error,p90_absolute_error,p95_absolute_error,max_absolute_error,within_5m_rate,within_10m_rate,within_20m_rate,overprediction_rate,underprediction_rate
raw_depth_only_linear,cv_oof,weather,clear_sky,,,5766,81.88432188692335,36.16022521212167,81.2147660669454,30.012125041448154,30.956816421036727,0.5450352888998592,0.3464875601104752,36.14529744397588,0.0008254753279965943,-0.6695558199779559,1.2266795963551047,61.49063533172318,68.69524537457451,69.67125237268355,0.09937565036420395,0.1935483870967742,0.37686437738466877,0.5515088449531738,0.44849115504682624
raw_depth_only_linear,cv_oof,weather,light_rain,,,6018,80.58241940844134,37.373768087244265,81.22231966665204,31.526878936242998,31.453112006919746,0.6075640646324139,0.3499235510470844,37.403414298005465,-0.0015871008194727754,0.6399002582106975,1.3241387845888823,61.5375791195415,68.75405323672808,69.67125237268355,0.08806912595546693,0.17364572947823198,0.3419740777666999,0.5574941841143237,0.4425058158856763
raw_depth_only_linear,cv_oof,time_of_day,,10AM,,7479,83.28787271025539,35.7117780065363,81.22944499786756,29.678417282905546,30.94506415513453,0.5044733468644603,0.34631776779113865,35.77490330223525,-0.003538389314932111,-2.0584277123878354,1.0784368281742616,61.61690417070967,68.73431459889042,69.67125237268355,0.09881000133707715,0.19521326380532156,0.381468110709988,0.5387083834737264,0.46129161652627354
raw_depth_only_linear,cv_oof,time_of_day,,8PM,,4305,77.6260162601626,38.329029358477555,81.19982386919109,32.7093583201974,33.30514080497923,0.7029123938571792,0.35062597055507616,38.498237005954884,-0.008848705174644866,3.573807609028501,2.0281394255621734,61.43266882663543,68.72085146573231,69.62645449645959,0.08455284552845528,0.16283391405342626,0.32009291521486644,0.5821138211382114,0.41788617886178864
raw_depth_only_linear,cv_oof,distance_range,,,far,3175,129.43937007874015,14.70285288873442,81.21849154186788,48.22087853687228,43.75740923245898,0.364778546364571,0.35005927385967184,50.413378623962636,-10.75677981176987,-48.22087853687228,-43.75740923245898,68.94349063833518,69.09165473372704,69.67125237268355,0.0,0.0,0.0,0.0,1.0
raw_depth_only_linear,cv_oof,distance_range,,,mid,4231,84.81210115811865,11.082143396032446,81.22637770347028,9.788379788613819,9.406931875533743,0.11303042654278483,0.10452146528370826,11.628982531643498,-0.10112318103646323,-3.5857234546483756,0.4744442225812975,18.870375408956804,19.060547077822036,19.671252372683554,0.26069487118884427,0.5107539588749704,1.0,0.5098085558969511,0.49019144410304893
raw_depth_only_linear,cv_oof,distance_range,,,near,4378,42.77752398355413,13.832064862319337,81.21122571656142,38.43370173300728,40.703901024346905,1.1792120596949338,1.0175975256086727,40.86488130223139,-7.728235386905741,38.43370173300728,40.703901024346905,61.11712957994683,61.38032733517845,62.81737947496171,0.0,0.0,0.0,1.0,0.0
raw_depth_only_linear,cv_oof,weather__distance_range,clear_sky,,far,1530,129.69607843137254,14.631278083161078,81.25229055710592,48.443787874266626,43.74866001936977,0.3658580100672099,0.3499892801549582,50.60643559225032,-10.963189150356897,-48.443787874266626,-43.74866001936977,68.91647630855731,69.0609988118876,69.67125237268355,0.0,0.0,0.0,0.0,1.0
raw_depth_only_linear,cv_oof,weather__distance_range,clear_sky,,mid,2173,84.71698113207547,11.054626179181636,81.22227020364124,9.700218179585576,9.406931875533743,0.11214430471565082,0.10452146528370826,11.546530167311433,-0.09097517107101494,-3.494710928434239,0.3533541521494499,18.835893260031607,19.060547077822036,19.671252372683554,0.26369075011504833,0.5135757017947538,1.0,0.5140358950759318,0.4859641049240681
raw_depth_only_linear,cv_oof,weather__distance_range,clear_sky,,near,2063,43.441589917595735,13.617671070450026,81.1790322041312,37.737442286535455,32.409990646013384,1.133892945344958,0.6481998129202676,40.14709648541946,-7.691657492619941,37.737442286535455,32.409990646013384,61.07761765802788,61.3553167112446,62.81737947496171,0.0,0.0,0.0,1.0,0.0
raw_depth_only_linear,cv_oof,weather__distance_range,light_rain,,far,1645,129.20060790273556,14.765107134328726,81.18705537571942,48.01355252701614,43.76367115415634,0.3637745466897762,0.35010936923325076,50.23315207507529,-10.574644363830222,-48.01355252701614,-43.76367115415634,68.97563433002006,69.11254732808409,69.67125237268355,0.0,0.0,0.0,0.0,1.0
raw_depth_only_linear,cv_oof,weather__distance_range,light_rain,,mid,2058,84.91253644314868,11.110240431640815,81.23071472831406,9.88146782380253,9.399859225278249,0.11396606440982188,0.10444288028086943,11.715412468747667,-0.11190645714929026,-3.681821714834637,0.6276016727608607,18.88220874260886,19.058149791617318,19.671252372683554,0.2575315840621963,0.5077745383867833,1.0,0.5053449951409135,0.4946550048590865
raw_depth_only_linear,cv_oof,weather__distance_range,light_rain,,near,2315,42.18574514038877,13.993829704592567,81.23991479480915,39.0541696544204,40.91003751747064,1.2195979486383461,1.022750937936766,41.49407002070773,-7.792227194056489,39.0541696544204,40.91003751747064,61.14984437883107,61.39872819694712,62.403959661685946,0.0,0.0,0.0,1.0,0.0
raw_depth_only_linear,cv_oof,time_of_day__distance_range,,10AM,far,2044,129.9412915851272,14.710895541974198,81.23621241030926,48.70507917481793,43.79953766256421,0.36709776560551466,0.3503963013005137,50.880222590977674,-10.962440256727604,-48.70507917481793,-43.79953766256421,68.95633424558449,69.11005269121902,69.67125237268355,0.0,0.0,0.0,0.0,1.0
raw_depth_only_linear,cv_oof,time_of_day__distance_range,,10AM,mid,2853,84.84752891692955,11.073768436323085,81.22787816059945,9.788516104217916,9.40693027372815,0.11298492589967037,0.10452144748586834,11.626148134965426,-0.10225183118439518,-3.6196507563300995,0.3287476273164458,18.879118828922376,19.068209478048768,19.671252372683554,0.25902558710129686,0.5117420259376095,1.0,0.5071854188573431,0.49281458114265686
raw_depth_only_linear,cv_oof,time_of_day__distance_range,,10AM,near,2582,44.63206816421379,12.934927178529705,81.22581896986406,36.593750805650274,31.621230970662282,1.0458026083307002,0.6324246194132457,38.838767505439314,-8.015771647800774,36.593750805650274,31.621230970662282,60.8510007778315,61.31603826748129,62.81737947496171,0.0,0.0,0.0,1.0,0.0
raw_depth_only_linear,cv_oof,time_of_day__distance_range,,8PM,far,1131,128.53227232537577,14.644733984436538,81.18646549846008,47.34580682691568,43.693573242864986,0.3605871368787276,0.3495485859429199,49.55852037423294,-10.451798254171669,-47.34580682691568,-43.693573242864986,68.92343719973606,69.06570148959327,69.62645449645959,0.0,0.0,0.0,0.0,1.0
raw_depth_only_linear,cv_oof,time_of_day__distance_range,,8PM,mid,1378,84.73875181422352,11.099103333764635,81.22327116922533,9.788097561895029,9.425271726324972,0.11312463070447246,0.10472524140361081,11.634848648780078,-0.09886840565278332,-3.515480644998191,0.7489849897633931,18.84860031837234,19.016553069495675,19.63613511003453,0.2641509433962264,0.5087082728592163,1.0,0.5152394775036284,0.4847605224963715
raw_depth_only_linear,cv_oof,time_of_day__distance_range,,8PM,near,1796,40.11135857461024,14.621766737283533,81.190245883584,41.07888730897375,41.092507727486726,1.3710067163889492,1.0273126931871683,43.61308238509283,-7.896800683385504,41.07888730897375,41.092507727486726,61.226021024125814,61.44173005426371,62.403959661685946,0.0,0.0,0.0,1.0,0.0
geometry_metadata_linear,cv_oof,weather,clear_sky,,,5766,81.88432188692335,36.16022521212167,81.8930477139394,13.774196401984355,11.792820138122238,0.21773837543715793,0.1539551980291769,17.225156304800805,0.7730845380353202,0.008725827016044305,1.4334958549674006,28.749408710268327,33.836002131018304,100.09697667444195,0.21626777662157476,0.4269857787027402,0.7663891779396462,0.5317377731529657,0.46826222684703434
geometry_metadata_linear,cv_oof,weather,light_rain,,,6018,80.58241940844134,37.373768087244265,80.68143039651456,13.970820368534492,11.369696901158086,0.22448310077824754,0.1578341640344647,21.697122995135025,0.662968472235229,0.09901098807321165,0.9796069452659282,30.08698475323643,35.28262127519937,1007.2586799515504,0.2281488866733134,0.4493187105350615,0.755234297108674,0.5227650382186773,0.4772349617813227
geometry_metadata_linear,cv_oof,time_of_day,,10AM,,7479,83.28787271025539,35.7117780065363,83.26902725278873,14.194648960239071,12.148102049815343,0.21395088897075037,0.15725807728466726,17.788654429311286,0.7518791557058374,-0.01884545746664736,1.1951841565592218,30.503037556573133,35.367667775481486,100.09697667444195,0.21767615991442707,0.42144671747559836,0.7460890493381468,0.5278780585639792,0.4721219414360209
geometry_metadata_linear,cv_oof,time_of_day,,8PM,,4305,77.6260162601626,38.329029358477555,77.80885166578216,13.318614136597988,10.800377362669494,0.23374682337791036,0.15397748344665999,22.488840773887425,0.6557463953573957,0.18283540561955028,1.1434722956199863,27.54099426798101,32.891250297900676,1007.2586799515504,0.23042973286875726,0.4678281068524971,0.7860627177700349,0.5259001161440185,0.4740998838559814
geometry_metadata_linear,cv_oof,distance_range,,,far,3175,129.43937007874015,14.70285288873442,111.64425088885984,18.25341484635035,16.24785839226766,0.13380145006523445,0.13196166385870697,21.881822475685436,-1.2149491329038757,-17.795119189880317,-16.24785839226766,35.761713725612935,38.57837628801116,51.106376241416726,0.15118110236220472,0.32251968503937006,0.601259842519685,0.06488188976377952,0.9351181102362205
geometry_metadata_linear,cv_oof,distance_range,,,mid,4231,84.81210115811865,11.082143396032446,91.55606795355439,9.948379055796725,8.71172977600743,0.12190174345764078,0.10223242539143457,12.153706117663772,-0.2027349484717358,6.74396679543574,7.060403345219484,19.73899162640619,23.025593328145753,44.935050775253885,0.2928385724415032,0.5563696525644056,0.9040415977310329,0.7489955093358545,0.2510044906641456
geometry_metadata_linear,cv_oof,distance_range,,,near,4378,42.77752398355413,13.832064862319337,49.31291483809513,14.49342839411696,12.420539903528713,0.38050088915663516,0.3072945512294508,23.407061182662662,-1.8636487494928469,6.535390854541,6.826919886530721,28.399326462294162,33.39659517021034,1007.2586799515504,0.2058017359524897,0.40840566468707173,0.737779808131567,0.6480127912288717,0.3519872087711284
geometry_metadata_linear,cv_oof,weather__distance_range,clear_sky,,far,1530,129.69607843137254,14.631278083161078,112.8058704098413,17.40111971124344,14.541314458631078,0.12704517210135086,0.11844643314894751,21.113909167959456,-1.082441300966794,-16.890208021531258,-14.541314458631078,34.87440419651673,37.52573858361257,51.106376241416726,0.16666666666666666,0.3503267973856209,0.6254901960784314,0.0738562091503268,0.9261437908496732
geometry_metadata_linear,cv_oof,weather__distance_range,clear_sky,,mid,2173,84.71698113207547,11.054626179181636,92.14779468988795,11.07734721070467,10.31739535295931,0.13482859585139553,0.12117680449346659,13.210095495431931,-0.42798548152692883,7.430813557812464,8.377893094361923,20.944656108840597,24.361741714272345,44.935050775253885,0.2369995398067188,0.4790612057063967,0.8798895536125173,0.7602393005062126,0.2397606994937874
geometry_metadata_linear,cv_oof,weather__distance_range,clear_sky,,near,2063,43.441589917595735,13.617671070450026,48.16537737779489,13.924977123983556,12.051810866172403,0.37233049959791714,0.2803324078954003,17.743996068797852,-0.69784165995517,4.723787460199153,5.718327861880567,27.61659785655079,33.420649195712116,100.09697667444195,0.23121667474551624,0.4289869122636937,0.7513330101793505,0.6306349975763451,0.3693650024236549
geometry_metadata_linear,cv_oof,weather__distance_range,light_rain,,far,1645,129.20060790273556,14.765107134328726,110.56383881159442,19.0461270388814,17.373640649648763,0.14008540464562463,0.14187132860732948,22.572615497873844,-1.3371713973060588,-18.636769091141147,-17.373640649648763,36.67246221253299,39.28467359828897,48.44132825492886,0.13677811550151975,0.2966565349544073,0.5787234042553191,0.056534954407294835,0.9434650455927052
