model_name,candidate_name,model_family,term,importance_type,importance_value
raw_depth_only_rf,rf_shallow,random_forest,relative_depth,feature_importance,1.0
geometry_metadata_rf,rf_deep,random_forest,bbox_width_px,feature_importance,0.25941482700657614
geometry_metadata_rf,rf_deep,random_forest,bbox_height_px,feature_importance,0.07621667787471834
geometry_metadata_rf,rf_deep,random_forest,bbox_width_norm,feature_importance,0.3152059604692706
geometry_metadata_rf,rf_deep,random_forest,bbox_height_norm,feature_importance,0.07967955977984355
geometry_metadata_rf,rf_deep,random_forest,bbox_area_ratio,feature_importance,0.2003304593006398
geometry_metadata_rf,rf_deep,random_forest,bbox_aspect_ratio,feature_importance,0.01856369150530415
geometry_metadata_rf,rf_deep,random_forest,bbox_center_x_norm,feature_importance,0.02646791246489306
geometry_metadata_rf,rf_deep,random_forest,bbox_center_y_norm,feature_importance,0.014877481612111465
geometry_metadata_rf,rf_deep,random_forest,weather=clear_sky,feature_importance,0.0023205299619957456
geometry_metadata_rf,rf_deep,random_forest,weather=light_rain,feature_importance,0.002250839299851432
geometry_metadata_rf,rf_deep,random_forest,time_of_day=10AM,feature_importance,0.002357674775989815
geometry_metadata_rf,rf_deep,random_forest,time_of_day=8PM,feature_importance,0.0023143859488058737
raw_depth_geometry_metadata_rf,rf_unbounded,random_forest,relative_depth,feature_importance,0.02291885952165983
raw_depth_geometry_metadata_rf,rf_unbounded,random_forest,bbox_width_px,feature_importance,0.23021096439450223
raw_depth_geometry_metadata_rf,rf_unbounded,random_forest,bbox_height_px,feature_importance,0.10165403320246955
raw_depth_geometry_metadata_rf,rf_unbounded,random_forest,bbox_width_norm,feature_importance,0.29054148101721833
raw_depth_geometry_metadata_rf,rf_unbounded,random_forest,bbox_height_norm,feature_importance,0.09385052120113294
raw_depth_geometry_metadata_rf,rf_unbounded,random_forest,bbox_area_ratio,feature_importance,0.19927343916197612
raw_depth_geometry_metadata_rf,rf_unbounded,random_forest,bbox_aspect_ratio,feature_importance,0.019498529243670685
raw_depth_geometry_metadata_rf,rf_unbounded,random_forest,bbox_center_x_norm,feature_importance,0.0216998743382532
raw_depth_geometry_metadata_rf,rf_unbounded,random_forest,bbox_center_y_norm,feature_importance,0.012041762091809165
raw_depth_geometry_metadata_rf,rf_unbounded,random_forest,weather=clear_sky,feature_importance,0.0019628365026919154
raw_depth_geometry_metadata_rf,rf_unbounded,random_forest,weather=light_rain,feature_importance,0.0020419258019794967
raw_depth_geometry_metadata_rf,rf_unbounded,random_forest,time_of_day=10AM,feature_importance,0.002164339785650932
raw_depth_geometry_metadata_rf,rf_unbounded,random_forest,time_of_day=8PM,feature_importance,0.002141433736985653
small_rf_depth_only_rf,rf_shallow,random_forest,depth_lower_model_prediction,feature_importance,1.0
stacked_rf_depth_geometry_metadata_rf,rf_deep,random_forest,depth_lower_model_prediction,feature_importance,0.06457054379047536
stacked_rf_depth_geometry_metadata_rf,rf_deep,random_forest,bbox_width_px,feature_importance,0.2260424846505514
stacked_rf_depth_geometry_metadata_rf,rf_deep,random_forest,bbox_height_px,feature_importance,0.09704409311092245
stacked_rf_depth_geometry_metadata_rf,rf_deep,random_forest,bbox_width_norm,feature_importance,0.2767573132971737
stacked_rf_depth_geometry_metadata_rf,rf_deep,random_forest,bbox_height_norm,feature_importance,0.08661693837098249
stacked_rf_depth_geometry_metadata_rf,rf_deep,random_forest,bbox_area_ratio,feature_importance,0.18973422029474035
stacked_rf_depth_geometry_metadata_rf,rf_deep,random_forest,bbox_aspect_ratio,feature_importance,0.01819817954263586
stacked_rf_depth_geometry_metadata_rf,rf_deep,random_forest,bbox_center_x_norm,feature_importance,0.020761336533623418
stacked_rf_depth_geometry_metadata_rf,rf_deep,random_forest,bbox_center_y_norm,feature_importance,0.011459269115088861
stacked_rf_depth_geometry_metadata_rf,rf_deep,random_forest,weather=clear_sky,feature_importance,0.0021403301108604807
stacked_rf_depth_geometry_metadata_rf,rf_deep,random_forest,weather=light_rain,feature_importance,0.002307846171281198
stacked_rf_depth_geometry_metadata_rf,rf_deep,random_forest,time_of_day=10AM,feature_importance,0.002151611493308921
stacked_rf_depth_geometry_metadata_rf,rf_deep,random_forest,time_of_day=8PM,feature_importance,0.002215833518355558
