model_name,selected_candidate_name,num_features,feature_names,oof_mae,oof_mean_relative_error,oof_rmse,oof_r2,num_folds,mean_count,mean_mae,mean_median_absolute_error,mean_mean_relative_error,mean_median_relative_error,mean_rmse,mean_r2,mean_mean_signed_error,mean_median_signed_error,mean_p90_absolute_error,mean_p95_absolute_error,mean_max_absolute_error,mean_within_5m_rate,mean_within_10m_rate,mean_within_20m_rate,mean_overprediction_rate,mean_underprediction_rate,param_n_estimators,param_max_depth,param_min_samples_leaf,param_max_features,param_random_state
raw_depth_only_rf,rf_shallow,1,relative_depth,30.750444908558187,0.5771949348747127,36.73102261519219,0.003243226812078781,5,2356.8,30.750342110577257,31.499879626091,0.577178187178053,0.3361391083379655,36.7300280157135,0.0030540067673079595,-0.0036018414745830674,2.1086532516149488,63.16794862991337,67.17531644404694,90.34263780782798,0.09487186360275746,0.18847232498110827,0.3641403503882133,0.5210434470461194,0.4789565529538806,300,10,5,sqrt,20260520
geometry_metadata_rf,rf_deep,12,bbox_width_px | bbox_height_px | bbox_width_norm | bbox_height_norm | bbox_area_ratio | bbox_aspect_ratio | bbox_center_x_norm | bbox_center_y_norm | weather=clear_sky | weather=light_rain | time_of_day=10AM | time_of_day=8PM,7.80270399583293,0.09813901202587272,10.601025487075908,0.9169730826372157,5,2356.8,7.802771745933612,5.945302520600319,0.09814016999606141,0.07719207275924542,10.601010201064215,0.9169427054607351,-0.014583132644763444,-0.022406967487849982,17.594578329035375,21.852218591670688,53.23897534015384,0.4397389207316431,0.7033222033133781,0.9320267390283897,0.503656028246737,0.48709527413716014,300,24,2,sqrt,20260520
raw_depth_geometry_metadata_rf,rf_unbounded,13,relative_depth | bbox_width_px | bbox_height_px | bbox_width_norm | bbox_height_norm | bbox_area_ratio | bbox_aspect_ratio | bbox_center_x_norm | bbox_center_y_norm | weather=clear_sky | weather=light_rain | time_of_day=10AM | time_of_day=8PM,7.633880897905884,0.09632801309104536,10.265999342430348,0.9221379882445009,5,2356.8,7.633938934076445,5.925530210530209,0.09632916690465942,0.07578284622956573,10.265787631781922,0.9221035497865582,0.020229760216429367,0.06536813186813575,17.03981271141712,21.155661864622914,48.90390061327561,0.44211526021411973,0.7118962520096096,0.9379679054357843,0.5123061379991596,0.4813301199656584,300,,2,sqrt,20260520
small_rf_depth_only_rf,rf_shallow,1,depth_lower_model_prediction,21.41819615260242,0.3571698828023977,27.3034703544829,0.4492444810404461,5,2356.8,21.41823814597378,17.417709999090288,0.3571632646623944,0.219801532870561,27.299599212328552,0.44918048649963965,-0.026929982265791907,0.22674677244736544,45.526666432183895,53.952586841155515,93.9475488811873,0.16301569411060682,0.30914931331420037,0.5562574951531205,0.5052596706706948,0.4926193807822262,300,10,5,sqrt,20260520
stacked_rf_depth_geometry_metadata_rf,rf_deep,13,depth_lower_model_prediction | bbox_width_px | bbox_height_px | bbox_width_norm | bbox_height_norm | bbox_area_ratio | bbox_aspect_ratio | bbox_center_x_norm | bbox_center_y_norm | weather=clear_sky | weather=light_rain | time_of_day=10AM | time_of_day=8PM,7.7160561448564655,0.09684959030340441,10.39690473148477,0.9201396360044948,5,2356.8,7.716148236750411,5.960252485169153,0.0968507089061986,0.07685309386627862,10.396795536648407,0.9201044337627875,-0.0030755125379832047,0.07146166011927021,17.380011574536574,21.673474452234263,49.34584970122471,0.43897383076969765,0.712315079151369,0.9332169975321319,0.5105248584937941,0.48302600505355864,300,24,2,sqrt,20260520
