model_name,model_label,test_mae,test_mean_relative_error,test_rmse,test_r2,cv_oof_mae,cv_oof_mean_relative_error,cv_oof_rmse,cv_oof_r2
raw_depth_only_linear,Raw Depth Only,31.05930352062397,0.5697433395282322,36.97893094490841,-0.0006798305116990644,30.7856984408775,0.5769682634720346,36.793183725879544,-0.00013331605235489263
geometry_metadata_linear,Geometry + Metadata,13.847950714016251,0.2157190571533571,17.386876076099067,0.7787773652019097,13.874610780013779,0.2211828558430199,19.63661628461349,0.7151236056690125
raw_depth_geometry_metadata_linear,Raw Depth + Geometry + Metadata,13.579914128395272,0.2121088833299043,16.90401497527258,0.7908941510899667,13.656029858098222,0.21844641264196754,19.468081594533203,0.7199926238703185
small_rf_depth_only_linear,Small RF Depth Only,20.895973644503144,0.3436763713198162,26.608867537605633,0.4818694186370104,21.149225890122104,0.354131751779903,26.949484648553632,0.4634328436694357
stacked_rf_depth_geometry_metadata_linear,Stacked RF Depth + Geometry + Metadata,12.550933180117003,0.1968225342330095,15.816593014860166,0.8169320482401725,12.778372114514411,0.2049391414969785,17.941816166787444,0.7621758454838644
