variant_name,model_name,split_name,count,mae,median_absolute_error,mean_relative_error,median_relative_error,rmse,r2,mean_signed_error,median_signed_error,p90_absolute_error,p95_absolute_error,max_absolute_error,within_5m_rate,within_10m_rate,within_20m_rate,overprediction_rate,underprediction_rate
baseline_full_geometry,rf,synthetic_holdout,9040,7.7123895635944715,5.524697547822557,0.0989947568952183,0.07460939685828562,10.863884873380792,0.9190613748411238,-0.2009425423812608,0.059166666666666146,18.11515436342888,23.599084490740672,55.73634916009911,0.4683628318584071,0.7148230088495575,0.9203539823008849,0.5190265486725664,0.4686946902654867
baseline_full_geometry,xgb,synthetic_holdout,9040,7.730142927591779,5.673858642578125,0.10137729214096355,0.07887293774148693,10.66169577654641,0.9220460572187603,-0.12513139100201362,0.0780019760131836,18.036537933349614,22.897956466674795,57.753570556640625,0.4599557522123894,0.7140486725663717,0.9255530973451327,0.5065265486725664,0.49347345132743364
baseline_full_geometry,blend,synthetic_holdout,9040,7.634683601462127,5.542665313841084,0.09901584531220672,0.0764078544586907,10.62910718050729,0.9225218777804123,-0.15848829760887814,0.08874235244024575,17.842513850197587,22.795087342620814,56.86599314216238,0.46449115044247785,0.7161504424778761,0.923783185840708,0.5077433628318584,0.4922566371681416
baseline_full_geometry,rf,real_external,489,28.378794329885462,24.64937215263825,1.0681560414173155,0.7715889998293224,32.871712916859614,-1.8452036812910446,28.378794329885462,24.64937215263825,53.96715057156571,61.15463932477883,75.9591173551657,0.002044989775051125,0.0408997955010225,0.43149284253578735,1.0,0.0
baseline_full_geometry,xgb,real_external,489,24.734607622423542,19.09172821044922,0.9514521970102109,0.711224619547526,29.798819967695476,-1.3381201458564318,24.734603877935427,19.09172821044922,53.16358795166015,61.38330078124999,71.16850280761719,0.012269938650306749,0.1492842535787321,0.5398773006134969,0.9979550102249489,0.002044989775051125
baseline_full_geometry,blend,real_external,489,26.338047676793444,21.46311625975656,1.0028018536007812,0.7216109769526939,31.0769515955824,-1.5429950444511804,26.338047676793444,21.46311625975656,54.0908224331731,61.623306020581815,71.49686332084323,0.00408997955010225,0.08997955010224949,0.47648261758691207,1.0,0.0
geometry_dropout_030,rf,synthetic_holdout,9040,8.296545987133761,6.171527777777783,0.1080136289169251,0.08452653619528634,11.388645927601578,0.911053329554274,0.2781677442466097,0.3310378510378378,19.117443121693146,24.449859724148542,52.46860994397758,0.4279867256637168,0.6816371681415929,0.9096238938053097,0.546570796460177,0.45
geometry_dropout_030,xgb,synthetic_holdout,9040,8.181053578748113,5.908151626586914,0.10704156841377933,0.08524002499050565,11.241118450724647,0.9133428180242048,-0.16221139093415926,0.13177871704101562,18.980713653564457,24.28382949829099,55.12315368652344,0.44391592920353984,0.6939159292035398,0.9127212389380531,0.508075221238938,0.49192477876106194
geometry_dropout_030,blend,synthetic_holdout,9040,8.106163812178968,5.9290274833706995,0.10545372485221027,0.08219203497597916,11.143971466482377,0.9148341477697167,0.0315554285453836,0.2718333445069767,18.914121496233246,24.01141404454469,53.955154439803266,0.4445796460176991,0.6932522123893805,0.914712389380531,0.5205752212389381,0.47942477876106193
geometry_dropout_030,rf,real_external,489,30.673135978768425,24.62936507936508,1.1045819099465222,0.752932339265673,36.75236701647674,-2.5566351871962123,30.673135978768425,24.62936507936508,64.95782668725609,70.03805928330928,81.27005193880198,0.002044989775051125,0.06748466257668712,0.4437627811860941,1.0,0.0
geometry_dropout_030,xgb,real_external,489,29.898052991777355,23.834712982177734,1.079023055658935,0.8413602193196614,35.093347318456956,-2.2427859330537694,29.898052991777355,23.834712982177734,61.0155532836914,66.54230804443358,76.82926177978516,0.002044989775051125,0.05930470347648262,0.42535787321063395,1.0,0.0
geometry_dropout_030,blend,real_external,489,30.23908950605343,24.184235811554444,1.0902689515454735,0.8008464468496814,35.78556677451251,-2.3719761263992716,30.23908950605343,24.184235811554444,62.70073084258225,68.13225536083726,78.30790724494508,0.0,0.07566462167689161,0.43558282208588955,1.0,0.0
geometry_dropout_060,rf,synthetic_holdout,9040,8.863048271411232,6.666399677392313,0.11669615517804889,0.09347629593523321,11.999840598379684,0.9012501446997864,0.3399255610861918,0.5094561511473152,20.414565295815247,25.509796881359392,54.86068783068785,0.4099557522123894,0.6582964601769912,0.8953539823008849,0.548783185840708,0.45121681415929205
geometry_dropout_060,xgb,synthetic_holdout,9040,8.838959692853742,6.425640106201172,0.11823289138519577,0.09564025613536005,11.980528592026948,0.9015677361295239,-0.0394540970304371,0.7618026733398438,20.474925231933597,25.344760131835937,54.08848571777344,0.41415929203539825,0.6633849557522123,0.8929203539823009,0.539933628318584,0.46006637168141595
geometry_dropout_060,blend,synthetic_holdout,9040,8.667505225354146,6.352884600635768,0.11459774887154876,0.09290294987702555,11.7552426125296,0.9052348384286261,0.1274729525408837,0.7659623459849705,20.133720836408664,25.037095815837052,54.42825464745579,0.4213495575221239,0.6676991150442478,0.8974557522123894,0.5476769911504424,0.4523230088495575
geometry_dropout_060,rf,real_external,489,31.14436500775144,24.618799903799903,1.132252161535987,0.7942975754404328,37.16467964516056,-2.6368842436077293,31.14436500775144,24.618799903799903,64.60465439385173,72.0198090281178,80.66493506493505,0.006134969325153374,0.05725971370143149,0.45194274028629855,1.0,0.0
geometry_dropout_060,xgb,real_external,489,27.2291095008148,20.553611755371094,1.0179764471483026,0.7371184031168619,32.46010316087362,-1.7743962105099285,27.22436002329571,20.553611755371094,55.578410339355464,63.138525390625,78.455322265625,0.0081799591002045,0.09611451942740286,0.4867075664621677,0.9979550102249489,0.002044989775051125
geometry_dropout_060,blend,real_external,489,28.949162216456234,22.430452427857787,1.068213433022039,0.7459300640320148,34.48661709250273,-2.131625936531351,28.949162216456234,22.430452427857787,59.95414023133965,67.0860918292667,79.2790997809193,0.006134969325153374,0.08588957055214724,0.45807770961145194,1.0,0.0
geometry_noise_020,rf,synthetic_holdout,9040,9.007991086934,6.501826963241417,0.11885610332594794,0.0946007054673722,12.271239506703097,0.8967328053798885,-0.3132973445362835,0.6521825396825403,21.04872318884819,25.987700727513214,51.53090608465608,0.41836283185840706,0.6513274336283186,0.8869469026548673,0.5449115044247788,0.45464601769911506
geometry_noise_020,xgb,synthetic_holdout,9040,8.7426407185276,6.145963668823242,0.11574323824355713,0.09309306008475168,11.942132111273411,0.9021976576057243,-0.3322054808118702,0.6726913452148438,20.414046478271487,25.44695472717283,54.33984375,0.43097345132743364,0.6680309734513274,0.8949115044247787,0.536504424778761,0.46349557522123896
geometry_noise_020,blend,synthetic_holdout,9040,8.77481285085496,6.29109936071324,0.11583897512968026,0.09193424659301122,11.97454758471171,0.9016659917502448,-0.3238859008506077,0.7390592278374477,20.351384057459196,25.400114054013184,53.103911177248676,0.4290929203539823,0.6637168141592921,0.8957964601769911,0.5393805309734513,0.46061946902654866
