model,split,seed,val_mae,epochs,mae,median_absolute_error,mean_relative_error,rmse,r2,within_5m_rate,within_10m_rate,within_20m_rate,selected_by_validation
attempt10_shallow_mlp,test,20260520,7.847704009832157,720,7.595804160552436,5.445529032454658,0.10201329625334432,10.382828034287533,0.9260706588370305,0.46946902654867256,0.7199115044247788,0.9323008849557523,True
attempt10_shallow_mlp,test,20260521,8.06794241746226,600,7.847356994642573,5.786996837140936,0.10743762631795917,10.55683267102875,0.9235719481442763,0.4469026548672566,0.7106194690265487,0.9300884955752212,False
attempt10_shallow_mlp,test,20260522,8.182340778972863,300,7.782407232828581,5.425320611857671,0.10453290690616633,10.617138421691687,0.9226962658727307,0.4654867256637168,0.7176991150442478,0.922566371681416,False
